node_id,hazard_code,exposure_score,mitigation_level,assessment_date
IK-01-00277,Z08,57.2,pełne,2025-07-24
IK-01-00277,Z16,30.8,częściowe,2025-05-24
IK-01-00277,Z04,42.4,częściowe,2025-08-13
IK-01-00278,Z07,27.7,częściowe,2026-04-29
IK-01-00278,Z02,21.8,częściowe,2026-02-25
IK-01-00278,Z08,30.7,częściowe,2025-01-02
IK-01-00278,Z16,22.2,częściowe,2026-01-10
IK-01-00278,Z04,29.5,częściowe,2026-03-13
IK-01-00279,Z07,21.9,częściowe,2026-01-09
IK-01-00279,Z02,51.7,częściowe,2025-05-05
IK-01-00279,Z08,47.4,częściowe,2025-06-27
IK-01-00279,Z16,18.0,pełne,2025-01-07
IK-01-00279,Z04,48.4,częściowe,2024-10-20
IK-01-00280,Z07,54.4,częściowe,2025-07-19
IK-01-00280,Z02,32.9,pełne,2026-01-27
IK-01-00280,Z08,33.6,brak,2025-11-07
IK-01-00280,Z16,36.5,częściowe,2025-09-20
IK-01-00280,Z04,29.2,brak,2025-06-13
IK-01-00281,Z07,62.7,częściowe,2025-07-09
IK-01-00281,Z02,38.4,częściowe,2024-10-14
IK-01-00281,Z08,69.5,pełne,2025-06-03
IK-01-00281,Z16,16.1,częściowe,2025-09-29
IK-01-00281,Z04,64.6,brak,2026-02-19
IK-01-00282,Z07,18.3,brak,2026-01-07
IK-01-00282,Z02,25.1,brak,2025-05-02
IK-01-00282,Z08,27.8,częściowe,2025-04-16
IK-01-00282,Z16,55.3,brak,2026-01-18
IK-01-00282,Z04,65.1,częściowe,2025-02-02
IK-01-00283,Z07,64.8,pełne,2026-02-11
IK-01-00283,Z02,45.7,częściowe,2026-04-24
IK-01-00283,Z08,63.6,brak,2025-12-22
IK-01-00283,Z16,70.0,pełne,2026-03-12
IK-01-00283,Z04,55.5,częściowe,2024-11-10
IK-01-00284,Z07,32.1,pełne,2024-11-24
IK-01-00284,Z02,26.1,brak,2025-10-11
IK-01-00284,Z08,30.5,częściowe,2024-11-13
IK-01-00284,Z16,64.7,częściowe,2025-06-16
IK-01-00284,Z04,34.7,częściowe,2026-05-01
IK-01-00285,Z07,49.6,częściowe,2025-05-12
IK-01-00285,Z02,40.4,brak,2024-12-09
IK-01-00285,Z08,48.0,brak,2026-02-15
IK-01-00285,Z16,25.7,brak,2026-01-14
IK-01-00285,Z04,55.7,pełne,2025-10-08
IK-01-00286,Z07,62.5,brak,2025-04-09
IK-01-00286,Z02,23.3,częściowe,2024-12-29
IK-01-00286,Z08,49.4,częściowe,2026-07-16
IK-01-00286,Z16,41.9,częściowe,2024-11-07
IK-01-00286,Z04,28.1,pełne,2025-06-23
IK-01-00287,Z07,60.4,częściowe,2025-01-18
IK-01-00287,Z02,52.3,pełne,2025-10-25
IK-01-00287,Z08,25.7,pełne,2026-07-11
IK-01-00287,Z16,34.7,pełne,2026-07-23
IK-01-00287,Z04,38.4,częściowe,2025-07-01
IK-01-00288,Z07,28.2,brak,2025-11-04
IK-01-00288,Z02,40.7,częściowe,2025-09-17
IK-01-00288,Z08,30.8,brak,2025-09-13
IK-01-00288,Z16,33.3,pełne,2025-07-14
IK-01-00288,Z04,17.5,częściowe,2025-08-07
IK-01-00289,Z07,17.3,pełne,2025-08-02
IK-01-00289,Z02,90.7,brak,2025-11-02
IK-01-00289,Z08,47.3,częściowe,2026-06-22
IK-01-00289,Z16,33.1,brak,2026-08-08
IK-01-00289,Z04,19.8,częściowe,2025-05-26
IK-01-00290,Z07,32.1,brak,2024-12-13
IK-01-00290,Z02,36.0,częściowe,2026-01-13
IK-01-00290,Z08,26.9,brak,2025-03-04
IK-01-00290,Z16,26.4,pełne,2025-09-24
IK-01-00290,Z04,44.3,częściowe,2025-02-19
IK-01-00291,Z07,29.1,częściowe,2025-06-22
IK-01-00291,Z02,58.5,pełne,2026-05-09
IK-01-00291,Z08,26.2,pełne,2026-01-02
IK-01-00291,Z16,25.5,pełne,2025-09-23
IK-01-00291,Z04,35.7,częściowe,2024-12-29
IK-01-00292,Z07,15.6,częściowe,2026-06-29
IK-01-00292,Z02,46.7,brak,2025-03-27
IK-01-00292,Z08,25.4,brak,2025-08-01
IK-01-00292,Z16,25.9,częściowe,2026-07-29
IK-01-00292,Z04,39.6,częściowe,2025-03-14
IK-01-00293,Z07,48.2,pełne,2026-08-24
IK-01-00293,Z02,47.2,pełne,2026-02-15
IK-01-00293,Z08,38.0,pełne,2026-03-17
IK-01-00293,Z16,45.5,częściowe,2026-02-19
IK-01-00293,Z04,18.8,pełne,2026-04-13
IK-01-00294,Z07,39.4,pełne,2026-05-31
IK-01-00294,Z02,92.2,pełne,2026-04-17
IK-01-00294,Z08,22.4,pełne,2026-04-13
IK-01-00294,Z16,18.7,brak,2025-07-20
IK-01-00294,Z04,62.3,brak,2025-02-12
IK-01-00295,Z07,64.6,częściowe,2025-09-08
IK-01-00295,Z02,63.1,częściowe,2024-12-26
IK-01-00295,Z08,68.6,brak,2024-10-10
IK-01-00295,Z16,51.2,częściowe,2025-11-26
IK-01-00295,Z04,17.3,częściowe,2026-01-27
IK-01-00296,Z07,23.0,częściowe,2025-01-09
IK-01-00296,Z02,80.2,brak,2025-03-19
IK-01-00296,Z08,58.6,częściowe,2025-07-19
IK-01-00296,Z16,43.0,brak,2026-06-08
IK-01-00296,Z04,32.0,częściowe,2024-11-12
IK-01-00297,Z07,45.8,pełne,2026-03-07
IK-01-00297,Z02,45.3,częściowe,2025-01-15
IK-01-00297,Z08,44.4,pełne,2026-03-20
IK-01-00297,Z16,57.8,brak,2025-12-04
IK-01-00297,Z04,34.8,częściowe,2025-12-31
IK-01-00298,Z07,22.1,brak,2026-03-09
IK-01-00298,Z02,38.5,częściowe,2025-11-29
IK-01-00298,Z08,69.4,częściowe,2026-02-11
IK-01-00298,Z16,48.6,częściowe,2025-04-14
IK-01-00298,Z04,53.2,pełne,2024-10-15
IK-01-00299,Z07,61.6,częściowe,2025-03-04
IK-01-00299,Z02,53.0,brak,2026-06-10
IK-01-00299,Z08,21.5,pełne,2024-10-16
IK-01-00299,Z16,19.3,częściowe,2026-05-17
IK-01-00299,Z04,49.3,częściowe,2025-01-04
IK-01-00300,Z07,31.0,brak,2025-06-06
IK-01-00300,Z02,64.2,częściowe,2025-04-21
IK-01-00300,Z08,59.3,brak,2024-12-01
IK-01-00300,Z16,49.4,pełne,2025-03-18
IK-01-00300,Z04,36.6,częściowe,2025-07-12
IK-01-00301,Z07,40.1,brak,2025-11-28
IK-01-00301,Z02,67.6,częściowe,2026-05-21
IK-01-00301,Z08,47.4,brak,2026-01-06
IK-01-00301,Z16,26.1,częściowe,2025-12-08
IK-01-00301,Z04,37.4,częściowe,2025-02-14
IK-01-00302,Z07,58.9,brak,2026-05-03
IK-01-00302,Z02,54.7,częściowe,2026-01-22
IK-01-00302,Z08,52.7,pełne,2025-04-01
IK-01-00302,Z16,64.2,pełne,2025-10-03
IK-01-00302,Z04,43.9,pełne,2026-04-23
IK-01-00303,Z07,48.9,brak,2026-06-24
IK-01-00303,Z02,34.9,częściowe,2024-10-22
IK-01-00303,Z08,30.2,częściowe,2025-11-02
IK-01-00303,Z16,68.4,częściowe,2026-07-16
IK-01-00303,Z04,28.9,brak,2025-10-11
IK-01-00304,Z07,64.3,częściowe,2026-06-10
IK-01-00304,Z02,66.2,częściowe,2026-03-05
IK-01-00304,Z08,29.9,częściowe,2025-08-20
IK-01-00304,Z16,42.2,częściowe,2026-01-21
IK-01-00304,Z04,22.3,częściowe,2026-06-10
IK-01-00305,Z07,41.4,pełne,2026-06-19
IK-01-00305,Z02,22.9,brak,2025-01-24
IK-01-00305,Z08,50.4,pełne,2025-05-06
IK-01-00305,Z16,18.1,częściowe,2026-01-09
IK-01-00305,Z04,28.9,brak,2026-05-11
IK-01-00306,Z07,25.3,częściowe,2026-07-09
IK-01-00306,Z02,31.8,brak,2025-08-22
IK-01-00306,Z08,37.2,częściowe,2026-04-29
IK-01-00306,Z16,15.2,brak,2026-01-09
IK-01-00306,Z04,57.1,pełne,2026-08-06
IK-01-00307,Z07,57.7,częściowe,2026-07-03
IK-01-00307,Z02,69.1,częściowe,2025-12-06
IK-01-00307,Z08,30.0,brak,2025-03-31
IK-01-00307,Z16,39.4,częściowe,2025-03-31
IK-01-00307,Z04,33.8,częściowe,2025-11-01
IK-01-00308,Z07,27.6,brak,2026-02-09
IK-01-00308,Z02,51.4,częściowe,2026-02-06
IK-01-00308,Z08,64.8,częściowe,2026-08-05
IK-01-00308,Z16,29.0,częściowe,2026-01-16
IK-01-00308,Z04,36.5,brak,2025-09-30
IK-01-00309,Z07,67.2,częściowe,2026-01-11
IK-01-00309,Z02,88.5,brak,2026-05-02
IK-01-00309,Z08,30.5,brak,2025-04-28
IK-01-00309,Z16,16.5,częściowe,2025-08-17
IK-01-00309,Z04,64.6,częściowe,2025-06-19
IK-01-00310,Z07,21.8,częściowe,2025-01-28
IK-01-00310,Z02,55.1,częściowe,2025-05-25
IK-01-00310,Z08,65.7,częściowe,2026-07-15
IK-01-00310,Z16,21.6,brak,2025-08-08
IK-01-00310,Z04,62.2,częściowe,2025-12-23
IK-01-00311,Z07,26.4,częściowe,2025-11-25
IK-01-00311,Z02,51.7,brak,2024-11-28
IK-01-00311,Z08,41.1,pełne,2026-08-08
IK-01-00311,Z16,51.1,częściowe,2026-06-03
IK-01-00311,Z04,47.4,brak,2024-12-19
IK-01-00312,Z07,37.2,brak,2025-11-09
IK-01-00312,Z02,47.4,częściowe,2026-07-03
IK-01-00312,Z08,52.6,brak,2025-11-17
IK-01-00312,Z16,39.0,brak,2026-06-17
IK-01-00312,Z04,45.5,brak,2024-10-23
IK-01-00313,Z07,22.7,brak,2025-06-05
IK-01-00313,Z02,69.2,brak,2024-10-31
IK-01-00313,Z08,69.6,pełne,2026-05-15
IK-01-00313,Z16,33.9,częściowe,2026-01-28
IK-01-00313,Z04,15.3,częściowe,2025-06-27
IK-01-00314,Z07,54.0,częściowe,2024-12-25
IK-01-00314,Z02,30.5,pełne,2026-04-24
IK-01-00314,Z08,63.9,brak,2026-04-20
IK-01-00314,Z16,34.5,częściowe,2026-07-25
IK-01-00314,Z04,23.7,brak,2025-08-05
IK-01-00315,Z07,24.7,częściowe,2026-07-11
IK-01-00315,Z02,77.6,brak,2025-12-03
IK-01-00315,Z08,37.4,brak,2025-01-13
IK-01-00315,Z16,66.9,częściowe,2026-04-04
IK-01-00315,Z04,47.1,pełne,2025-04-08
IK-01-00316,Z07,27.1,częściowe,2026-07-27
IK-01-00316,Z02,39.7,brak,2025-02-19
IK-01-00316,Z08,52.8,pełne,2025-11-04
IK-01-00316,Z16,57.5,brak,2025-09-17
IK-01-00316,Z04,34.6,brak,2025-07-31
IK-01-00317,Z07,25.3,częściowe,2025-02-13
IK-01-00317,Z02,82.3,częściowe,2026-07-31
IK-01-00317,Z08,15.1,częściowe,2026-05-25
IK-01-00317,Z16,15.4,częściowe,2026-01-06
IK-01-00317,Z04,62.4,częściowe,2026-07-08
IK-01-00318,Z07,51.5,częściowe,2026-04-03
IK-01-00318,Z02,64.1,brak,2025-08-07
IK-01-00318,Z08,60.3,częściowe,2024-12-24
IK-01-00318,Z16,49.8,częściowe,2026-03-18
IK-01-00318,Z04,38.3,brak,2026-03-26
IK-01-00319,Z07,37.5,częściowe,2025-10-13
IK-01-00319,Z02,74.3,częściowe,2025-07-17
IK-01-00319,Z08,17.4,częściowe,2024-11-06
IK-01-00319,Z16,62.9,brak,2025-11-20
IK-01-00319,Z04,53.8,częściowe,2026-07-08
IK-01-00320,Z07,66.4,pełne,2026-01-28
IK-01-00320,Z02,51.1,częściowe,2025-10-18
IK-01-00320,Z08,60.3,częściowe,2025-01-28
IK-01-00320,Z16,49.2,częściowe,2024-10-13
IK-01-00320,Z04,39.7,brak,2024-11-20
IK-01-00321,Z07,58.2,brak,2024-12-27
IK-01-00321,Z02,90.3,częściowe,2026-04-08
IK-01-00321,Z08,29.9,brak,2026-03-29
IK-01-00321,Z16,16.2,brak,2025-07-19
IK-01-00321,Z04,44.0,częściowe,2026-06-06
IK-01-00322,Z07,35.1,częściowe,2025-03-22
IK-01-00322,Z02,55.7,brak,2025-11-09
IK-01-00322,Z08,66.4,pełne,2025-04-12
IK-01-00322,Z16,67.8,pełne,2025-05-28
IK-01-00322,Z04,32.8,pełne,2026-04-05
IK-01-00323,Z07,27.4,brak,2025-03-13
IK-01-00323,Z02,84.0,częściowe,2025-12-02
IK-01-00323,Z08,63.7,brak,2025-09-13
IK-01-00323,Z16,46.1,pełne,2025-04-15
IK-01-00323,Z04,28.7,częściowe,2025-11-19
IK-01-00324,Z07,19.5,częściowe,2026-03-09
IK-01-00324,Z02,19.6,częściowe,2025-10-28
IK-01-00324,Z08,66.8,częściowe,2025-03-20
IK-01-00324,Z16,61.6,częściowe,2025-04-24
IK-01-00324,Z04,19.6,brak,2024-11-22
IK-01-00325,Z07,34.6,brak,2026-07-07
IK-01-00325,Z02,20.4,częściowe,2026-03-16
IK-01-00325,Z08,28.0,częściowe,2025-08-21
IK-01-00325,Z16,41.6,pełne,2025-06-12
IK-01-00325,Z04,65.0,częściowe,2024-11-08
IK-01-00326,Z07,52.6,pełne,2026-05-27
IK-01-00326,Z02,47.3,częściowe,2025-10-30
IK-01-00326,Z08,40.8,częściowe,2025-04-05
IK-01-00326,Z16,16.9,częściowe,2024-11-16
IK-01-00326,Z04,26.6,częściowe,2025-11-30
IK-01-00327,Z07,32.0,brak,2026-08-13
IK-01-00327,Z02,95.1,częściowe,2026-03-25
IK-01-00327,Z08,23.1,częściowe,2025-08-09
IK-01-00327,Z16,30.7,częściowe,2025-12-02
IK-01-00327,Z04,21.3,pełne,2026-06-15
IK-01-00328,Z07,58.8,częściowe,2025-11-25
IK-01-00328,Z02,30.1,brak,2026-01-15
IK-01-00328,Z08,66.0,brak,2026-02-28
IK-01-00328,Z16,50.6,pełne,2026-01-05
IK-01-00328,Z04,16.7,częściowe,2026-02-12
IK-01-00329,Z07,69.5,pełne,2025-03-17
IK-01-00329,Z02,51.8,brak,2024-10-26
IK-01-00329,Z08,21.9,pełne,2026-08-10
IK-01-00329,Z16,39.9,brak,2025-04-17
IK-01-00329,Z04,17.6,pełne,2026-05-01
IK-01-00330,Z07,17.3,częściowe,2026-05-27
IK-01-00330,Z02,85.9,częściowe,2025-03-13
IK-01-00330,Z08,68.8,częściowe,2025-04-08
IK-01-00330,Z16,69.1,brak,2024-10-17
IK-01-00330,Z04,17.7,częściowe,2025-02-15
IK-01-00331,Z07,39.9,częściowe,2025-11-28
IK-01-00331,Z02,50.0,częściowe,2026-07-23
IK-01-00331,Z08,23.6,częściowe,2025-02-15
IK-01-00331,Z16,28.9,częściowe,2025-06-01
IK-01-00331,Z04,50.9,brak,2026-07-10
IK-01-00332,Z07,30.9,brak,2025-04-12
IK-01-00332,Z02,77.8,częściowe,2024-10-27
IK-01-00332,Z08,47.1,częściowe,2026-06-20
IK-01-00332,Z16,37.6,brak,2026-01-01
IK-01-00332,Z04,43.4,pełne,2025-02-03
IK-01-00333,Z07,29.0,częściowe,2025-03-04
IK-01-00333,Z02,62.5,częściowe,2025-08-31
IK-01-00333,Z08,28.0,częściowe,2025-02-14
IK-01-00333,Z16,63.0,brak,2026-06-04
IK-01-00333,Z04,62.4,pełne,2025-02-22
IK-01-00334,Z07,30.1,częściowe,2025-01-20
IK-01-00334,Z02,58.8,brak,2026-02-23
IK-01-00334,Z08,49.1,brak,2026-03-02
IK-01-00334,Z16,21.7,brak,2025-11-12
IK-01-00334,Z04,64.9,częściowe,2025-11-11
IK-01-00335,Z07,16.1,częściowe,2026-06-16
IK-01-00335,Z02,50.2,częściowe,2026-05-12
IK-01-00335,Z08,58.7,pełne,2024-10-25
IK-01-00335,Z16,56.9,brak,2025-10-30
IK-01-00335,Z04,68.5,brak,2024-11-20
IK-01-00336,Z07,39.4,pełne,2025-05-06
IK-01-00336,Z02,79.7,brak,2025-12-27
IK-01-00336,Z08,23.0,pełne,2026-06-21
IK-01-00336,Z16,39.1,pełne,2026-05-26
IK-01-00336,Z04,17.5,brak,2026-02-12
IK-01-00337,Z07,35.8,brak,2025-04-09
IK-01-00337,Z02,19.5,częściowe,2025-01-19
IK-01-00337,Z08,64.6,częściowe,2025-04-09
IK-01-00337,Z16,40.2,pełne,2026-05-08
IK-01-00337,Z04,64.0,częściowe,2025-04-05
IK-01-00338,Z07,47.2,pełne,2026-07-04
IK-01-00338,Z02,56.4,pełne,2024-11-19
IK-01-00338,Z08,17.2,brak,2025-07-27
IK-01-00338,Z16,45.0,brak,2025-06-17
IK-01-00338,Z04,37.3,pełne,2026-05-16
IK-01-00339,Z07,27.3,częściowe,2026-01-28
IK-01-00339,Z02,77.2,pełne,2025-03-25
IK-01-00339,Z08,50.3,częściowe,2025-08-10
IK-01-00339,Z16,39.0,brak,2025-02-19
IK-01-00339,Z04,65.4,częściowe,2025-08-24
IK-01-00340,Z07,22.0,częściowe,2026-03-29
IK-01-00340,Z02,23.4,brak,2026-02-23
IK-01-00340,Z08,49.1,brak,2024-12-08
IK-01-00340,Z16,21.4,brak,2025-07-05
IK-01-00340,Z04,31.8,częściowe,2025-12-02
IK-01-00341,Z07,63.2,pełne,2025-10-05
IK-01-00341,Z02,19.7,pełne,2025-12-26
IK-01-00341,Z08,15.6,częściowe,2025-03-05
IK-01-00341,Z16,23.3,częściowe,2025-07-30
IK-01-00341,Z04,69.6,częściowe,2026-07-03
IK-01-00342,Z07,43.6,pełne,2024-12-12
IK-01-00342,Z02,53.5,brak,2025-10-18
IK-01-00342,Z08,16.1,częściowe,2026-04-11
IK-01-00342,Z16,16.5,częściowe,2025-06-29
IK-01-00342,Z04,24.3,brak,2025-08-02
IK-01-00343,Z07,54.3,częściowe,2025-10-05
IK-01-00343,Z02,67.9,częściowe,2025-05-02
IK-01-00343,Z08,57.5,brak,2025-12-08
IK-01-00343,Z16,34.0,częściowe,2025-08-04
IK-01-00343,Z04,67.7,pełne,2025-10-30
IK-01-00344,Z07,26.0,częściowe,2026-04-20
IK-01-00344,Z02,49.7,częściowe,2025-10-07
IK-01-00344,Z08,19.6,częściowe,2024-10-19
IK-01-00344,Z16,69.4,częściowe,2026-07-22
IK-01-00344,Z04,50.1,brak,2025-11-30
IK-01-00345,Z07,52.6,częściowe,2024-12-14
IK-01-00345,Z02,65.5,częściowe,2025-08-09
IK-01-00345,Z08,32.8,częściowe,2025-05-16
IK-01-00345,Z16,44.9,pełne,2025-04-09
IK-01-00345,Z04,57.2,brak,2026-04-03
IK-01-00346,Z07,36.5,częściowe,2025-01-10
IK-01-00346,Z02,91.7,pełne,2024-11-22
IK-01-00346,Z08,30.4,brak,2026-05-26
IK-01-00346,Z16,46.6,częściowe,2026-07-31
IK-01-00346,Z04,62.0,częściowe,2026-04-19
IK-01-00347,Z07,30.5,pełne,2024-10-30
IK-01-00347,Z02,54.8,pełne,2026-01-12
IK-01-00347,Z08,21.4,częściowe,2025-12-08
IK-01-00347,Z16,16.5,brak,2025-05-30
IK-01-00347,Z04,52.9,brak,2025-04-18
IK-01-00348,Z07,57.0,częściowe,2025-11-26
IK-01-00348,Z02,17.8,częściowe,2025-04-11
IK-01-00348,Z08,34.1,częściowe,2024-12-10
IK-01-00348,Z16,36.4,częściowe,2026-01-06
IK-01-00348,Z04,22.1,częściowe,2026-04-30
IK-01-00349,Z07,18.0,brak,2025-07-21
IK-01-00349,Z02,90.2,częściowe,2026-06-13
IK-01-00349,Z08,20.6,brak,2025-05-20
IK-01-00349,Z16,20.0,brak,2026-05-29
IK-01-00349,Z04,41.9,częściowe,2026-04-09
IK-01-00350,Z07,23.0,brak,2026-03-27
IK-01-00350,Z02,86.8,brak,2025-06-08
IK-01-00350,Z08,57.8,pełne,2026-04-26
IK-01-00350,Z16,47.8,pełne,2026-05-26
IK-01-00350,Z04,33.1,brak,2025-03-23
IK-01-00351,Z07,36.6,częściowe,2025-01-15
IK-01-00351,Z02,48.3,brak,2024-10-23
IK-01-00351,Z08,23.3,pełne,2026-04-11
IK-01-00351,Z16,55.9,częściowe,2025-04-23
IK-01-00351,Z04,68.1,częściowe,2025-03-17
IK-01-00352,Z07,47.4,brak,2025-08-16
IK-01-00352,Z02,85.9,częściowe,2025-06-07
IK-01-00352,Z08,60.3,częściowe,2026-07-30
IK-01-00352,Z16,53.2,pełne,2026-02-05
IK-01-00352,Z04,52.4,pełne,2025-05-15
IK-01-00353,Z07,27.0,brak,2025-04-08
IK-01-00353,Z02,44.0,brak,2026-07-26
IK-01-00353,Z08,44.7,częściowe,2026-08-03
IK-01-00353,Z16,52.3,pełne,2025-01-18
IK-01-00353,Z04,33.1,pełne,2026-07-29
IK-01-00354,Z07,44.3,częściowe,2025-09-05
IK-01-00354,Z02,53.5,częściowe,2026-03-25
IK-01-00354,Z08,48.9,brak,2025-03-27
IK-01-00354,Z16,62.0,częściowe,2025-09-27
IK-01-00354,Z04,60.1,brak,2026-01-19
IK-01-00355,Z07,16.9,częściowe,2025-01-15
IK-01-00355,Z02,32.0,brak,2025-01-30
IK-01-00355,Z08,53.2,brak,2025-10-16
IK-01-00355,Z16,35.7,częściowe,2025-04-25
IK-01-00355,Z04,27.6,brak,2025-02-18
IK-01-00356,Z07,31.9,pełne,2025-03-27
IK-01-00356,Z02,32.8,częściowe,2026-03-17
IK-01-00356,Z08,53.0,brak,2025-06-10
IK-01-00356,Z16,15.3,brak,2026-04-23
IK-01-00356,Z04,60.3,brak,2025-09-16
IK-01-00357,Z07,37.2,częściowe,2025-11-14
IK-01-00357,Z02,49.1,częściowe,2025-12-28
IK-01-00357,Z08,25.6,częściowe,2025-02-05
IK-01-00357,Z16,27.8,pełne,2024-11-30
IK-01-00357,Z04,53.2,częściowe,2026-04-03
IK-01-00358,Z07,54.2,częściowe,2025-05-19
IK-01-00358,Z02,61.2,częściowe,2025-04-26
IK-01-00358,Z08,64.7,pełne,2025-09-01
IK-01-00358,Z16,48.6,częściowe,2025-12-26
IK-01-00358,Z04,20.0,pełne,2024-11-04
IK-01-00359,Z07,61.4,brak,2025-07-02
IK-01-00359,Z02,63.8,pełne,2025-06-22
IK-01-00359,Z08,34.3,częściowe,2024-12-28
IK-01-00359,Z16,43.2,brak,2025-06-04
IK-01-00359,Z04,56.8,częściowe,2026-07-10
IK-01-00360,Z07,64.1,częściowe,2025-05-31
IK-01-00360,Z02,86.6,pełne,2025-05-28
IK-01-00360,Z08,45.7,brak,2025-01-20
IK-01-00360,Z16,38.5,brak,2025-12-10
IK-01-00360,Z04,57.5,brak,2025-10-09
IK-01-00361,Z07,66.7,częściowe,2026-07-14
IK-01-00361,Z02,28.7,częściowe,2026-04-08
IK-01-00361,Z08,25.6,brak,2025-08-03
IK-01-00361,Z16,18.4,częściowe,2026-04-18
IK-01-00361,Z04,58.9,pełne,2025-02-07
IK-01-00362,Z07,38.4,częściowe,2026-01-05
IK-01-00362,Z02,62.6,częściowe,2025-09-04
IK-01-00362,Z08,45.0,częściowe,2024-12-06
IK-01-00362,Z16,20.4,pełne,2025-05-09
IK-01-00362,Z04,65.2,brak,2025-10-17
IK-01-00363,Z07,64.6,częściowe,2025-07-25
IK-01-00363,Z02,80.1,częściowe,2026-01-15
IK-01-00363,Z08,59.8,brak,2026-08-10
IK-01-00363,Z16,22.1,pełne,2024-11-22
IK-01-00363,Z04,31.1,częściowe,2025-12-06
IK-01-00364,Z07,35.3,częściowe,2025-08-06
IK-01-00364,Z02,68.9,pełne,2025-05-03
IK-01-00364,Z08,61.1,pełne,2025-11-22
IK-01-00364,Z16,25.9,częściowe,2024-10-12
IK-01-00364,Z04,55.2,brak,2024-10-21
IK-01-00365,Z07,15.8,brak,2025-08-31
IK-01-00365,Z02,86.8,częściowe,2026-04-29
IK-01-00365,Z08,60.9,częściowe,2026-02-03
IK-01-00365,Z16,46.8,pełne,2025-03-06
IK-01-00365,Z04,48.9,pełne,2026-04-19
IK-01-00366,Z07,39.9,brak,2024-11-17
IK-01-00366,Z02,74.4,częściowe,2026-01-12
IK-01-00366,Z08,24.4,częściowe,2026-06-29
IK-01-00366,Z16,67.7,brak,2026-08-11
IK-01-00366,Z04,65.1,częściowe,2025-03-23
IK-01-00367,Z07,33.7,brak,2025-09-28
IK-01-00367,Z02,18.3,częściowe,2026-05-03
IK-01-00367,Z08,39.1,częściowe,2026-01-06
IK-01-00367,Z16,17.3,częściowe,2024-10-29
IK-01-00367,Z04,66.0,częściowe,2025-12-29
IK-01-00368,Z07,18.2,pełne,2026-02-17
IK-01-00368,Z02,24.5,częściowe,2026-03-30
IK-01-00368,Z08,52.4,częściowe,2026-06-19
IK-01-00368,Z16,67.6,brak,2026-07-05
IK-01-00368,Z04,18.9,pełne,2024-10-17
IK-01-00369,Z07,45.1,pełne,2025-07-04
IK-01-00369,Z02,30.4,częściowe,2025-11-01
IK-01-00369,Z08,44.6,częściowe,2025-12-05
IK-01-00369,Z16,28.2,częściowe,2026-03-10
IK-01-00369,Z04,67.5,częściowe,2025-04-03
IK-01-00370,Z07,57.1,częściowe,2025-03-31
IK-01-00370,Z02,82.6,brak,2025-12-18
IK-01-00370,Z08,22.5,brak,2025-12-06
IK-01-00370,Z16,68.5,częściowe,2026-04-27
IK-01-00370,Z04,42.9,częściowe,2025-05-20
IK-01-00371,Z07,49.6,częściowe,2025-03-28
IK-01-00371,Z02,28.8,pełne,2024-10-11
IK-01-00371,Z08,63.3,brak,2025-12-06
IK-01-00371,Z16,15.3,brak,2026-06-18
IK-01-00371,Z04,65.2,częściowe,2024-10-11
IK-01-00372,Z07,52.7,brak,2026-06-27
IK-01-00372,Z02,82.3,pełne,2024-10-27
IK-01-00372,Z08,32.8,częściowe,2024-10-16
IK-01-00372,Z16,20.1,częściowe,2026-03-05
IK-01-00372,Z04,68.0,brak,2026-03-11
IK-01-00373,Z07,66.5,brak,2025-07-29
IK-01-00373,Z02,45.0,pełne,2026-02-06
IK-01-00373,Z08,47.5,częściowe,2024-12-24
IK-01-00373,Z16,49.3,pełne,2024-10-24
IK-01-00373,Z04,61.7,częściowe,2026-01-24
IK-01-00374,Z07,42.1,brak,2026-05-18
IK-01-00374,Z02,73.0,częściowe,2025-12-04
IK-01-00374,Z08,67.0,pełne,2025-11-03
IK-01-00374,Z16,57.9,częściowe,2025-04-04
IK-01-00374,Z04,41.9,pełne,2026-05-22
IK-01-00375,Z07,40.3,częściowe,2026-04-08
IK-01-00375,Z02,32.0,brak,2026-06-04
IK-01-00375,Z08,24.9,brak,2025-06-19
IK-01-00375,Z16,42.8,częściowe,2024-10-17
IK-01-00375,Z04,23.5,brak,2026-08-04
IK-01-00376,Z07,20.0,częściowe,2025-10-09
IK-01-00376,Z02,61.3,brak,2025-01-10
IK-01-00376,Z08,43.6,częściowe,2025-06-14
IK-01-00376,Z16,55.1,częściowe,2025-01-23
IK-01-00376,Z04,37.4,częściowe,2026-01-26
IK-01-00377,Z07,20.0,brak,2025-04-02
IK-01-00377,Z02,16.8,brak,2026-03-13
IK-01-00377,Z08,20.7,częściowe,2026-03-17
IK-01-00377,Z16,27.4,częściowe,2025-06-03
IK-01-00377,Z04,15.4,częściowe,2025-12-19
IK-01-00378,Z07,31.9,brak,2026-04-13
IK-01-00378,Z02,77.3,brak,2025-01-09
IK-01-00378,Z08,16.3,brak,2024-10-26
IK-01-00378,Z16,46.1,brak,2024-11-28
IK-01-00378,Z04,69.0,brak,2025-03-07
IK-01-00379,Z07,34.7,pełne,2025-02-11
IK-01-00379,Z02,38.3,częściowe,2026-01-29
IK-01-00379,Z08,49.5,częściowe,2024-11-27
IK-01-00379,Z16,33.1,częściowe,2025-10-28
IK-01-00379,Z04,65.2,brak,2026-05-07
