gmina_code,powiat_code,voivodeship_code,gmina_name,gmina_type,population,lat,lon
0813003,0813,08,gmina lubuskie-południowy-13-03,wiejska,17130,52.11212,15.61655
0813004,0813,08,gmina lubuskie-południowy-13-04,miejsko-wiejska,12232,52.07885,15.76904
0813005,0813,08,gmina lubuskie-południowy-13-05,miejsko-wiejska,7673,52.0289,15.4754
0813006,0813,08,gmina lubuskie-południowy-13-06,wiejska,19874,52.13459,15.96887
0813007,0813,08,gmina lubuskie-południowy-13-07,wiejska,5893,52.19278,16.11181
0814001,0814,08,gmina lubuskie-wschodni-14-01,wiejska,4206,52.44956,15.86511
0814002,0814,08,gmina lubuskie-wschodni-14-02,wiejska,4853,52.69359,15.50934
0814003,0814,08,gmina lubuskie-wschodni-14-03,miejsko-wiejska,9568,52.57271,15.58647
0814004,0814,08,gmina lubuskie-wschodni-14-04,miejska,35556,52.5652,15.48764
0814005,0814,08,gmina lubuskie-wschodni-14-05,miejsko-wiejska,6533,52.51053,15.54037
0814006,0814,08,gmina lubuskie-wschodni-14-06,miejsko-wiejska,8722,52.64434,15.5691
0814007,0814,08,gmina lubuskie-wschodni-14-07,miejska,26573,52.61103,15.75196
1001001,1001,10,gmina łódzkie-południowy-01-01,miejska,65532,51.58348,20.20065
1001002,1001,10,gmina łódzkie-południowy-01-02,wiejska,6984,51.69136,20.40596
1001003,1001,10,gmina łódzkie-południowy-01-03,miejsko-wiejska,11107,51.41331,20.19472
1001004,1001,10,gmina łódzkie-południowy-01-04,wiejska,17402,51.61504,20.29763
1001005,1001,10,gmina łódzkie-południowy-01-05,wiejska,5282,51.45073,20.13528
1001006,1001,10,gmina łódzkie-południowy-01-06,wiejska,2727,51.61268,20.35296
1001007,1001,10,gmina łódzkie-południowy-01-07,miejska,8233,51.47752,19.91237
1002001,1002,10,gmina łódzkie-wschodni-02-01,wiejska,7791,51.91539,20.61051
1002002,1002,10,gmina łódzkie-wschodni-02-02,wiejska,14642,52.02732,20.37234
1002003,1002,10,gmina łódzkie-wschodni-02-03,wiejska,10340,51.85087,20.50754
1002004,1002,10,gmina łódzkie-wschodni-02-04,wiejska,4066,52.07153,20.57004
1002005,1002,10,gmina łódzkie-wschodni-02-05,wiejska,9234,51.94002,20.42073
1002006,1002,10,gmina łódzkie-wschodni-02-06,wiejska,1800,52.00222,20.32313
1002007,1002,10,gmina łódzkie-wschodni-02-07,miejsko-wiejska,7852,52.05478,20.33046
1003001,1003,10,gmina łódzkie-zachodni-03-01,miejska,13267,51.85125,18.83938
1003002,1003,10,gmina łódzkie-zachodni-03-02,wiejska,8701,51.89068,19.02402
1003003,1003,10,gmina łódzkie-zachodni-03-03,wiejska,4132,51.89247,19.07163
1003004,1003,10,gmina łódzkie-zachodni-03-04,wiejska,2764,51.89298,18.71532
1003005,1003,10,gmina łódzkie-zachodni-03-05,miejsko-wiejska,6439,51.75201,18.79433
1003006,1003,10,gmina łódzkie-zachodni-03-06,miejska,84252,51.70525,18.60431
1003007,1003,10,gmina łódzkie-zachodni-03-07,wiejska,3614,52.09419,18.7387
1004001,1004,10,gmina łódzkie-centralny-04-01,miejska,26478,51.22774,20.22857
1004002,1004,10,gmina łódzkie-centralny-04-02,miejska,23253,51.59967,20.6725
1004003,1004,10,gmina łódzkie-centralny-04-03,wiejska,4775,51.36428,20.25002
1004004,1004,10,gmina łódzkie-centralny-04-04,miejsko-wiejska,2693,51.41264,20.62843
1004005,1004,10,gmina łódzkie-centralny-04-05,wiejska,15499,51.21902,20.37632
1004006,1004,10,gmina łódzkie-centralny-04-06,miejska,42824,51.33099,20.33322
1004007,1004,10,gmina łódzkie-centralny-04-07,wiejska,2969,51.2949,20.61302
1005001,1005,10,gmina łódzkie-miejski-05-01,wiejska,3856,52.53803,19.46425
1005002,1005,10,gmina łódzkie-miejski-05-02,wiejska,12901,52.56835,19.26931
1005003,1005,10,gmina łódzkie-miejski-05-03,miejsko-wiejska,2973,52.38563,19.57019
1005004,1005,10,gmina łódzkie-miejski-05-04,wiejska,5790,52.36476,19.0552
1005005,1005,10,gmina łódzkie-miejski-05-05,wiejska,24019,52.56233,19.54754
1005006,1005,10,gmina łódzkie-miejski-05-06,wiejska,14764,52.52996,19.35484
1005007,1005,10,gmina łódzkie-miejski-05-07,wiejska,7320,52.39941,19.90186
1006001,1006,10,gmina łódzkie-północny-06-01,wiejska,11437,51.5941,20.39223
1006002,1006,10,gmina łódzkie-północny-06-02,miejsko-wiejska,4329,51.84998,20.17819
1006003,1006,10,gmina łódzkie-północny-06-03,wiejska,11055,51.79297,20.3769
1006004,1006,10,gmina łódzkie-północny-06-04,wiejska,8591,51.65579,20.29307
1006005,1006,10,gmina łódzkie-północny-06-05,wiejska,5667,51.59596,20.58491
1006006,1006,10,gmina łódzkie-północny-06-06,wiejska,7575,51.55224,20.20569
1006007,1006,10,gmina łódzkie-północny-06-07,miejsko-wiejska,16030,51.74222,20.41025
1007001,1007,10,gmina łódzkie-południowy-07-01,miejsko-wiejska,6907,51.45386,18.88562
1007002,1007,10,gmina łódzkie-południowy-07-02,wiejska,6898,51.50539,19.17401
1007003,1007,10,gmina łódzkie-południowy-07-03,miejska,14635,51.2681,19.02855
1007004,1007,10,gmina łódzkie-południowy-07-04,miejska,78448,51.1303,19.06078
1007005,1007,10,gmina łódzkie-południowy-07-05,miejska,11462,51.29686,18.93866
1007006,1007,10,gmina łódzkie-południowy-07-06,miejska,20728,51.30993,19.00927
1007007,1007,10,gmina łódzkie-południowy-07-07,wiejska,5814,51.1892,19.15608
1008001,1008,10,gmina łódzkie-wschodni-08-01,wiejska,12923,52.15407,18.99023
1008002,1008,10,gmina łódzkie-wschodni-08-02,miejsko-wiejska,9752,52.13234,19.08704
1008003,1008,10,gmina łódzkie-wschodni-08-03,miejsko-wiejska,8149,52.02935,19.63298
1008004,1008,10,gmina łódzkie-wschodni-08-04,wiejska,26720,51.82809,19.75682
1008005,1008,10,gmina łódzkie-wschodni-08-05,wiejska,4594,52.17195,19.46736
1008006,1008,10,gmina łódzkie-wschodni-08-06,wiejska,4370,52.10858,19.26254
1008007,1008,10,gmina łódzkie-wschodni-08-07,wiejska,11426,52.07445,19.51027
1009001,1009,10,gmina łódzkie-zachodni-09-01,wiejska,8490,51.77623,19.61836
1009002,1009,10,gmina łódzkie-zachodni-09-02,wiejska,11612,51.89319,19.28384
1009003,1009,10,gmina łódzkie-zachodni-09-03,wiejska,4238,51.72425,19.29215
1009004,1009,10,gmina łódzkie-zachodni-09-04,wiejska,13193,51.92493,19.38064
1009005,1009,10,gmina łódzkie-zachodni-09-05,wiejska,19676,51.97595,19.45636
1009006,1009,10,gmina łódzkie-zachodni-09-06,miejsko-wiejska,4867,52.00285,19.39852
1009007,1009,10,gmina łódzkie-zachodni-09-07,wiejska,8762,51.7539,19.24105
1010001,1010,10,gmina łódzkie-centralny-10-01,wiejska,3259,52.01055,20.12527
1010002,1010,10,gmina łódzkie-centralny-10-02,wiejska,54009,51.78709,20.03522
1010003,1010,10,gmina łódzkie-centralny-10-03,wiejska,11117,52.12709,20.28639
1010004,1010,10,gmina łódzkie-centralny-10-04,miejska,38360,51.68862,20.14539
1010005,1010,10,gmina łódzkie-centralny-10-05,miejska,13826,51.68192,20.29635
1010006,1010,10,gmina łódzkie-centralny-10-06,miejsko-wiejska,2017,51.75639,20.17205
1010007,1010,10,gmina łódzkie-centralny-10-07,wiejska,4839,51.97981,20.33218
1011001,1011,10,gmina łódzkie-miejski-11-01,wiejska,14103,51.93223,20.07092
1011002,1011,10,gmina łódzkie-miejski-11-02,miejsko-wiejska,8093,51.87387,19.95136
1011003,1011,10,gmina łódzkie-miejski-11-03,miejska,29372,51.78278,19.79101
1011004,1011,10,gmina łódzkie-miejski-11-04,wiejska,4881,51.88923,19.83631
1011005,1011,10,gmina łódzkie-miejski-11-05,wiejska,5371,51.74833,19.62419
1011006,1011,10,gmina łódzkie-miejski-11-06,wiejska,14866,51.84464,19.69024
1011007,1011,10,gmina łódzkie-miejski-11-07,wiejska,13377,51.76156,19.58693
1012001,1012,10,gmina łódzkie-północny-12-01,wiejska,15262,50.95111,19.39551
1012002,1012,10,gmina łódzkie-północny-12-02,miejska,27598,51.16947,19.47701
1012003,1012,10,gmina łódzkie-północny-12-03,miejska,12791,51.09163,19.38105
1012004,1012,10,gmina łódzkie-północny-12-04,miejsko-wiejska,26121,51.02078,19.04854
1012005,1012,10,gmina łódzkie-północny-12-05,miejsko-wiejska,10112,51.27373,19.77262
1012006,1012,10,gmina łódzkie-północny-12-06,miejsko-wiejska,25214,50.88836,19.64651
1012007,1012,10,gmina łódzkie-północny-12-07,miejska,17194,51.05009,19.23134
1013001,1013,10,gmina łódzkie-południowy-13-01,wiejska,5434,51.39166,19.00038
1013002,1013,10,gmina łódzkie-południowy-13-02,wiejska,13312,51.51556,18.57307
1013003,1013,10,gmina łódzkie-południowy-13-03,wiejska,6679,51.38257,18.99489
1013004,1013,10,gmina łódzkie-południowy-13-04,wiejska,16822,51.6169,18.68616
1013005,1013,10,gmina łódzkie-południowy-13-05,wiejska,1800,51.24986,19.09976
1013006,1013,10,gmina łódzkie-południowy-13-06,wiejska,6318,51.38198,19.14176
1013007,1013,10,gmina łódzkie-południowy-13-07,miejsko-wiejska,17754,51.48275,18.7739
1014001,1014,10,gmina łódzkie-wschodni-14-01,miejska,24787,51.49583,19.62024
1014002,1014,10,gmina łódzkie-wschodni-14-02,wiejska,10529,51.56068,19.53839
1014003,1014,10,gmina łódzkie-wschodni-14-03,wiejska,3923,51.56443,19.26026
1014004,1014,10,gmina łódzkie-wschodni-14-04,wiejska,1800,51.18964,19.12279
1014005,1014,10,gmina łódzkie-wschodni-14-05,wiejska,11263,51.48109,19.35126
1014006,1014,10,gmina łódzkie-wschodni-14-06,miejsko-wiejska,27162,51.30132,19.31102
1014007,1014,10,gmina łódzkie-wschodni-14-07,wiejska,9786,51.37058,19.32161
1015001,1015,10,gmina łódzkie-zachodni-15-01,wiejska,3004,52.33133,18.64097
1015002,1015,10,gmina łódzkie-zachodni-15-02,wiejska,28551,52.14382,18.96581
1015003,1015,10,gmina łódzkie-zachodni-15-03,miejska,26028,52.14404,18.65951
1015004,1015,10,gmina łódzkie-zachodni-15-04,miejsko-wiejska,8724,52.18938,18.62147
1015005,1015,10,gmina łódzkie-zachodni-15-05,miejsko-wiejska,7498,52.06873,19.20742
1015006,1015,10,gmina łódzkie-zachodni-15-06,wiejska,7664,52.34892,18.73331
1015007,1015,10,gmina łódzkie-zachodni-15-07,wiejska,9516,51.97626,18.68554
1016001,1016,10,gmina łódzkie-centralny-16-01,miejsko-wiejska,9232,52.01782,19.27589
1016002,1016,10,gmina łódzkie-centralny-16-02,wiejska,19108,51.89493,19.54292
1016003,1016,10,gmina łódzkie-centralny-16-03,miejsko-wiejska,7811,52.12237,19.14148
1016004,1016,10,gmina łódzkie-centralny-16-04,wiejska,5038,51.65433,19.6766
1016005,1016,10,gmina łódzkie-centralny-16-05,wiejska,13467,51.7682,19.47102
1016006,1016,10,gmina łódzkie-centralny-16-06,wiejska,12411,52.06724,18.93962
1016007,1016,10,gmina łódzkie-centralny-16-07,wiejska,6873,51.75151,18.85871
1017001,1017,10,gmina łódzkie-miejski-17-01,miejsko-wiejska,15637,51.64033,20.19205
1017002,1017,10,gmina łódzkie-miejski-17-02,miejsko-wiejska,34998,51.62956,19.9715
1017003,1017,10,gmina łódzkie-miejski-17-03,wiejska,8721,51.80382,19.94384
1017004,1017,10,gmina łódzkie-miejski-17-04,miejsko-wiejska,5479,51.81291,20.12346
1017005,1017,10,gmina łódzkie-miejski-17-05,wiejska,2280,51.51618,20.33675
1017006,1017,10,gmina łódzkie-miejski-17-06,wiejska,10396,51.57639,20.01914
1017007,1017,10,gmina łódzkie-miejski-17-07,wiejska,8169,51.77113,19.79345
1018001,1018,10,gmina łódzkie-północny-18-01,wiejska,4810,52.03996,20.2166
1018002,1018,10,gmina łódzkie-północny-18-02,miejsko-wiejska,11551,51.84464,20.30342
1018003,1018,10,gmina łódzkie-północny-18-03,miejsko-wiejska,15943,52.06777,20.262
1018004,1018,10,gmina łódzkie-północny-18-04,miejsko-wiejska,7635,51.89595,20.22189
1018005,1018,10,gmina łódzkie-północny-18-05,wiejska,17694,51.98901,20.06651
1018006,1018,10,gmina łódzkie-północny-18-06,wiejska,5971,52.03059,20.1646
1018007,1018,10,gmina łódzkie-północny-18-07,wiejska,10947,52.07245,20.40448
1019001,1019,10,gmina łódzkie-południowy-19-01,miejsko-wiejska,19586,51.87075,18.93972
1019002,1019,10,gmina łódzkie-południowy-19-02,wiejska,4627,51.73144,19.03151
1019003,1019,10,gmina łódzkie-południowy-19-03,wiejska,4000,51.68387,19.02707
1019004,1019,10,gmina łódzkie-południowy-19-04,miejsko-wiejska,5342,51.70024,19.34114
1019005,1019,10,gmina łódzkie-południowy-19-05,wiejska,9168,52.06263,19.14963
1019006,1019,10,gmina łódzkie-południowy-19-06,miejska,22475,51.74183,19.16596
1019007,1019,10,gmina łódzkie-południowy-19-07,wiejska,10613,52.01126,18.95662
1020001,1020,10,gmina łódzkie-wschodni-20-01,wiejska,13802,51.74194,19.33486
1020002,1020,10,gmina łódzkie-wschodni-20-02,miejsko-wiejska,13066,51.87972,19.47051
1020003,1020,10,gmina łódzkie-wschodni-20-03,miejska,26754,51.49063,19.3942
1020004,1020,10,gmina łódzkie-wschodni-20-04,wiejska,15518,51.6543,19.4227
1020005,1020,10,gmina łódzkie-wschodni-20-05,wiejska,9341,51.64702,19.54391
1020006,1020,10,gmina łódzkie-wschodni-20-06,miejska,42547,51.5639,19.46135
1020007,1020,10,gmina łódzkie-wschodni-20-07,wiejska,8915,51.84095,19.86862
1021001,1021,10,gmina łódzkie-zachodni-21-01,wiejska,5365,51.98896,18.7546
1021002,1021,10,gmina łódzkie-zachodni-21-02,wiejska,25140,51.71971,19.156
1021003,1021,10,gmina łódzkie-zachodni-21-03,miejska,17907,52.12882,19.01594
1021004,1021,10,gmina łódzkie-zachodni-21-04,wiejska,4315,51.79921,19.05201
1021005,1021,10,gmina łódzkie-zachodni-21-05,wiejska,15562,51.85791,18.91208
1021006,1021,10,gmina łódzkie-zachodni-21-06,wiejska,12967,51.88423,18.65782
1021007,1021,10,gmina łódzkie-zachodni-21-07,wiejska,4894,51.89767,19.13453
1022001,1022,10,gmina łódzkie-centralny-22-01,miejsko-wiejska,22068,51.93573,19.68012
1022002,1022,10,gmina łódzkie-centralny-22-02,wiejska,12890,51.74771,19.59642
1022003,1022,10,gmina łódzkie-centralny-22-03,wiejska,4861,51.67205,19.6889
1022004,1022,10,gmina łódzkie-centralny-22-04,miejsko-wiejska,9090,51.92378,19.72929
1022005,1022,10,gmina łódzkie-centralny-22-05,wiejska,9418,51.90675,19.61742
1022006,1022,10,gmina łódzkie-centralny-22-06,miejsko-wiejska,10467,51.73999,19.69577
1022007,1022,10,gmina łódzkie-centralny-22-07,wiejska,12263,51.74733,19.63538
1023001,1023,10,gmina łódzkie-miejski-23-01,wiejska,5504,52.68819,20.31852
1023002,1023,10,gmina łódzkie-miejski-23-02,wiejska,17761,52.89518,20.63437
1023003,1023,10,gmina łódzkie-miejski-23-03,wiejska,27522,52.73204,21.10829
1023004,1023,10,gmina łódzkie-miejski-23-04,miejsko-wiejska,7036,52.78982,20.45668
1023005,1023,10,gmina łódzkie-miejski-23-05,wiejska,10207,52.86527,20.51062
1023006,1023,10,gmina łódzkie-miejski-23-06,miejsko-wiejska,24381,52.78773,20.58365
1023007,1023,10,gmina łódzkie-miejski-23-07,wiejska,4612,52.81104,20.50679
1024001,1024,10,gmina łódzkie-północny-24-01,wiejska,5557,51.37483,19.84958
1024002,1024,10,gmina łódzkie-północny-24-02,wiejska,6881,51.28636,19.20928
1024003,1024,10,gmina łódzkie-północny-24-03,miejsko-wiejska,7848,51.54684,19.44735
1024004,1024,10,gmina łódzkie-północny-24-04,miejsko-wiejska,12326,51.39194,19.40662
1024005,1024,10,gmina łódzkie-północny-24-05,wiejska,4707,51.39522,19.16758
1024006,1024,10,gmina łódzkie-północny-24-06,wiejska,3878,51.61412,19.47278
1024007,1024,10,gmina łódzkie-północny-24-07,wiejska,14846,51.48088,19.48953
1201001,1201,12,gmina małopolskie-południowy-01-01,miejska,9027,49.65609,19.60876
1201002,1201,12,gmina małopolskie-południowy-01-02,wiejska,11953,49.59329,19.38757
1201003,1201,12,gmina małopolskie-południowy-01-03,miejsko-wiejska,3200,49.45132,19.68244
1201004,1201,12,gmina małopolskie-południowy-01-04,wiejska,12429,49.36606,19.3887
1201005,1201,12,gmina małopolskie-południowy-01-05,wiejska,5174,49.49744,19.31632
1201006,1201,12,gmina małopolskie-południowy-01-06,wiejska,3355,49.43705,19.5915
1201007,1201,12,gmina małopolskie-południowy-01-07,miejsko-wiejska,3897,49.52884,19.77624
1202001,1202,12,gmina małopolskie-wschodni-02-01,miejsko-wiejska,3615,50.19309,20.75792
1202002,1202,12,gmina małopolskie-wschodni-02-02,wiejska,6252,50.14535,20.78428
1202003,1202,12,gmina małopolskie-wschodni-02-03,wiejska,6701,50.36351,20.64472
1202004,1202,12,gmina małopolskie-wschodni-02-04,miejsko-wiejska,6551,50.28229,20.62411
1202005,1202,12,gmina małopolskie-wschodni-02-05,wiejska,15259,50.14865,20.57105
1202006,1202,12,gmina małopolskie-wschodni-02-06,miejska,25896,50.31147,20.36844
1202007,1202,12,gmina małopolskie-wschodni-02-07,wiejska,15222,50.28055,20.313
1203001,1203,12,gmina małopolskie-zachodni-03-01,wiejska,17139,50.11338,19.73057
1203002,1203,12,gmina małopolskie-zachodni-03-02,wiejska,19628,49.83405,19.22453
1203003,1203,12,gmina małopolskie-zachodni-03-03,miejsko-wiejska,2582,49.85611,19.42774
1203004,1203,12,gmina małopolskie-zachodni-03-04,wiejska,4596,49.81479,19.65718
1203005,1203,12,gmina małopolskie-zachodni-03-05,wiejska,3292,49.7646,19.8271
1203006,1203,12,gmina małopolskie-zachodni-03-06,wiejska,4160,49.93602,19.44812
1203007,1203,12,gmina małopolskie-zachodni-03-07,wiejska,11366,49.9656,19.68106
1204001,1204,12,gmina małopolskie-centralny-04-01,miejska,47272,49.13432,20.02213
1204002,1204,12,gmina małopolskie-centralny-04-02,wiejska,4775,49.31777,19.8596
1204003,1204,12,gmina małopolskie-centralny-04-03,wiejska,10946,49.32783,19.65021
1204004,1204,12,gmina małopolskie-centralny-04-04,wiejska,3508,49.39744,19.84584
1204005,1204,12,gmina małopolskie-centralny-04-05,wiejska,16524,49.27821,19.54355
1204006,1204,12,gmina małopolskie-centralny-04-06,wiejska,14750,49.23588,19.87551
1204007,1204,12,gmina małopolskie-centralny-04-07,wiejska,5423,49.49779,19.64398
1205001,1205,12,gmina małopolskie-miejski-05-01,wiejska,6573,49.71025,19.4013
1205002,1205,12,gmina małopolskie-miejski-05-02,wiejska,9945,49.90583,19.51562
1205003,1205,12,gmina małopolskie-miejski-05-03,miejsko-wiejska,10352,49.33885,19.60141
1205004,1205,12,gmina małopolskie-miejski-05-04,wiejska,6673,49.58988,19.81429
1205005,1205,12,gmina małopolskie-miejski-05-05,miejska,21976,49.67321,19.53714
1205006,1205,12,gmina małopolskie-miejski-05-06,wiejska,2469,49.54912,19.79142
1205007,1205,12,gmina małopolskie-miejski-05-07,wiejska,2190,49.59666,19.53286
1206001,1206,12,gmina małopolskie-północny-06-01,miejsko-wiejska,23885,49.86671,19.7423
1206002,1206,12,gmina małopolskie-północny-06-02,wiejska,18193,49.67052,20.03989
1206003,1206,12,gmina małopolskie-północny-06-03,wiejska,3489,49.90631,19.77099
1206004,1206,12,gmina małopolskie-północny-06-04,wiejska,4282,49.73856,19.90086
1206005,1206,12,gmina małopolskie-północny-06-05,wiejska,5962,49.8388,19.73739
1206006,1206,12,gmina małopolskie-północny-06-06,wiejska,11904,49.82428,19.83658
1206007,1206,12,gmina małopolskie-północny-06-07,miejsko-wiejska,6163,49.78649,19.95271
1207001,1207,12,gmina małopolskie-południowy-07-01,miejsko-wiejska,29094,49.55418,19.27857
1207002,1207,12,gmina małopolskie-południowy-07-02,wiejska,54988,49.49913,19.18521
1207003,1207,12,gmina małopolskie-południowy-07-03,wiejska,12537,49.30089,19.00879
1207004,1207,12,gmina małopolskie-południowy-07-04,wiejska,5920,49.51625,19.06004
1207005,1207,12,gmina małopolskie-południowy-07-05,miejska,29310,49.57343,19.25713
1207006,1207,12,gmina małopolskie-południowy-07-06,miejska,24336,49.34496,19.30883
1207007,1207,12,gmina małopolskie-południowy-07-07,wiejska,13092,49.22325,19.03363
1208001,1208,12,gmina małopolskie-wschodni-08-01,wiejska,8978,51.01036,19.36484
1208002,1208,12,gmina małopolskie-wschodni-08-02,wiejska,9662,50.98519,19.20411
1208003,1208,12,gmina małopolskie-wschodni-08-03,wiejska,5335,50.87515,19.19553
1208004,1208,12,gmina małopolskie-wschodni-08-04,miejsko-wiejska,7930,50.66399,19.1164
1208005,1208,12,gmina małopolskie-wschodni-08-05,miejska,27857,50.87253,19.14502
1208006,1208,12,gmina małopolskie-wschodni-08-06,wiejska,10965,50.76885,18.88259
1208007,1208,12,gmina małopolskie-wschodni-08-07,wiejska,6529,51.00844,19.51256
1209001,1209,12,gmina małopolskie-zachodni-09-01,wiejska,13159,49.49235,20.86615
1209002,1209,12,gmina małopolskie-zachodni-09-02,wiejska,9500,49.70631,21.01277
1209003,1209,12,gmina małopolskie-zachodni-09-03,wiejska,4589,49.69166,20.99016
1209004,1209,12,gmina małopolskie-zachodni-09-04,miejska,44887,49.57848,20.84472
1209005,1209,12,gmina małopolskie-zachodni-09-05,wiejska,1800,49.60243,20.81066
1209006,1209,12,gmina małopolskie-zachodni-09-06,miejsko-wiejska,4306,49.70475,20.89967
1209007,1209,12,gmina małopolskie-zachodni-09-07,miejsko-wiejska,1996,49.71124,20.73392
1210001,1210,12,gmina małopolskie-centralny-10-01,miejska,36356,51.03729,19.26134
1210002,1210,12,gmina małopolskie-centralny-10-02,wiejska,6798,51.24333,19.27933
1210003,1210,12,gmina małopolskie-centralny-10-03,wiejska,6917,51.00421,18.97497
1210004,1210,12,gmina małopolskie-centralny-10-04,wiejska,5641,51.20285,19.14007
1210005,1210,12,gmina małopolskie-centralny-10-05,miejska,39641,51.16763,19.07229
1210006,1210,12,gmina małopolskie-centralny-10-06,miejska,22642,51.23329,19.31737
1210007,1210,12,gmina małopolskie-centralny-10-07,wiejska,25967,51.11697,19.24168
1211001,1211,12,gmina małopolskie-miejski-11-01,wiejska,10553,49.95703,19.99274
1211002,1211,12,gmina małopolskie-miejski-11-02,miejsko-wiejska,3100,49.89366,19.88386
1211003,1211,12,gmina małopolskie-miejski-11-03,wiejska,2778,49.85663,19.88891
1211004,1211,12,gmina małopolskie-miejski-11-04,miejska,38636,50.03821,19.91612
1211005,1211,12,gmina małopolskie-miejski-11-05,wiejska,6895,49.7185,19.99394
1211006,1211,12,gmina małopolskie-miejski-11-06,miejsko-wiejska,10377,50.06731,19.95238
1211007,1211,12,gmina małopolskie-miejski-11-07,miejsko-wiejska,15555,49.76303,19.85081
1212001,1212,12,gmina małopolskie-północny-12-01,miejska,41772,50.97416,19.45098
1212002,1212,12,gmina małopolskie-północny-12-02,wiejska,7902,50.47154,18.97297
1212003,1212,12,gmina małopolskie-północny-12-03,wiejska,8780,50.71036,19.14712
1212004,1212,12,gmina małopolskie-północny-12-04,wiejska,8439,50.77188,19.53667
1212005,1212,12,gmina małopolskie-północny-12-05,miejska,29280,50.9166,19.35875
1212006,1212,12,gmina małopolskie-północny-12-06,wiejska,7543,50.89527,19.17133
1212007,1212,12,gmina małopolskie-północny-12-07,miejsko-wiejska,46395,50.80569,19.42959
1213001,1213,12,gmina małopolskie-południowy-13-01,wiejska,11221,50.25082,20.47812
1213002,1213,12,gmina małopolskie-południowy-13-02,wiejska,2995,50.18924,20.26277
1213003,1213,12,gmina małopolskie-południowy-13-03,miejsko-wiejska,8659,49.84049,20.42752
1213004,1213,12,gmina małopolskie-południowy-13-04,miejsko-wiejska,5410,50.01981,20.27356
1213005,1213,12,gmina małopolskie-południowy-13-05,wiejska,26729,50.26448,20.33638
1213006,1213,12,gmina małopolskie-południowy-13-06,miejsko-wiejska,8430,49.95824,20.53768
1213007,1213,12,gmina małopolskie-południowy-13-07,miejsko-wiejska,6608,49.95202,20.51347
1214001,1214,12,gmina małopolskie-wschodni-14-01,wiejska,5803,50.2603,19.39266
1214002,1214,12,gmina małopolskie-wschodni-14-02,miejsko-wiejska,12538,50.51752,19.83014
1214003,1214,12,gmina małopolskie-wschodni-14-03,wiejska,20056,50.15522,19.73801
1214004,1214,12,gmina małopolskie-wschodni-14-04,wiejska,4515,50.2356,19.83983
1214005,1214,12,gmina małopolskie-wschodni-14-05,wiejska,8631,50.08157,19.44325
1214006,1214,12,gmina małopolskie-wschodni-14-06,miejsko-wiejska,3441,50.3291,20.08525
1214007,1214,12,gmina małopolskie-wschodni-14-07,wiejska,18858,50.01873,19.96311
1215001,1215,12,gmina małopolskie-zachodni-15-01,wiejska,14480,49.84826,19.0862
1215002,1215,12,gmina małopolskie-zachodni-15-02,miejsko-wiejska,15982,50.12071,18.89508
1215003,1215,12,gmina małopolskie-zachodni-15-03,wiejska,11833,49.77127,19.10147
1215004,1215,12,gmina małopolskie-zachodni-15-04,wiejska,16408,50.05154,19.04901
1215005,1215,12,gmina małopolskie-zachodni-15-05,wiejska,14064,50.17587,19.39272
1215006,1215,12,gmina małopolskie-zachodni-15-06,miejska,46262,50.18973,19.28306
1215007,1215,12,gmina małopolskie-zachodni-15-07,wiejska,9553,50.06079,19.09873
1216001,1216,12,gmina małopolskie-centralny-16-01,wiejska,3821,49.8853,19.69991
1216002,1216,12,gmina małopolskie-centralny-16-02,wiejska,9411,50.1968,19.74555
1216003,1216,12,gmina małopolskie-centralny-16-03,miejsko-wiejska,15095,50.1498,19.70952
1216004,1216,12,gmina małopolskie-centralny-16-04,wiejska,11715,49.97783,20.0047
1216005,1216,12,gmina małopolskie-centralny-16-05,wiejska,12018,49.85473,19.78418
1216006,1216,12,gmina małopolskie-centralny-16-06,miejsko-wiejska,22512,49.98593,19.83856
1216007,1216,12,gmina małopolskie-centralny-16-07,wiejska,11366,49.87473,19.85052
1217001,1217,12,gmina małopolskie-miejski-17-01,wiejska,3414,50.10689,19.79896
1217002,1217,12,gmina małopolskie-miejski-17-02,wiejska,10109,50.14864,19.6794
1217003,1217,12,gmina małopolskie-miejski-17-03,wiejska,7806,50.18986,19.71937
1217004,1217,12,gmina małopolskie-miejski-17-04,wiejska,5161,50.19346,19.53524
1217005,1217,12,gmina małopolskie-miejski-17-05,wiejska,3031,50.06856,19.89253
1217006,1217,12,gmina małopolskie-miejski-17-06,wiejska,10285,50.01615,19.3019
1217007,1217,12,gmina małopolskie-miejski-17-07,wiejska,7558,50.39117,19.55909
1218001,1218,12,gmina małopolskie-północny-18-01,wiejska,18221,50.32493,20.54653
1218002,1218,12,gmina małopolskie-północny-18-02,miejsko-wiejska,3539,50.40106,20.39335
1218003,1218,12,gmina małopolskie-północny-18-03,wiejska,13837,50.17334,20.49063
1218004,1218,12,gmina małopolskie-północny-18-04,wiejska,10079,50.25916,20.53385
1218005,1218,12,gmina małopolskie-północny-18-05,wiejska,6869,50.1948,20.76203
1218006,1218,12,gmina małopolskie-północny-18-06,miejska,51552,50.18027,20.56499
1218007,1218,12,gmina małopolskie-północny-18-07,miejsko-wiejska,5112,50.12517,20.65341
1219001,1219,12,gmina małopolskie-południowy-19-01,wiejska,2817,50.27955,20.04545
1219002,1219,12,gmina małopolskie-południowy-19-02,miejska,23596,50.21233,20.2039
1219003,1219,12,gmina małopolskie-południowy-19-03,miejska,16117,50.25236,20.11501
