node_id,operator_name,contact_point_registered,protection_plan_status,protection_plan_age_days,data_sharing_agreement,responsiveness_score,last_contact_test
IK-01-00356,Paliwa Krajowe S.A. (fikc.),1,zatwierdzony,488,1,55.5,2026-04-04
IK-01-00357,OSD Zachód (fikc.),1,zatwierdzony,126,1,87.7,2025-05-05
IK-01-00359,OSD Południe (fikc.),1,w aktualizacji,1109,1,49.8,2026-04-21
IK-01-00360,Paliwa Krajowe S.A. (fikc.),1,zatwierdzony,636,0,40.9,2026-08-01
IK-01-00361,Operator Przesyłowy S.A. (fikc.),1,w aktualizacji,1362,0,27.9,2026-07-29
IK-01-00363,Paliwa Krajowe S.A. (fikc.),1,zatwierdzony,88,1,100,2025-11-11
IK-01-00365,Operator Przesyłowy S.A. (fikc.),0,zatwierdzony,1104,1,56.2,2025-11-05
IK-01-00366,OSD Zachód (fikc.),1,zatwierdzony,845,1,48.2,2026-02-05
IK-01-00367,OSD Południe (fikc.),1,zatwierdzony,50,1,13.3,2025-07-27
IK-01-00368,Paliwa Krajowe S.A. (fikc.),0,zatwierdzony,563,0,27.2,2025-12-23
IK-01-00369,Operator Przesyłowy S.A. (fikc.),1,zatwierdzony,251,1,48.8,2026-01-26
IK-01-00370,Operator Przesyłowy S.A. (fikc.),1,brak,1449,0,38.7,2025-09-18
IK-01-00373,OSD Południe (fikc.),1,zatwierdzony,1191,1,52.3,2025-12-20
IK-01-00374,Operator Przesyłowy S.A. (fikc.),1,brak,1362,1,91.4,2026-03-12
IK-01-00375,OSD Zachód (fikc.),0,brak,156,0,41.9,2026-05-10
IK-01-00377,OSD Południe (fikc.),1,w aktualizacji,1025,0,45.5,2026-05-30
IK-01-00378,OSD Zachód (fikc.),0,brak,696,0,31.0,2025-11-30
IK-01-00380,OSD Południe (fikc.),1,brak,783,1,49.5,2025-07-19
IK-01-00381,Operator Przesyłowy S.A. (fikc.),0,zatwierdzony,1414,1,91.7,2026-07-19
IK-01-00382,Gazoprzesył S.A. (fikc.),1,zatwierdzony,1051,1,81.7,2025-11-20
IK-01-00383,OSD Zachód (fikc.),0,w aktualizacji,1088,0,39.8,2025-06-11
IK-01-00385,Operator Przesyłowy S.A. (fikc.),1,zatwierdzony,1166,1,74.6,2026-05-20
IK-01-00386,Gazoprzesył S.A. (fikc.),1,zatwierdzony,133,1,98.2,2025-09-20
IK-01-00387,Gazoprzesył S.A. (fikc.),0,zatwierdzony,1307,0,23.3,2025-09-29
IK-01-00388,Gazoprzesył S.A. (fikc.),1,w aktualizacji,243,0,46.0,2025-09-19
IK-01-00389,Paliwa Krajowe S.A. (fikc.),1,zatwierdzony,113,1,69.6,2026-01-21
IK-01-00390,Operator Przesyłowy S.A. (fikc.),1,w aktualizacji,1117,1,43.8,2026-02-15
IK-01-00391,Paliwa Krajowe S.A. (fikc.),1,brak,909,0,40.6,2025-05-21
IK-01-00392,Operator Przesyłowy S.A. (fikc.),0,w aktualizacji,555,0,13.2,2026-06-21
IK-01-00393,OSD Południe (fikc.),1,brak,219,0,27.2,2025-06-19
IK-01-00394,Operator Przesyłowy S.A. (fikc.),1,zatwierdzony,754,1,94.1,2026-02-12
IK-01-00397,OSD Południe (fikc.),0,w aktualizacji,872,0,23.5,2026-02-05
IK-01-00401,Gazoprzesył S.A. (fikc.),1,zatwierdzony,410,0,31.0,2025-12-09
IK-01-00404,OSD Zachód (fikc.),0,w aktualizacji,273,0,34.9,2025-07-30
IK-01-00405,Paliwa Krajowe S.A. (fikc.),1,zatwierdzony,806,1,69.3,2025-11-08
IK-01-00410,Operator Przesyłowy S.A. (fikc.),1,brak,440,0,3,2026-06-23
IK-01-00412,Gazoprzesył S.A. (fikc.),1,w aktualizacji,1230,1,58.6,2026-05-16
IK-01-00415,OSD Południe (fikc.),0,brak,274,0,55.6,2026-08-01
IK-01-00418,Operator Przesyłowy S.A. (fikc.),1,brak,1365,0,16.9,2025-05-15
IK-01-00420,Gazoprzesył S.A. (fikc.),1,zatwierdzony,843,0,21.7,2026-06-28
IK-02-00421,Telko Beta S.A. (fikc.),1,w aktualizacji,670,1,41.4,2026-09-03
IK-02-00422,Telko Gamma S.A. (fikc.),1,brak,356,1,68.9,2026-06-03
IK-02-00423,Telko Alfa S.A. (fikc.),1,brak,531,0,25.0,2025-06-21
IK-02-00424,Telko Gamma S.A. (fikc.),1,w aktualizacji,872,1,76.9,2025-05-17
IK-02-00425,Telko Alfa S.A. (fikc.),1,w aktualizacji,1165,1,53.6,2025-08-06
IK-02-00427,Telko Alfa S.A. (fikc.),1,w aktualizacji,1496,0,3,2026-04-24
IK-02-00428,Telko Gamma S.A. (fikc.),1,zatwierdzony,911,0,25.1,2025-12-31
IK-02-00429,Telko Alfa S.A. (fikc.),1,zatwierdzony,99,1,73.1,2025-07-03
IK-02-00430,Telko Beta S.A. (fikc.),1,zatwierdzony,826,1,75.8,2026-04-21
IK-02-00431,Telko Alfa S.A. (fikc.),1,zatwierdzony,985,1,73.3,2025-07-15
IK-02-00432,Telko Beta S.A. (fikc.),1,zatwierdzony,775,1,65.6,2026-03-23
IK-02-00433,Telko Alfa S.A. (fikc.),1,w aktualizacji,1294,1,65.2,2026-07-25
IK-02-00434,Telko Beta S.A. (fikc.),1,zatwierdzony,35,1,71.3,2025-09-06
IK-02-00436,Telko Beta S.A. (fikc.),1,zatwierdzony,937,1,70.5,2026-03-30
IK-02-00437,Telko Alfa S.A. (fikc.),1,zatwierdzony,327,1,23.8,2025-10-24
IK-02-00439,Telko Alfa S.A. (fikc.),1,zatwierdzony,872,1,61.4,2025-12-25
IK-02-00440,Telko Beta S.A. (fikc.),1,zatwierdzony,1340,1,76.4,2025-10-14
IK-02-00441,Telko Beta S.A. (fikc.),1,brak,642,1,74.5,2025-06-23
IK-02-00442,Telko Alfa S.A. (fikc.),1,w aktualizacji,428,1,56.0,2026-07-28
IK-02-00443,Telko Beta S.A. (fikc.),0,zatwierdzony,364,1,41.5,2025-05-05
IK-02-00444,Telko Beta S.A. (fikc.),1,zatwierdzony,507,1,47.1,2026-03-21
IK-02-00446,Telko Gamma S.A. (fikc.),1,zatwierdzony,433,1,80.8,2025-08-04
IK-02-00448,Telko Alfa S.A. (fikc.),1,zatwierdzony,24,1,61.8,2025-11-11
IK-02-00449,Telko Gamma S.A. (fikc.),1,zatwierdzony,1325,1,39.4,2026-07-15
IK-02-00451,Telko Gamma S.A. (fikc.),1,zatwierdzony,1206,1,86.2,2025-11-04
IK-02-00452,Telko Gamma S.A. (fikc.),0,brak,739,0,45.5,2026-03-06
IK-02-00453,Telko Gamma S.A. (fikc.),1,zatwierdzony,1139,0,18.3,2025-12-28
IK-02-00454,Telko Beta S.A. (fikc.),1,brak,482,0,43.1,2025-12-22
IK-02-00455,Telko Beta S.A. (fikc.),1,zatwierdzony,72,1,57.9,2026-08-11
IK-02-00456,Telko Alfa S.A. (fikc.),1,zatwierdzony,378,1,64.8,2025-06-07
IK-02-00457,Telko Alfa S.A. (fikc.),1,brak,1214,0,7.6,2025-12-10
IK-02-00458,Telko Gamma S.A. (fikc.),1,zatwierdzony,506,1,83.1,2026-07-26
IK-02-00460,Telko Beta S.A. (fikc.),1,w aktualizacji,720,1,63.7,2026-02-02
IK-02-00461,Telko Gamma S.A. (fikc.),0,zatwierdzony,68,1,96.2,2025-06-18
IK-02-00462,Telko Alfa S.A. (fikc.),1,w aktualizacji,956,1,70.5,2025-05-30
IK-02-00463,Telko Alfa S.A. (fikc.),1,w aktualizacji,172,1,21.6,2026-05-04
IK-02-00465,Telko Alfa S.A. (fikc.),1,w aktualizacji,89,1,86.3,2026-05-04
IK-02-00466,Telko Beta S.A. (fikc.),0,w aktualizacji,92,0,35.6,2025-09-22
IK-02-00467,Telko Beta S.A. (fikc.),0,zatwierdzony,1409,1,47.2,2025-08-25
IK-02-00468,Telko Gamma S.A. (fikc.),1,w aktualizacji,1290,1,79.1,2026-05-10
IK-02-00469,Telko Gamma S.A. (fikc.),1,brak,620,0,49.5,2025-06-09
IK-02-00470,Telko Alfa S.A. (fikc.),1,zatwierdzony,687,1,74.3,2025-08-19
IK-02-00472,Telko Gamma S.A. (fikc.),0,zatwierdzony,732,0,60.5,2026-03-30
IK-02-00473,Telko Alfa S.A. (fikc.),1,w aktualizacji,1423,0,3,2026-05-16
IK-02-00474,Telko Beta S.A. (fikc.),1,zatwierdzony,446,1,49.5,2025-11-22
IK-02-00475,Telko Gamma S.A. (fikc.),0,zatwierdzony,1242,0,3,2025-12-16
IK-02-00476,Telko Beta S.A. (fikc.),0,brak,998,0,31.7,2026-04-07
IK-02-00477,Telko Gamma S.A. (fikc.),1,w aktualizacji,729,1,80.9,2026-04-25
IK-02-00478,Telko Alfa S.A. (fikc.),1,zatwierdzony,607,1,55.8,2025-10-12
IK-02-00480,Telko Gamma S.A. (fikc.),1,w aktualizacji,469,0,19.0,2026-02-05
IK-02-00482,Telko Alfa S.A. (fikc.),0,brak,663,0,34.0,2025-12-18
IK-02-00484,Telko Gamma S.A. (fikc.),1,brak,998,0,31.3,2025-11-21
IK-02-00486,Telko Gamma S.A. (fikc.),1,w aktualizacji,1488,0,46.9,2026-08-31
IK-02-00488,Telko Gamma S.A. (fikc.),1,zatwierdzony,1021,1,66.6,2025-09-01
IK-02-00489,Telko Gamma S.A. (fikc.),1,zatwierdzony,704,1,42.2,2026-06-12
IK-02-00493,Telko Alfa S.A. (fikc.),1,zatwierdzony,350,1,57.1,2026-01-30
IK-02-00496,Telko Beta S.A. (fikc.),0,w aktualizacji,800,0,62.0,2025-05-23
IK-02-00497,Telko Alfa S.A. (fikc.),1,zatwierdzony,730,1,75.2,2025-08-02
IK-02-00499,Telko Gamma S.A. (fikc.),1,zatwierdzony,756,1,86.8,2025-12-29
IK-02-00500,Telko Alfa S.A. (fikc.),1,zatwierdzony,1319,1,84.8,2026-05-06
IK-02-00501,Telko Beta S.A. (fikc.),1,brak,967,0,48.6,2026-04-26
IK-02-00503,Telko Alfa S.A. (fikc.),0,brak,848,0,8.9,2025-05-30
IK-02-00504,Telko Beta S.A. (fikc.),1,zatwierdzony,1464,0,52.0,2025-12-13
IK-02-00505,Telko Beta S.A. (fikc.),1,brak,167,1,85.0,2025-09-05
IK-02-00510,Telko Gamma S.A. (fikc.),0,brak,1337,0,56.8,2025-11-24
IK-02-00512,Telko Gamma S.A. (fikc.),1,zatwierdzony,1323,0,37.9,2025-12-09
IK-02-00513,Telko Alfa S.A. (fikc.),1,w aktualizacji,1012,0,42.2,2026-07-03
IK-02-00514,Telko Beta S.A. (fikc.),0,brak,1350,1,50.2,2026-04-02
IK-02-00516,Telko Gamma S.A. (fikc.),1,zatwierdzony,548,1,50.5,2025-12-28
IK-02-00518,Telko Beta S.A. (fikc.),0,w aktualizacji,613,0,28.4,2026-04-22
IK-02-00519,Telko Beta S.A. (fikc.),1,w aktualizacji,550,0,64.1,2025-06-01
IK-02-00523,Telko Alfa S.A. (fikc.),0,brak,473,0,49.4,2025-07-21
IK-02-00526,Telko Alfa S.A. (fikc.),1,w aktualizacji,1239,1,63.8,2025-12-25
IK-02-00528,Telko Beta S.A. (fikc.),1,w aktualizacji,688,0,10.9,2026-06-12
IK-02-00532,Telko Gamma S.A. (fikc.),0,zatwierdzony,1135,0,25.7,2025-05-31
IK-02-00534,Telko Beta S.A. (fikc.),1,w aktualizacji,181,1,62.8,2025-12-27
IK-02-00535,Telko Gamma S.A. (fikc.),1,zatwierdzony,1407,1,46.5,2026-06-16
IK-02-00537,Telko Gamma S.A. (fikc.),1,brak,243,0,56.7,2026-02-16
IK-02-00539,Telko Gamma S.A. (fikc.),0,w aktualizacji,586,0,44.7,2025-05-10
IK-02-00540,Telko Gamma S.A. (fikc.),0,w aktualizacji,941,0,37.8,2025-10-17
IK-02-00541,Telko Gamma S.A. (fikc.),0,zatwierdzony,383,1,51.7,2026-06-26
IK-02-00543,Telko Gamma S.A. (fikc.),1,brak,589,0,14.3,2026-09-04
IK-02-00548,Telko Beta S.A. (fikc.),0,brak,1044,0,46.8,2025-08-05
IK-02-00549,Telko Gamma S.A. (fikc.),1,zatwierdzony,473,1,64.7,2025-10-22
IK-02-00551,Telko Beta S.A. (fikc.),1,brak,733,0,41.6,2026-01-19
IK-02-00553,Telko Gamma S.A. (fikc.),1,w aktualizacji,381,0,46.0,2025-09-07
IK-02-00554,Telko Gamma S.A. (fikc.),1,brak,557,0,16.5,2026-01-01
IK-02-00556,Telko Gamma S.A. (fikc.),0,brak,764,0,31.4,2026-01-26
IK-02-00557,Telko Gamma S.A. (fikc.),1,brak,247,1,63.4,2026-04-29
IK-02-00559,Telko Beta S.A. (fikc.),1,zatwierdzony,1239,0,53.5,2026-07-04
IK-02-00561,Telko Beta S.A. (fikc.),0,zatwierdzony,112,1,82.3,2026-08-08
IK-02-00562,Telko Alfa S.A. (fikc.),0,zatwierdzony,585,1,65.8,2026-04-26
IK-02-00567,Telko Gamma S.A. (fikc.),0,w aktualizacji,644,0,15.7,2025-08-01
IK-02-00569,Telko Beta S.A. (fikc.),0,brak,1165,0,43.6,2026-03-20
IK-02-00575,Telko Alfa S.A. (fikc.),1,brak,39,0,16.1,2026-08-19
IK-02-00577,Telko Gamma S.A. (fikc.),1,zatwierdzony,561,1,68.5,2026-07-23
IK-02-00579,Telko Alfa S.A. (fikc.),0,w aktualizacji,209,0,23.0,2025-10-27
IK-02-00582,Telko Beta S.A. (fikc.),1,brak,1112,0,9.6,2026-04-05
IK-02-00583,Telko Alfa S.A. (fikc.),1,brak,1136,0,47.6,2025-07-06
IK-02-00584,Telko Alfa S.A. (fikc.),1,w aktualizacji,212,1,91.8,2026-02-09
IK-02-00586,Telko Alfa S.A. (fikc.),1,w aktualizacji,170,1,58.1,2025-11-14
IK-02-00588,Telko Gamma S.A. (fikc.),1,w aktualizacji,519,1,50.1,2026-04-06
IK-02-00589,Telko Beta S.A. (fikc.),1,zatwierdzony,427,1,86.3,2026-08-19
IK-02-00591,Telko Gamma S.A. (fikc.),1,w aktualizacji,1384,1,82.2,2025-10-08
IK-02-00593,Telko Alfa S.A. (fikc.),1,brak,1237,1,66.7,2026-04-15
IK-02-00594,Telko Alfa S.A. (fikc.),1,zatwierdzony,1073,1,59.6,2026-04-06
IK-02-00596,Telko Gamma S.A. (fikc.),1,brak,621,1,68.8,2025-07-06
IK-02-00599,Telko Gamma S.A. (fikc.),1,zatwierdzony,1305,1,63.0,2026-05-04
IK-02-00600,Telko Alfa S.A. (fikc.),1,w aktualizacji,663,0,38.4,2025-06-29
IK-02-00601,Telko Gamma S.A. (fikc.),1,w aktualizacji,346,1,45.3,2025-08-25
IK-02-00602,Telko Beta S.A. (fikc.),1,brak,153,0,33.3,2025-09-05
IK-02-00603,Telko Gamma S.A. (fikc.),0,w aktualizacji,1483,0,24.9,2025-07-08
IK-02-00604,Telko Gamma S.A. (fikc.),0,w aktualizacji,413,0,25.2,2025-12-24
IK-02-00605,Telko Beta S.A. (fikc.),0,brak,1063,1,94.0,2025-11-13
IK-02-00606,Telko Gamma S.A. (fikc.),0,brak,1096,0,47.4,2025-05-25
IK-02-00608,Telko Gamma S.A. (fikc.),0,brak,692,0,53.4,2025-07-20
IK-02-00609,Telko Gamma S.A. (fikc.),0,brak,253,0,48.4,2025-08-30
IK-02-00611,Telko Alfa S.A. (fikc.),0,zatwierdzony,975,0,42.0,2025-09-16
IK-02-00612,Telko Gamma S.A. (fikc.),1,zatwierdzony,188,1,47.0,2026-06-10
IK-02-00615,Telko Beta S.A. (fikc.),1,zatwierdzony,408,1,82.2,2025-06-07
IK-02-00616,Telko Alfa S.A. (fikc.),0,brak,1409,0,51.5,2025-05-10
IK-02-00617,Telko Beta S.A. (fikc.),1,w aktualizacji,1212,0,23.5,2026-03-05
IK-02-00618,Telko Gamma S.A. (fikc.),0,zatwierdzony,697,1,80.1,2025-10-03
IK-02-00620,Telko Gamma S.A. (fikc.),0,w aktualizacji,820,0,24.8,2025-12-30
IK-02-00621,Telko Beta S.A. (fikc.),1,brak,66,0,45.2,2025-07-28
IK-02-00622,Telko Alfa S.A. (fikc.),0,zatwierdzony,1278,0,18.9,2026-04-20
IK-02-00623,Telko Beta S.A. (fikc.),0,brak,739,0,22.3,2026-06-21
IK-02-00624,Telko Beta S.A. (fikc.),1,zatwierdzony,204,0,11.0,2026-05-26
IK-02-00626,Telko Gamma S.A. (fikc.),1,w aktualizacji,1029,0,13.0,2025-11-26
IK-02-00627,Telko Gamma S.A. (fikc.),1,w aktualizacji,782,0,43.3,2025-08-24
IK-02-00629,Telko Alfa S.A. (fikc.),1,zatwierdzony,632,1,61.3,2025-10-02
IK-02-00631,Telko Gamma S.A. (fikc.),0,w aktualizacji,616,0,43.6,2026-09-05
IK-02-00632,Telko Beta S.A. (fikc.),1,zatwierdzony,1239,0,12.8,2026-04-08
IK-02-00634,Telko Beta S.A. (fikc.),1,zatwierdzony,1256,1,55.0,2025-11-15
IK-02-00636,Telko Beta S.A. (fikc.),0,brak,30,0,38.2,2026-04-25
IK-02-00638,Telko Beta S.A. (fikc.),1,brak,538,0,48.5,2025-06-18
IK-02-00643,Telko Beta S.A. (fikc.),1,w aktualizacji,672,0,28.9,2025-05-08
IK-02-00645,Telko Gamma S.A. (fikc.),1,w aktualizacji,807,1,66.9,2025-09-01
IK-02-00648,Telko Beta S.A. (fikc.),1,zatwierdzony,200,0,28.7,2026-02-18
IK-02-00649,Telko Beta S.A. (fikc.),1,brak,1148,1,82.0,2026-07-19
IK-02-00651,Telko Gamma S.A. (fikc.),0,brak,687,0,5.9,2025-11-26
IK-02-00654,Telko Alfa S.A. (fikc.),0,w aktualizacji,836,0,30.3,2025-05-27
IK-02-00659,Telko Beta S.A. (fikc.),0,brak,951,0,19.6,2026-04-08
IK-02-00660,Telko Beta S.A. (fikc.),1,zatwierdzony,1130,1,83.6,2025-06-21
IK-02-00661,Telko Alfa S.A. (fikc.),0,zatwierdzony,806,0,37.2,2025-08-11
IK-02-00663,Telko Gamma S.A. (fikc.),1,zatwierdzony,487,1,52.8,2026-08-17
IK-02-00664,Telko Gamma S.A. (fikc.),1,zatwierdzony,825,1,47.6,2026-01-02
IK-02-00666,Telko Beta S.A. (fikc.),1,zatwierdzony,288,1,56.1,2025-05-27
IK-02-00667,Telko Gamma S.A. (fikc.),0,w aktualizacji,335,0,20.3,2025-09-19
IK-02-00668,Telko Beta S.A. (fikc.),1,w aktualizacji,708,1,42.8,2026-05-21
IK-02-00670,Telko Beta S.A. (fikc.),1,brak,411,0,24.7,2026-03-16
IK-02-00673,Telko Alfa S.A. (fikc.),1,zatwierdzony,198,0,16.7,2025-08-27
IK-02-00674,Telko Alfa S.A. (fikc.),1,zatwierdzony,1108,1,57.7,2026-07-27
IK-02-00676,Telko Alfa S.A. (fikc.),0,w aktualizacji,478,0,34.1,2025-07-06
IK-02-00678,Telko Alfa S.A. (fikc.),0,w aktualizacji,462,0,45.6,2025-06-04
IK-02-00679,Telko Beta S.A. (fikc.),1,w aktualizacji,500,0,5.5,2025-09-10
IK-02-00680,Telko Gamma S.A. (fikc.),1,brak,599,0,43.0,2025-05-29
IK-03-00682,Centrum Informatyki Państwowej (fikc.),1,w aktualizacji,1463,1,60.5,2026-02-19
IK-03-00683,Centrum Informatyki Państwowej (fikc.),1,brak,1233,1,66.9,2026-03-17
IK-03-00684,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,1048,1,89.8,2025-12-24
IK-03-00685,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,360,1,69.1,2026-01-12
IK-03-00686,Centrum Informatyki Państwowej (fikc.),1,brak,165,0,50.0,2025-08-05
IK-03-00687,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,334,1,44.3,2026-07-09
IK-03-00688,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,601,1,53.4,2025-11-20
IK-03-00689,Centrum Informatyki Państwowej (fikc.),1,w aktualizacji,1181,1,56.9,2026-05-25
IK-03-00690,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,327,1,60.9,2026-03-17
IK-03-00691,Centrum Informatyki Państwowej (fikc.),0,w aktualizacji,1341,0,3,2026-07-16
IK-03-00692,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,119,1,44.0,2025-08-06
IK-03-00695,Centrum Informatyki Państwowej (fikc.),1,w aktualizacji,955,1,62.8,2025-05-15
IK-03-00696,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,271,1,69.4,2025-08-04
IK-03-00697,Centrum Informatyki Państwowej (fikc.),1,brak,345,1,88.0,2026-04-03
IK-03-00698,Centrum Informatyki Państwowej (fikc.),1,brak,139,1,66.1,2026-05-21
IK-03-00699,Chmura Krajowa Sp. z o.o. (fikc.),0,w aktualizacji,360,0,31.2,2026-05-19
IK-03-00700,Centrum Informatyki Państwowej (fikc.),0,brak,811,0,3,2026-01-18
IK-03-00701,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,406,1,75.0,2025-05-30
IK-03-00702,Chmura Krajowa Sp. z o.o. (fikc.),0,brak,239,0,69.5,2026-03-24
IK-03-00703,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,866,1,36.4,2026-05-27
IK-03-00704,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,1278,1,71.9,2025-12-28
IK-03-00705,Centrum Informatyki Państwowej (fikc.),1,brak,1319,1,61.2,2025-08-18
IK-03-00706,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,1023,1,68.4,2026-03-25
IK-03-00707,Centrum Informatyki Państwowej (fikc.),1,brak,1306,0,30.0,2025-12-06
IK-03-00708,Centrum Informatyki Państwowej (fikc.),0,zatwierdzony,1292,1,57.1,2025-05-15
IK-03-00710,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,231,1,45.7,2025-09-08
IK-03-00711,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,872,1,58.7,2026-07-05
IK-03-00712,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,219,1,90.4,2025-08-14
IK-03-00713,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,753,1,52.7,2026-01-14
IK-03-00714,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,949,1,61.8,2026-02-22
IK-03-00717,Chmura Krajowa Sp. z o.o. (fikc.),1,w aktualizacji,1305,1,19.5,2025-10-01
IK-03-00718,Chmura Krajowa Sp. z o.o. (fikc.),1,brak,506,0,27.5,2025-08-26
IK-03-00719,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,594,1,47.1,2025-10-12
IK-03-00720,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,224,0,39.6,2025-05-20
IK-03-00721,Chmura Krajowa Sp. z o.o. (fikc.),1,w aktualizacji,48,1,41.9,2026-07-22
IK-03-00722,Chmura Krajowa Sp. z o.o. (fikc.),0,w aktualizacji,1020,0,21.9,2026-03-26
IK-03-00723,Chmura Krajowa Sp. z o.o. (fikc.),1,w aktualizacji,812,1,57.5,2025-06-23
IK-03-00724,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,1397,1,52.7,2026-03-02
IK-03-00725,Centrum Informatyki Państwowej (fikc.),1,w aktualizacji,548,1,57.6,2026-07-23
IK-03-00726,Centrum Informatyki Państwowej (fikc.),1,w aktualizacji,1156,1,62.5,2026-07-30
IK-03-00727,Chmura Krajowa Sp. z o.o. (fikc.),1,w aktualizacji,78,1,51.0,2025-08-27
IK-03-00728,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,1051,1,66.3,2026-08-27
IK-03-00729,Centrum Informatyki Państwowej (fikc.),0,w aktualizacji,151,0,3,2025-07-09
IK-03-00730,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,355,1,81.1,2026-04-23
IK-03-00731,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,595,1,73.0,2026-07-31
IK-03-00733,Centrum Informatyki Państwowej (fikc.),0,w aktualizacji,1345,0,75.1,2026-02-07
IK-03-00734,Chmura Krajowa Sp. z o.o. (fikc.),1,w aktualizacji,378,1,35.6,2026-02-19
IK-03-00735,Centrum Informatyki Państwowej (fikc.),0,brak,1289,0,13.4,2026-08-11
IK-03-00736,Chmura Krajowa Sp. z o.o. (fikc.),1,w aktualizacji,496,0,34.2,2025-08-29
IK-03-00737,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,1109,1,98.2,2026-07-18
IK-03-00738,Centrum Informatyki Państwowej (fikc.),0,brak,1352,0,27.3,2025-11-02
IK-03-00739,Centrum Informatyki Państwowej (fikc.),1,brak,786,1,72.3,2025-09-09
IK-03-00740,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,412,1,79.8,2025-11-04
IK-03-00741,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,48,1,37.0,2025-08-05
IK-03-00742,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,1200,1,66.3,2026-05-12
IK-03-00743,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,663,1,74.5,2026-06-01
IK-03-00745,Centrum Informatyki Państwowej (fikc.),1,w aktualizacji,600,0,11.3,2026-08-25
IK-03-00748,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,113,1,71.0,2025-06-28
IK-03-00749,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,1139,1,48.9,2026-08-28
IK-03-00750,Centrum Informatyki Państwowej (fikc.),0,w aktualizacji,1228,0,51.4,2025-09-01
IK-03-00752,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,530,0,33.0,2026-06-29
IK-03-00753,Centrum Informatyki Państwowej (fikc.),0,brak,1069,0,25.2,2026-01-08
IK-03-00755,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,351,1,41.8,2026-01-28
IK-03-00756,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,463,1,58.6,2026-01-29
IK-03-00757,Chmura Krajowa Sp. z o.o. (fikc.),1,w aktualizacji,112,1,85.3,2026-06-05
IK-03-00758,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,845,1,64.8,2025-12-13
IK-03-00759,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,634,1,73.4,2026-04-10
IK-03-00760,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,1320,1,67.6,2026-02-02
IK-03-00761,Chmura Krajowa Sp. z o.o. (fikc.),1,brak,1246,1,50.2,2025-08-17
IK-03-00762,Chmura Krajowa Sp. z o.o. (fikc.),1,brak,1028,1,41.7,2025-05-13
IK-03-00763,Chmura Krajowa Sp. z o.o. (fikc.),0,brak,85,0,23.5,2025-05-29
IK-03-00765,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,852,1,47.9,2026-04-15
IK-03-00766,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,916,1,42.0,2025-07-11
IK-03-00767,Chmura Krajowa Sp. z o.o. (fikc.),1,w aktualizacji,905,1,34.6,2026-08-31
IK-03-00768,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,697,1,100,2025-12-31
IK-03-00769,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,185,1,65.3,2026-01-11
IK-03-00770,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,1021,1,55.0,2026-01-27
IK-03-00771,Chmura Krajowa Sp. z o.o. (fikc.),1,brak,232,1,61.2,2026-09-05
IK-03-00772,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,813,1,63.8,2025-10-21
IK-03-00773,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,851,0,60.0,2025-10-29
IK-03-00776,Chmura Krajowa Sp. z o.o. (fikc.),1,brak,404,1,47.3,2025-05-30
