edge_id,source_node_id,target_node_id,source_system,target_system,dependency_type,impact_share,lag_hours,redundancy_level,cross_voivodeship,contract_sla_hours,verified_in_exercise
E-001176,IK-02-00430,IK-03-00823,IK02,IK03,telecom,0.353,0.77,partial,0,10.2,0
E-001177,IK-01-00225,IK-03-00824,IK01,IK03,electricity,0.324,0.0,partial,0,8.4,1
E-001178,IK-01-00140,IK-03-00824,IK01,IK03,electricity,0.324,0.0,partial,0,8.5,0
E-001179,IK-02-00465,IK-03-00824,IK02,IK03,telecom,0.389,0.32,partial,0,8.7,1
E-001180,IK-02-00462,IK-03-00824,IK02,IK03,telecom,0.389,0.53,partial,0,1.2,0
E-001181,IK-01-00209,IK-03-00825,IK01,IK03,electricity,0.286,0.0,partial,0,8.8,1
E-001182,IK-01-00191,IK-03-00825,IK01,IK03,electricity,0.286,0.0,partial,0,10.7,0
E-001183,IK-02-00440,IK-03-00825,IK02,IK03,telecom,0.609,0.72,none,0,4.3,1
E-001184,IK-01-00093,IK-03-00826,IK01,IK03,electricity,0.335,0.0,partial,0,7.4,1
E-001185,IK-01-00158,IK-03-00826,IK01,IK03,electricity,0.335,0.0,partial,0,3.0,0
E-001186,IK-02-00468,IK-03-00826,IK02,IK03,telecom,0.603,0.4,none,0,13.6,0
E-001187,IK-01-00149,IK-03-00827,IK01,IK03,electricity,0.643,0.0,none,0,8.0,0
E-001188,IK-02-00457,IK-03-00827,IK02,IK03,telecom,0.368,0.62,partial,0,8.2,1
E-001189,IK-02-00441,IK-03-00827,IK02,IK03,telecom,0.368,0.69,partial,0,15.5,0
E-001190,IK-01-00142,IK-03-00828,IK01,IK03,electricity,0.311,0.0,partial,0,5.8,0
E-001191,IK-01-00135,IK-03-00828,IK01,IK03,electricity,0.311,0.0,partial,0,9.1,0
E-001192,IK-02-00444,IK-03-00828,IK02,IK03,telecom,0.686,0.37,none,0,8.1,0
E-001193,IK-01-00171,IK-03-00829,IK01,IK03,electricity,0.288,0.0,partial,0,8.6,1
E-001194,IK-01-00045,IK-03-00829,IK01,IK03,electricity,0.288,0.0,partial,0,13.0,0
E-001195,IK-02-00431,IK-03-00829,IK02,IK03,telecom,0.605,0.44,none,0,14.0,0
E-001196,IK-01-00168,IK-03-00830,IK01,IK03,electricity,0.634,0.0,none,0,9.7,0
E-001197,IK-02-00464,IK-03-00830,IK02,IK03,telecom,0.316,0.53,full,0,6.9,0
E-001198,IK-02-00472,IK-03-00830,IK02,IK03,telecom,0.316,0.43,full,0,15.3,0
E-001199,IK-01-00227,IK-04-00831,IK01,IK04,electricity,0.295,0.0,full,0,15.8,0
E-001200,IK-01-00158,IK-04-00831,IK01,IK04,electricity,0.295,0.0,full,0,1.1,0
E-001201,IK-02-00457,IK-04-00831,IK02,IK04,telecom,0.377,0.38,partial,0,9.8,1
E-001202,IK-02-00441,IK-04-00831,IK02,IK04,telecom,0.377,0.69,partial,0,9.6,1
E-001203,IK-03-00687,IK-04-00831,IK03,IK04,ict,0.62,0.59,none,0,13.0,0
E-001204,IK-01-00096,IK-04-00832,IK01,IK04,electricity,0.302,0.0,full,0,6.7,0
E-001205,IK-01-00232,IK-04-00832,IK01,IK04,electricity,0.302,0.0,full,0,9.8,0
E-001206,IK-02-00447,IK-04-00832,IK02,IK04,telecom,0.448,0.74,full,0,6.2,1
E-001207,IK-02-00434,IK-04-00832,IK02,IK04,telecom,0.448,0.42,full,0,9.7,0
E-001208,IK-03-00729,IK-04-00832,IK03,IK04,ict,0.288,0.51,partial,0,3.9,1
E-001209,IK-03-00808,IK-04-00832,IK03,IK04,ict,0.288,0.75,partial,0,5.3,0
E-001210,IK-01-00151,IK-04-00833,IK01,IK04,electricity,0.279,0.0,partial,0,12.2,0
E-001211,IK-01-00077,IK-04-00833,IK01,IK04,electricity,0.279,0.0,partial,0,9.6,1
E-001212,IK-02-00471,IK-04-00833,IK02,IK04,telecom,0.879,0.47,none,0,12.1,1
E-001213,IK-03-00773,IK-04-00833,IK03,IK04,ict,0.616,1.03,none,0,4.6,0
E-001214,IK-01-00063,IK-04-00834,IK01,IK04,electricity,0.26,0.0,full,0,6.4,0
E-001215,IK-01-00195,IK-04-00834,IK01,IK04,electricity,0.26,0.0,full,0,3.5,1
E-001216,IK-02-00474,IK-04-00834,IK02,IK04,telecom,0.859,0.52,none,0,1.0,1
E-001217,IK-03-00778,IK-04-00834,IK03,IK04,ict,0.56,0.62,none,0,10.7,0
E-001218,IK-01-00235,IK-04-00835,IK01,IK04,electricity,0.254,0.0,partial,0,10.6,0
E-001219,IK-01-00203,IK-04-00835,IK01,IK04,electricity,0.254,0.0,partial,0,11.1,0
E-001220,IK-02-00424,IK-04-00835,IK02,IK04,telecom,0.787,0.21,none,0,11.7,0
E-001221,IK-03-00769,IK-04-00835,IK03,IK04,ict,0.322,1.09,partial,0,3.2,0
E-001222,IK-03-00816,IK-04-00835,IK03,IK04,ict,0.322,0.98,partial,0,7.5,0
E-001223,IK-01-00228,IK-04-00836,IK01,IK04,electricity,0.235,0.0,partial,0,7.6,1
E-001224,IK-01-00064,IK-04-00836,IK01,IK04,electricity,0.235,0.0,partial,0,1.0,0
E-001225,IK-02-00430,IK-04-00836,IK02,IK04,telecom,0.464,0.24,full,0,12.4,0
E-001226,IK-02-00428,IK-04-00836,IK02,IK04,telecom,0.464,0.46,full,0,3.8,0
E-001227,IK-03-00775,IK-04-00836,IK03,IK04,ict,0.538,1.07,none,0,4.1,1
E-001228,IK-01-00170,IK-04-00837,IK01,IK04,electricity,0.26,0.0,partial,0,5.4,1
E-001229,IK-01-00140,IK-04-00837,IK01,IK04,electricity,0.26,0.0,partial,0,6.2,0
E-001230,IK-02-00476,IK-04-00837,IK02,IK04,telecom,0.393,0.55,partial,0,3.6,0
E-001231,IK-02-00455,IK-04-00837,IK02,IK04,telecom,0.393,0.72,partial,0,8.8,0
E-001232,IK-03-00793,IK-04-00837,IK03,IK04,ict,0.321,0.89,partial,0,7.8,1
E-001233,IK-03-00763,IK-04-00837,IK03,IK04,ict,0.321,0.67,partial,0,2.2,0
E-001234,IK-01-00091,IK-04-00838,IK01,IK04,electricity,0.281,0.0,partial,0,7.3,0
E-001235,IK-01-00119,IK-04-00838,IK01,IK04,electricity,0.281,0.0,partial,0,19.3,0
E-001236,IK-02-00472,IK-04-00838,IK02,IK04,telecom,0.786,0.79,none,0,8.8,0
E-001237,IK-03-00749,IK-04-00838,IK03,IK04,ict,0.514,0.8,none,0,6.0,0
E-001238,IK-01-00215,IK-04-00839,IK01,IK04,electricity,0.301,0.0,full,0,6.8,0
E-001239,IK-01-00234,IK-04-00839,IK01,IK04,electricity,0.301,0.0,full,0,9.9,0
E-001240,IK-02-00470,IK-04-00839,IK02,IK04,telecom,0.735,0.26,none,0,7.0,1
E-001241,IK-03-00744,IK-04-00839,IK03,IK04,ict,0.6,0.81,none,0,14.8,0
E-001242,IK-01-00049,IK-04-00840,IK01,IK04,electricity,0.269,0.0,partial,0,9.7,1
E-001243,IK-01-00193,IK-04-00840,IK01,IK04,electricity,0.269,0.0,partial,0,4.4,0
E-001244,IK-02-00479,IK-04-00840,IK02,IK04,telecom,0.377,0.63,full,0,9.0,0
E-001245,IK-02-00462,IK-04-00840,IK02,IK04,telecom,0.377,0.29,full,0,11.5,1
E-001246,IK-03-00764,IK-04-00840,IK03,IK04,ict,0.604,0.7,none,0,12.8,1
E-001247,IK-01-00059,IK-04-00841,IK01,IK04,electricity,0.549,0.0,none,0,1.7,0
E-001248,IK-02-00480,IK-04-00841,IK02,IK04,telecom,0.444,0.31,partial,0,7.2,0
E-001249,IK-02-00423,IK-04-00841,IK02,IK04,telecom,0.444,0.56,partial,1,11.3,0
E-001250,IK-03-00738,IK-04-00841,IK03,IK04,ict,0.293,0.64,full,0,3.5,0
E-001251,IK-03-00689,IK-04-00841,IK03,IK04,ict,0.293,0.5,full,0,11.6,0
E-001252,IK-01-00071,IK-04-00842,IK01,IK04,electricity,0.249,0.0,partial,0,3.7,0
E-001253,IK-01-00238,IK-04-00842,IK01,IK04,electricity,0.249,0.0,partial,0,3.9,0
E-001254,IK-02-00464,IK-04-00842,IK02,IK04,telecom,0.922,0.34,none,0,17.3,0
E-001255,IK-03-00830,IK-04-00842,IK03,IK04,ict,0.516,0.76,none,0,11.4,1
E-001256,IK-01-00202,IK-04-00843,IK01,IK04,electricity,0.239,0.0,partial,0,7.5,1
E-001257,IK-01-00069,IK-04-00843,IK01,IK04,electricity,0.239,0.0,partial,0,5.7,1
E-001258,IK-02-00476,IK-04-00843,IK02,IK04,telecom,0.445,0.42,partial,0,1.0,0
E-001259,IK-02-00465,IK-04-00843,IK02,IK04,telecom,0.445,0.74,partial,0,8.1,1
E-001260,IK-03-00699,IK-04-00843,IK03,IK04,ict,0.598,0.71,none,0,3.1,0
E-001261,IK-01-00148,IK-04-00844,IK01,IK04,electricity,0.552,0.0,none,0,10.6,0
E-001262,IK-02-00443,IK-04-00844,IK02,IK04,telecom,0.413,0.77,partial,0,14.1,0
E-001263,IK-02-00438,IK-04-00844,IK02,IK04,telecom,0.413,0.64,partial,0,11.0,1
E-001264,IK-03-00719,IK-04-00844,IK03,IK04,ict,0.584,0.62,none,0,4.7,0
E-001265,IK-01-00218,IK-04-00845,IK01,IK04,electricity,0.291,0.0,partial,0,7.8,1
E-001266,IK-01-00047,IK-04-00845,IK01,IK04,electricity,0.291,0.0,partial,0,1.6,0
E-001267,IK-02-00478,IK-04-00845,IK02,IK04,telecom,0.375,0.56,partial,0,1.0,1
E-001268,IK-02-00439,IK-04-00845,IK02,IK04,telecom,0.375,0.76,partial,0,6.7,0
E-001269,IK-03-00750,IK-04-00845,IK03,IK04,ict,0.283,0.72,partial,0,8.6,0
E-001270,IK-03-00740,IK-04-00845,IK03,IK04,ict,0.283,0.99,partial,0,10.4,0
E-001271,IK-01-00151,IK-04-00846,IK01,IK04,electricity,0.295,0.0,partial,0,1.0,0
E-001272,IK-01-00134,IK-04-00846,IK01,IK04,electricity,0.295,0.0,partial,0,13.8,0
E-001273,IK-02-00458,IK-04-00846,IK02,IK04,telecom,0.402,0.7,full,0,3.7,1
E-001274,IK-02-00471,IK-04-00846,IK02,IK04,telecom,0.402,0.79,full,0,8.5,0
E-001275,IK-03-00773,IK-04-00846,IK03,IK04,ict,0.33,0.94,partial,0,1.0,0
E-001276,IK-03-00765,IK-04-00846,IK03,IK04,ict,0.33,0.74,partial,0,7.2,0
E-001277,IK-01-00156,IK-04-00847,IK01,IK04,electricity,0.529,0.0,none,0,9.5,0
E-001278,IK-02-00438,IK-04-00847,IK02,IK04,telecom,0.755,0.65,none,0,8.3,0
E-001279,IK-03-00806,IK-04-00847,IK03,IK04,ict,0.511,0.96,none,0,9.6,0
E-001280,IK-01-00227,IK-04-00848,IK01,IK04,electricity,0.604,0.0,none,0,8.4,0
E-001281,IK-02-00457,IK-04-00848,IK02,IK04,telecom,0.911,0.39,none,0,1.0,1
E-001282,IK-03-00755,IK-04-00848,IK03,IK04,ict,0.656,0.67,none,0,13.6,1
E-001283,IK-01-00168,IK-04-00849,IK01,IK04,electricity,0.237,0.0,partial,0,5.1,1
E-001284,IK-01-00238,IK-04-00849,IK01,IK04,electricity,0.237,0.0,partial,0,9.0,0
E-001285,IK-02-00472,IK-04-00849,IK02,IK04,telecom,0.424,0.77,partial,0,4.9,1
E-001286,IK-02-00464,IK-04-00849,IK02,IK04,telecom,0.424,0.32,partial,0,8.8,1
E-001287,IK-03-00830,IK-04-00849,IK03,IK04,ict,0.548,1.0,none,0,7.8,0
E-001288,IK-01-00102,IK-04-00850,IK01,IK04,electricity,0.481,0.0,none,0,12.5,0
E-001289,IK-02-00434,IK-04-00850,IK02,IK04,telecom,0.741,0.75,none,0,8.3,1
E-001290,IK-03-00701,IK-04-00850,IK03,IK04,ict,0.313,0.66,partial,0,8.5,0
E-001291,IK-03-00821,IK-04-00850,IK03,IK04,ict,0.313,0.67,partial,0,7.8,0
E-001292,IK-01-00109,IK-04-00851,IK01,IK04,electricity,0.302,0.0,partial,0,13.8,1
E-001293,IK-01-00114,IK-04-00851,IK01,IK04,electricity,0.302,0.0,partial,0,2.6,0
E-001294,IK-02-00426,IK-04-00851,IK02,IK04,telecom,0.736,0.32,none,0,10.8,1
E-001295,IK-03-00690,IK-04-00851,IK03,IK04,ict,0.56,0.71,none,0,9.3,0
E-001296,IK-01-00103,IK-04-00852,IK01,IK04,electricity,0.261,0.0,partial,0,5.9,0
E-001297,IK-01-00164,IK-04-00852,IK01,IK04,electricity,0.261,0.0,partial,0,8.4,0
E-001298,IK-02-00477,IK-04-00852,IK02,IK04,telecom,0.375,0.21,partial,0,8.0,0
E-001299,IK-02-00423,IK-04-00852,IK02,IK04,telecom,0.375,0.22,partial,0,9.1,1
E-001300,IK-03-00721,IK-04-00852,IK03,IK04,ict,0.64,0.96,none,0,7.8,0
E-001301,IK-01-00205,IK-04-00853,IK01,IK04,electricity,0.564,0.0,none,0,18.9,1
E-001302,IK-02-00439,IK-04-00853,IK02,IK04,telecom,0.938,0.39,none,0,7.2,1
E-001303,IK-03-00752,IK-04-00853,IK03,IK04,ict,0.598,1.08,none,0,1.0,1
E-001304,IK-01-00151,IK-04-00854,IK01,IK04,electricity,0.245,0.0,partial,0,4.5,0
E-001305,IK-01-00077,IK-04-00854,IK01,IK04,electricity,0.245,0.0,partial,0,5.6,0
E-001306,IK-02-00458,IK-04-00854,IK02,IK04,telecom,0.462,0.31,partial,0,6.1,0
E-001307,IK-02-00471,IK-04-00854,IK02,IK04,telecom,0.462,0.58,partial,0,12.3,1
E-001308,IK-03-00773,IK-04-00854,IK03,IK04,ict,0.656,0.81,none,0,9.1,0
E-001309,IK-01-00162,IK-04-00855,IK01,IK04,electricity,0.567,0.0,none,0,3.2,0
E-001310,IK-02-00424,IK-04-00855,IK02,IK04,telecom,0.766,0.3,none,0,13.1,0
E-001311,IK-03-00759,IK-04-00855,IK03,IK04,ict,0.305,1.06,partial,0,13.6,1
E-001312,IK-03-00800,IK-04-00855,IK03,IK04,ict,0.305,1.03,partial,0,8.0,1
E-001313,IK-01-00071,IK-04-00856,IK01,IK04,electricity,0.236,0.0,partial,0,10.3,0
E-001314,IK-01-00078,IK-04-00856,IK01,IK04,electricity,0.236,0.0,partial,0,7.6,1
E-001315,IK-02-00464,IK-04-00856,IK02,IK04,telecom,0.898,0.68,none,0,8.3,1
E-001316,IK-03-00830,IK-04-00856,IK03,IK04,ict,0.601,0.76,none,0,6.3,0
E-001317,IK-01-00135,IK-04-00857,IK01,IK04,electricity,0.274,0.0,partial,0,4.6,0
E-001318,IK-01-00142,IK-04-00857,IK01,IK04,electricity,0.274,0.0,partial,0,10.5,0
E-001319,IK-02-00444,IK-04-00857,IK02,IK04,telecom,0.813,0.75,none,0,10.0,0
E-001320,IK-03-00820,IK-04-00857,IK03,IK04,ict,0.319,1.04,partial,0,7.0,0
E-001321,IK-03-00783,IK-04-00857,IK03,IK04,ict,0.319,0.59,partial,0,1.0,0
E-001322,IK-01-00117,IK-04-00858,IK01,IK04,electricity,0.28,0.0,partial,0,8.2,0
E-001323,IK-01-00074,IK-04-00858,IK01,IK04,electricity,0.28,0.0,partial,0,9.5,0
E-001324,IK-02-00477,IK-04-00858,IK02,IK04,telecom,0.472,0.71,partial,0,2.4,1
E-001325,IK-02-00423,IK-04-00858,IK02,IK04,telecom,0.472,0.49,partial,0,3.2,0
E-001326,IK-03-00683,IK-04-00858,IK03,IK04,ict,0.274,0.63,partial,0,9.7,0
E-001327,IK-03-00705,IK-04-00858,IK03,IK04,ict,0.274,1.0,partial,0,10.4,1
E-001328,IK-01-00110,IK-04-00859,IK01,IK04,electricity,0.261,0.0,partial,0,5.1,0
E-001329,IK-01-00113,IK-04-00859,IK01,IK04,electricity,0.261,0.0,partial,0,9.8,1
E-001330,IK-02-00423,IK-04-00859,IK02,IK04,telecom,0.855,0.44,none,1,17.3,1
E-001331,IK-03-00738,IK-04-00859,IK03,IK04,ict,0.31,0.93,partial,0,15.2,0
E-001332,IK-03-00689,IK-04-00859,IK03,IK04,ict,0.31,0.59,partial,0,9.2,1
E-001333,IK-01-00069,IK-04-00860,IK01,IK04,electricity,0.307,0.0,partial,0,2.6,1
E-001334,IK-01-00203,IK-04-00860,IK01,IK04,electricity,0.307,0.0,partial,0,10.2,1
E-001335,IK-02-00476,IK-04-00860,IK02,IK04,telecom,0.387,0.28,partial,0,4.8,0
E-001336,IK-02-00453,IK-04-00860,IK02,IK04,telecom,0.387,0.46,partial,0,9.1,0
E-001337,IK-03-00699,IK-04-00860,IK03,IK04,ict,0.29,0.58,partial,0,6.0,0
E-001338,IK-03-00745,IK-04-00860,IK03,IK04,ict,0.29,0.59,partial,0,6.7,0
E-001339,IK-01-00207,IK-04-00861,IK01,IK04,electricity,0.54,0.0,none,0,10.5,1
E-001340,IK-02-00435,IK-04-00861,IK02,IK04,telecom,0.394,0.4,partial,0,8.0,0
E-001341,IK-02-00427,IK-04-00861,IK02,IK04,telecom,0.394,0.68,partial,1,9.7,0
E-001342,IK-03-00791,IK-04-00861,IK03,IK04,ict,0.321,0.87,partial,0,11.3,1
E-001343,IK-03-00794,IK-04-00861,IK03,IK04,ict,0.321,0.93,partial,0,9.6,0
E-001344,IK-01-00118,IK-04-00862,IK01,IK04,electricity,0.269,0.0,full,0,5.8,1
E-001345,IK-01-00116,IK-04-00862,IK01,IK04,electricity,0.269,0.0,full,0,14.3,0
E-001346,IK-02-00467,IK-04-00862,IK02,IK04,telecom,0.415,0.78,full,0,3.1,0
E-001347,IK-02-00471,IK-04-00862,IK02,IK04,telecom,0.415,0.47,full,0,10.5,1
E-001348,IK-03-00696,IK-04-00862,IK03,IK04,ict,0.281,0.72,partial,0,3.6,0
E-001349,IK-03-00811,IK-04-00862,IK03,IK04,ict,0.281,0.87,partial,0,1.0,0
E-001350,IK-01-00068,IK-04-00863,IK01,IK04,electricity,0.255,0.0,partial,0,11.4,0
E-001351,IK-01-00124,IK-04-00863,IK01,IK04,electricity,0.255,0.0,partial,0,5.5,0
E-001352,IK-02-00474,IK-04-00863,IK02,IK04,telecom,0.765,0.73,none,0,8.5,0
E-001353,IK-03-00781,IK-04-00863,IK03,IK04,ict,0.317,0.76,partial,0,1.4,0
E-001354,IK-03-00767,IK-04-00863,IK03,IK04,ict,0.317,0.97,partial,0,9.9,0
E-001355,IK-01-00110,IK-04-00864,IK01,IK04,electricity,0.528,0.0,none,0,3.6,0
E-001356,IK-02-00423,IK-04-00864,IK02,IK04,telecom,0.376,0.23,partial,1,4.7,0
E-001357,IK-02-00421,IK-04-00864,IK02,IK04,telecom,0.376,0.22,partial,1,3.8,0
E-001358,IK-03-00738,IK-04-00864,IK03,IK04,ict,0.595,0.64,none,0,13.9,0
E-001359,IK-01-00073,IK-04-00865,IK01,IK04,electricity,0.598,0.0,none,0,4.9,1
E-001360,IK-02-00480,IK-04-00865,IK02,IK04,telecom,0.941,0.77,none,0,1.0,1
E-001361,IK-03-00689,IK-04-00865,IK03,IK04,ict,0.518,0.51,none,0,9.6,1
E-001362,IK-01-00218,IK-04-00866,IK01,IK04,electricity,0.235,0.0,partial,0,1.0,1
E-001363,IK-01-00047,IK-04-00866,IK01,IK04,electricity,0.235,0.0,partial,0,6.2,1
E-001364,IK-02-00478,IK-04-00866,IK02,IK04,telecom,0.871,0.2,none,0,10.6,1
E-001365,IK-03-00750,IK-04-00866,IK03,IK04,ict,0.668,1.04,none,0,10.5,0
E-001366,IK-01-00167,IK-04-00867,IK01,IK04,electricity,0.303,0.0,partial,0,6.6,0
E-001367,IK-01-00201,IK-04-00867,IK01,IK04,electricity,0.303,0.0,partial,0,10.8,0
E-001368,IK-02-00421,IK-04-00867,IK02,IK04,telecom,0.798,0.3,none,0,6.0,0
E-001369,IK-03-00768,IK-04-00867,IK03,IK04,ict,0.314,0.81,partial,0,13.1,1
E-001370,IK-03-00772,IK-04-00867,IK03,IK04,ict,0.314,0.93,partial,0,8.3,0
E-001371,IK-01-00056,IK-04-00868,IK01,IK04,electricity,0.278,0.0,partial,0,9.5,0
E-001372,IK-01-00174,IK-04-00868,IK01,IK04,electricity,0.278,0.0,partial,0,3.5,1
E-001373,IK-02-00471,IK-04-00868,IK02,IK04,telecom,0.857,0.55,none,0,11.1,1
E-001374,IK-03-00784,IK-04-00868,IK03,IK04,ict,0.258,0.63,partial,0,9.5,0
E-001375,IK-03-00708,IK-04-00868,IK03,IK04,ict,0.258,0.56,partial,0,4.2,0
E-001376,IK-01-00186,IK-04-00869,IK01,IK04,electricity,0.551,0.0,none,0,6.5,0
E-001377,IK-02-00471,IK-04-00869,IK02,IK04,telecom,0.426,0.75,partial,0,2.3,0
E-001378,IK-02-00467,IK-04-00869,IK02,IK04,telecom,0.426,0.33,partial,0,9.2,1
E-001379,IK-03-00799,IK-04-00869,IK03,IK04,ict,0.256,1.06,partial,0,9.9,0
E-001380,IK-03-00696,IK-04-00869,IK03,IK04,ict,0.256,1.02,partial,0,2.5,0
E-001381,IK-01-00121,IK-04-00870,IK01,IK04,electricity,0.284,0.0,partial,0,11.2,0
E-001382,IK-01-00069,IK-04-00870,IK01,IK04,electricity,0.284,0.0,partial,0,9.1,0
E-001383,IK-02-00472,IK-04-00870,IK02,IK04,telecom,0.393,0.69,full,0,11.9,0
E-001384,IK-02-00465,IK-04-00870,IK02,IK04,telecom,0.393,0.44,full,0,6.3,0
E-001385,IK-03-00745,IK-04-00870,IK03,IK04,ict,0.572,1.0,none,0,17.5,0
E-001386,IK-01-00215,IK-04-00871,IK01,IK04,electricity,0.557,0.0,none,0,6.0,0
E-001387,IK-02-00470,IK-04-00871,IK02,IK04,telecom,0.938,0.64,none,0,6.5,0
E-001388,IK-03-00734,IK-04-00871,IK03,IK04,ict,0.276,0.94,partial,0,9.2,0
E-001389,IK-03-00744,IK-04-00871,IK03,IK04,ict,0.276,0.69,partial,0,5.1,0
E-001390,IK-01-00227,IK-04-00872,IK01,IK04,electricity,0.277,0.0,partial,0,1.0,0
E-001391,IK-01-00158,IK-04-00872,IK01,IK04,electricity,0.277,0.0,partial,0,9.4,0
E-001392,IK-02-00457,IK-04-00872,IK02,IK04,telecom,0.44,0.74,partial,0,6.2,0
E-001393,IK-02-00441,IK-04-00872,IK02,IK04,telecom,0.44,0.64,partial,0,1.9,0
E-001394,IK-03-00760,IK-04-00872,IK03,IK04,ict,0.574,0.56,none,0,1.0,1
E-001395,IK-01-00118,IK-04-00873,IK01,IK04,electricity,0.267,0.0,partial,0,3.9,1
E-001396,IK-01-00116,IK-04-00873,IK01,IK04,electricity,0.267,0.0,partial,0,5.7,0
E-001397,IK-02-00467,IK-04-00873,IK02,IK04,telecom,0.364,0.25,partial,0,6.7,0
E-001398,IK-02-00427,IK-04-00873,IK02,IK04,telecom,0.364,0.58,partial,0,2.7,1
E-001399,IK-03-00811,IK-04-00873,IK03,IK04,ict,0.326,0.74,partial,0,1.2,0
E-001400,IK-03-00696,IK-04-00873,IK03,IK04,ict,0.326,0.66,partial,0,7.7,0
E-001401,IK-01-00089,IK-04-00874,IK01,IK04,electricity,0.6,0.0,none,0,6.3,1
E-001402,IK-02-00457,IK-04-00874,IK02,IK04,telecom,0.389,0.78,partial,0,5.5,1
E-001403,IK-02-00441,IK-04-00874,IK02,IK04,telecom,0.389,0.22,partial,0,4.5,0
E-001404,IK-03-00687,IK-04-00874,IK03,IK04,ict,0.287,0.56,partial,0,10.7,0
E-001405,IK-03-00743,IK-04-00874,IK03,IK04,ict,0.287,0.92,partial,0,8.7,0
E-001406,IK-01-00121,IK-04-00875,IK01,IK04,electricity,0.291,0.0,partial,0,5.3,0
E-001407,IK-01-00069,IK-04-00875,IK01,IK04,electricity,0.291,0.0,partial,0,4.3,1
E-001408,IK-02-00472,IK-04-00875,IK02,IK04,telecom,0.46,0.76,partial,0,11.5,1
E-001409,IK-02-00465,IK-04-00875,IK02,IK04,telecom,0.46,0.6,partial,0,8.9,0
E-001410,IK-03-00749,IK-04-00875,IK03,IK04,ict,0.651,0.58,none,0,8.2,1
E-001411,IK-01-00158,IK-04-00876,IK01,IK04,electricity,0.55,0.0,none,0,12.5,0
E-001412,IK-02-00457,IK-04-00876,IK02,IK04,telecom,0.751,0.27,none,0,5.6,0
E-001413,IK-03-00743,IK-04-00876,IK03,IK04,ict,0.562,0.87,none,0,4.9,1
E-001414,IK-01-00157,IK-04-00877,IK01,IK04,electricity,0.302,0.0,partial,0,7.5,0
E-001415,IK-01-00144,IK-04-00877,IK01,IK04,electricity,0.302,0.0,partial,0,9.4,0
E-001416,IK-02-00466,IK-04-00877,IK02,IK04,telecom,0.412,0.48,partial,0,1.0,0
E-001417,IK-02-00428,IK-04-00877,IK02,IK04,telecom,0.412,0.57,partial,0,7.1,0
E-001418,IK-03-00710,IK-04-00877,IK03,IK04,ict,0.264,0.75,partial,0,6.6,1
E-001419,IK-03-00730,IK-04-00877,IK03,IK04,ict,0.264,0.69,partial,0,7.2,0
E-001420,IK-01-00078,IK-04-00878,IK01,IK04,electricity,0.249,0.0,partial,0,4.2,1
E-001421,IK-01-00071,IK-04-00878,IK01,IK04,electricity,0.249,0.0,partial,0,7.6,0
E-001422,IK-02-00464,IK-04-00878,IK02,IK04,telecom,0.821,0.56,none,0,10.6,0
E-001423,IK-03-00712,IK-04-00878,IK03,IK04,ict,0.625,0.61,none,0,5.8,1
E-001424,IK-01-00135,IK-04-00879,IK01,IK04,electricity,0.582,0.0,none,0,11.9,0
E-001425,IK-02-00444,IK-04-00879,IK02,IK04,telecom,0.884,0.39,none,0,3.3,1
E-001426,IK-03-00820,IK-04-00879,IK03,IK04,ict,0.644,0.95,none,0,7.9,0
E-001427,IK-01-00092,IK-04-00880,IK01,IK04,electricity,0.266,0.0,partial,0,16.6,0
E-001428,IK-01-00097,IK-04-00880,IK01,IK04,electricity,0.266,0.0,partial,0,10.3,1
E-001429,IK-02-00441,IK-04-00880,IK02,IK04,telecom,0.771,0.5,none,0,8.6,1
E-001430,IK-03-00709,IK-04-00880,IK03,IK04,ict,0.58,0.79,none,0,11.3,0
E-001431,IK-01-00134,IK-04-00881,IK01,IK04,electricity,0.294,0.0,partial,0,7.1,0
E-001432,IK-01-00056,IK-04-00881,IK01,IK04,electricity,0.294,0.0,partial,0,3.4,0
E-001433,IK-02-00446,IK-04-00881,IK02,IK04,telecom,0.737,0.37,none,0,6.3,1
E-001434,IK-03-00773,IK-04-00881,IK03,IK04,ict,0.513,0.8,none,0,8.7,0
E-001435,IK-01-00125,IK-04-00882,IK01,IK04,electricity,0.234,0.0,partial,0,10.4,0
E-001436,IK-01-00076,IK-04-00882,IK01,IK04,electricity,0.234,0.0,partial,0,1.0,0
E-001437,IK-02-00454,IK-04-00882,IK02,IK04,telecom,0.409,0.71,partial,0,11.7,0
E-001438,IK-02-00452,IK-04-00882,IK02,IK04,telecom,0.409,0.74,partial,1,9.1,0
E-001439,IK-03-00801,IK-04-00882,IK03,IK04,ict,0.33,0.68,partial,0,14.0,0
E-001440,IK-03-00774,IK-04-00882,IK03,IK04,ict,0.33,1.05,partial,0,9.0,0
E-001441,IK-01-00211,IK-04-00883,IK01,IK04,electricity,0.55,0.0,none,0,8.3,1
E-001442,IK-02-00424,IK-04-00883,IK02,IK04,telecom,0.392,0.77,partial,0,5.5,0
E-001443,IK-02-00443,IK-04-00883,IK02,IK04,telecom,0.392,0.22,partial,0,10.4,0
E-001444,IK-03-00788,IK-04-00883,IK03,IK04,ict,0.328,1.03,partial,0,1.0,0
E-001445,IK-03-00704,IK-04-00883,IK03,IK04,ict,0.328,0.61,partial,0,4.6,1
E-001446,IK-01-00151,IK-04-00884,IK01,IK04,electricity,0.264,0.0,partial,0,5.6,0
