node_id,node_name,system_code,voivodeship_code,criticality_class,operator_name,protection_plan_status,responsiveness_score,population_served
IK-05-00936,magazyn rezerw strategicznych podkarpackie-miejski-23-01-00936,IK05,18,K2,Sieć Chłodni Polska (fikc.),w aktualizacji,30.4,401686
IK-09-01907,baza lotniczego pogotowia pomorskie-centralny-16-05-01907,IK09,22,K2,Urząd Wojewódzki (fikc.),brak,52.9,400994
IK-07-01611,bank krwi / magazyn farmaceutyczny łódzkie-wschodni-08-03-01611,IK07,10,K1,Samodzielny Publiczny ZOZ (fikc.),brak,9.7,400993
IK-03-00750,węzeł sieci rządowej dolnośląskie-centralny-10-04-00750,IK03,02,K2,Centrum Informatyki Państwowej (fikc.),w aktualizacji,51.4,390697
IK-03-00786,system rejestrów państwowych świętokrzyskie-południowy-13-03-00786,IK03,26,K2,Centrum Informatyki Państwowej (fikc.),zatwierdzony,89.9,381893
IK-02-00457,węzeł szkieletowy telekom podkarpackie-południowy-13-03-00457,IK02,18,K1,Telko Alfa S.A. (fikc.),brak,7.6,380896
IK-01-00343,magazyn/terminal paliw lubuskie-południowy-01-01-00343,IK01,08,K1,Paliwa Krajowe S.A. (fikc.),zatwierdzony,72.9,379069
IK-04-00881,centrum przetwarzania banku opolskie-północny-06-07-00881,IK04,16,K2,Izba Rozliczeniowa (fikc.),w aktualizacji,49.8,375729
IK-02-00422,węzeł szkieletowy telekom mazowieckie-zachodni-27-02-00422,IK02,14,K1,Telko Gamma S.A. (fikc.),brak,68.9,373480
IK-07-01411,szpital wielospecjalistyczny lubelskie-wschodni-02-03-01411,IK07,06,K1,Sieć Medyczna Vita (fikc.),brak,73.3,367956
IK-02-00473,węzeł szkieletowy telekom opolskie-zachodni-09-02-00473,IK02,16,K1,Telko Alfa S.A. (fikc.),w aktualizacji,3.0,366293
IK-02-00435,węzeł szkieletowy telekom śląskie-miejski-35-02-00435,IK02,24,K2,Telko Gamma S.A. (fikc.),,,364682
IK-04-00863,centrum przetwarzania banku zachodniopomorskie-zachodni-21-02-00863,IK04,32,K2,Bank Krajowy S.A. (fikc.),w aktualizacji,47.3,364160
IK-07-01403,szpital wielospecjalistyczny podlaskie-miejski-11-04-01403,IK07,20,K1,Sieć Medyczna Vita (fikc.),zatwierdzony,31.4,361846
IK-10-01959,centrum zarządzania kryzysowego dolnośląskie-miejski-05-05-01959,IK10,02,K1,Urząd Gminy (fikc.),,,355463
IK-10-01929,centrum zarządzania kryzysowego dolnośląskie-centralny-10-06-01929,IK10,02,K1,Urząd Gminy (fikc.),brak,49.5,355113
IK-07-01413,szpital wielospecjalistyczny dolnośląskie-północny-18-02-01413,IK07,02,K1,Sieć Medyczna Vita (fikc.),w aktualizacji,21.1,354495
IK-03-00814,system rejestrów państwowych lubuskie-południowy-07-03-00814,IK03,08,K2,Centrum Informatyki Państwowej (fikc.),brak,30.5,354313
IK-05-00937,magazyn rezerw strategicznych wielkopolskie-południowy-01-01-00937,IK05,30,K1,Spółdzielnia Spożywcza (fikc.),zatwierdzony,73.0,351602
IK-04-00876,centrum przetwarzania banku podkarpackie-miejski-17-04-00876,IK04,18,K2,Izba Rozliczeniowa (fikc.),,,349190
IK-04-00862,centrum przetwarzania banku opolskie-centralny-10-06-00862,IK04,16,K1,Izba Rozliczeniowa (fikc.),zatwierdzony,45.9,346092
IK-02-00480,węzeł szkieletowy telekom podlaskie-miejski-11-06-00480,IK02,20,K2,Telko Gamma S.A. (fikc.),w aktualizacji,19.0,342189
IK-04-00874,centrum przetwarzania banku podkarpackie-północny-12-01-00874,IK04,18,K2,Bank Regionalny S.A. (fikc.),,,342165
IK-07-01366,szpital wielospecjalistyczny zachodniopomorskie-zachodni-21-06-01366,IK07,32,K1,Samodzielny Publiczny ZOZ (fikc.),brak,20.7,341968
IK-03-00771,węzeł sieci rządowej opolskie-miejski-05-03-00771,IK03,16,K1,Chmura Krajowa Sp. z o.o. (fikc.),brak,61.2,340362
IK-10-01935,centrum zarządzania kryzysowego świętokrzyskie-wschodni-02-06-01935,IK10,26,K2,Starostwo Powiatowe (fikc.),brak,46.8,336758
IK-03-00746,węzeł sieci rządowej lubelskie-zachodni-21-01-00746,IK03,06,K1,Chmura Krajowa Sp. z o.o. (fikc.),,,335956
IK-08-01669,węzeł kolejowy lubuskie-zachodni-03-02-01669,IK08,08,K2,Porty Lotnicze (fikc.),,,335906
IK-08-01760,port morski/rzeczny małopolskie-południowy-01-06-01760,IK08,12,K2,Porty Lotnicze (fikc.),w aktualizacji,37.7,334534
IK-01-00033,stacja NN 400/220 kV opolskie-południowy-07-06-00033,IK01,16,K1,OSD Zachód (fikc.),zatwierdzony,64.6,333334
IK-07-01577,bank krwi / magazyn farmaceutyczny wielkopolskie-zachodni-15-03-01577,IK07,30,K2,Sieć Medyczna Vita (fikc.),zatwierdzony,78.4,330871
IK-02-00423,węzeł szkieletowy telekom warmińsko-mazurskie-południowy-07-02-00423,IK02,28,K1,Telko Alfa S.A. (fikc.),brak,25.0,326647
IK-10-01932,centrum zarządzania kryzysowego łódzkie-wschodni-08-06-01932,IK10,10,K1,Urząd Wojewódzki (fikc.),w aktualizacji,11.0,325455
IK-10-01987,centrum zarządzania kryzysowego śląskie-północny-30-03-01987,IK10,24,K2,Urząd Gminy (fikc.),,,321017
IK-08-01794,centrum sterowania ruchem kujawsko-pomorskie-wschodni-20-01-01794,IK08,04,K2,Kolej Krajowa S.A. (fikc.),,,313449
IK-03-00735,węzeł sieci rządowej dolnośląskie-zachodni-27-01-00735,IK03,02,K1,Centrum Informatyki Państwowej (fikc.),brak,13.4,312668
IK-03-00739,węzeł sieci rządowej opolskie-północny-12-02-00739,IK03,16,K1,Centrum Informatyki Państwowej (fikc.),brak,72.3,310208
IK-05-00935,magazyn rezerw strategicznych łódzkie-miejski-17-04-00935,IK05,10,K1,Sieć Chłodni Polska (fikc.),w aktualizacji,62.9,309431
IK-03-00698,centrum przetwarzania danych opolskie-południowy-01-03-00698,IK03,16,K1,Centrum Informatyki Państwowej (fikc.),brak,66.1,309356
IK-07-01374,szpital wielospecjalistyczny dolnośląskie-zachodni-03-05-01374,IK07,02,K1,Samodzielny Publiczny ZOZ (fikc.),,,306936
IK-01-00371,magazyn/terminal paliw lubelskie-północny-18-02-00371,IK01,06,K2,OSD Zachód (fikc.),,,302117
IK-07-01579,bank krwi / magazyn farmaceutyczny kujawsko-pomorskie-północny-06-01-01579,IK07,04,K2,Sieć Medyczna Vita (fikc.),,,298753
IK-05-00924,magazyn rezerw strategicznych dolnośląskie-wschodni-26-02-00924,IK05,02,K2,Sieć Chłodni Polska (fikc.),w aktualizacji,26.8,298469
IK-03-00780,węzeł sieci rządowej kujawsko-pomorskie-wschodni-20-02-00780,IK03,04,K2,Chmura Krajowa Sp. z o.o. (fikc.),zatwierdzony,26.2,295185
IK-03-00763,węzeł sieci rządowej dolnośląskie-wschodni-26-05-00763,IK03,02,K1,Chmura Krajowa Sp. z o.o. (fikc.),brak,23.5,294527
IK-07-01572,bank krwi / magazyn farmaceutyczny wielkopolskie-wschodni-14-04-01572,IK07,30,K2,Samodzielny Publiczny ZOZ (fikc.),zatwierdzony,50.3,294188
IK-03-00733,węzeł sieci rządowej lubelskie-miejski-23-02-00733,IK03,06,K2,Centrum Informatyki Państwowej (fikc.),w aktualizacji,75.1,290858
IK-02-00426,węzeł szkieletowy telekom opolskie-zachodni-09-06-00426,IK02,16,K1,Telko Beta S.A. (fikc.),,,290271
IK-08-01621,węzeł kolejowy dolnośląskie-północny-18-07-01621,IK08,02,K2,Porty Lotnicze (fikc.),w aktualizacji,27.1,288934
IK-08-01771,port morski/rzeczny pomorskie-centralny-04-04-01771,IK08,22,K2,Porty Lotnicze (fikc.),,,288227
IK-01-00328,tłocznia gazu opolskie-zachodni-03-07-00328,IK01,16,K2,Paliwa Krajowe S.A. (fikc.),w aktualizacji,3.0,280958
IK-01-00325,tłocznia gazu śląskie-zachodni-15-05-00325,IK01,24,K2,OSD Zachód (fikc.),brak,52.2,280207
IK-04-00888,centrum przetwarzania banku dolnośląskie-wschodni-08-07-00888,IK04,02,K2,Bank Krajowy S.A. (fikc.),,,278937
IK-01-00332,magazyn/terminal paliw dolnośląskie-centralny-10-06-00332,IK01,02,K2,Gazoprzesył S.A. (fikc.),zatwierdzony,41.5,277808
IK-03-00762,węzeł sieci rządowej dolnośląskie-centralny-16-01-00762,IK03,02,K2,Chmura Krajowa Sp. z o.o. (fikc.),brak,41.7,277373
IK-07-01571,bank krwi / magazyn farmaceutyczny świętokrzyskie-miejski-11-04-01571,IK07,26,K2,Samodzielny Publiczny ZOZ (fikc.),w aktualizacji,21.0,276198
IK-08-01649,węzeł kolejowy lubuskie-wschodni-08-05-01649,IK08,08,K2,Zarząd Dróg (fikc.),brak,59.1,275619
IK-03-00744,węzeł sieci rządowej świętokrzyskie-zachodni-09-04-00744,IK03,26,K2,Centrum Informatyki Państwowej (fikc.),,,275408
IK-08-01814,centrum sterowania ruchem opolskie-wschodni-02-01-01814,IK08,16,K2,Kolej Krajowa S.A. (fikc.),,,275039
IK-02-00445,węzeł szkieletowy telekom dolnośląskie-wschodni-26-02-00445,IK02,02,K2,Telko Beta S.A. (fikc.),,,275013
IK-07-01365,szpital wielospecjalistyczny małopolskie-miejski-17-01-01365,IK07,12,K1,Samodzielny Publiczny ZOZ (fikc.),w aktualizacji,55.2,274711
IK-04-00857,centrum przetwarzania banku wielkopolskie-wschodni-14-01-00857,IK04,30,K2,Bank Krajowy S.A. (fikc.),w aktualizacji,50.8,273246
IK-08-01660,węzeł kolejowy lubelskie-centralny-16-04-01660,IK08,06,K2,Porty Lotnicze (fikc.),w aktualizacji,34.6,270379
IK-08-01707,most/przeprawa krytyczna lubelskie-wschodni-14-03-01707,IK08,06,K2,Kolej Krajowa S.A. (fikc.),,,270214
IK-05-00969,chłodnia składowa małopolskie-zachodni-21-03-00969,IK05,12,K2,Spółdzielnia Spożywcza (fikc.),,,269495
IK-07-01384,szpital wielospecjalistyczny opolskie-południowy-01-01-01384,IK07,16,K1,Szpital Wojewódzki (fikc.),brak,52.0,267567
IK-01-00361,magazyn/terminal paliw małopolskie-miejski-11-06-00361,IK01,12,K2,Operator Przesyłowy S.A. (fikc.),w aktualizacji,27.9,263995
IK-08-01811,centrum sterowania ruchem dolnośląskie-centralny-10-04-01811,IK08,02,K2,Zarząd Dróg (fikc.),zatwierdzony,26.9,263703
IK-08-01653,węzeł kolejowy śląskie-północny-06-06-01653,IK08,24,K2,Zarząd Dróg (fikc.),brak,40.8,263650
IK-04-00849,centrum przetwarzania banku dolnośląskie-miejski-05-07-00849,IK04,02,K2,Bank Regionalny S.A. (fikc.),w aktualizacji,3.0,260105
IK-06-01163,stacja uzdatniania wody lubuskie-miejski-11-04-01163,IK06,08,K2,Wodociągi Miejskie (fikc.),brak,50.7,259015
IK-02-00452,węzeł szkieletowy telekom świętokrzyskie-wschodni-08-04-00452,IK02,26,K2,Telko Gamma S.A. (fikc.),brak,45.5,258255
IK-01-00308,tłocznia gazu podkarpackie-miejski-17-05-00308,IK01,18,K1,Paliwa Krajowe S.A. (fikc.),brak,24.4,257315
IK-02-00443,węzeł szkieletowy telekom dolnośląskie-zachodni-15-05-00443,IK02,02,K2,Telko Beta S.A. (fikc.),zatwierdzony,41.5,256925
IK-01-00364,magazyn/terminal paliw dolnośląskie-centralny-28-07-00364,IK01,02,K1,OSD Zachód (fikc.),,,254911
IK-08-01789,centrum sterowania ruchem mazowieckie-miejski-35-02-01789,IK08,14,K2,Zarząd Dróg (fikc.),,,254447
IK-07-01595,bank krwi / magazyn farmaceutyczny warmińsko-mazurskie-wschodni-08-06-01595,IK07,28,K2,Szpital Wojewódzki (fikc.),w aktualizacji,24.0,252860
IK-08-01756,port lotniczy opolskie-miejski-05-03-01756,IK08,16,K2,Porty Lotnicze (fikc.),,,252277
IK-03-00775,węzeł sieci rządowej lubelskie-południowy-19-01-00775,IK03,06,K1,Centrum Informatyki Państwowej (fikc.),,,250462
IK-01-00324,tłocznia gazu wielkopolskie-wschodni-08-04-00324,IK01,30,K2,Gazoprzesył S.A. (fikc.),w aktualizacji,24.1,249474
IK-04-00850,centrum przetwarzania banku małopolskie-centralny-22-05-00850,IK04,12,K2,Bank Regionalny S.A. (fikc.),brak,76.6,249068
IK-03-00773,węzeł sieci rządowej opolskie-północny-12-03-00773,IK03,16,K2,Chmura Krajowa Sp. z o.o. (fikc.),zatwierdzony,60.0,248652
IK-08-01615,węzeł kolejowy podlaskie-miejski-11-04-01615,IK08,20,K2,Porty Lotnicze (fikc.),brak,46.8,247155
IK-05-00948,magazyn rezerw strategicznych małopolskie-wschodni-02-02-00948,IK05,12,K2,Agencja Rezerw (fikc.),,,245989
IK-10-01933,centrum zarządzania kryzysowego podlaskie-południowy-07-06-01933,IK10,20,K1,Urząd Wojewódzki (fikc.),brak,64.5,245858
IK-07-01593,bank krwi / magazyn farmaceutyczny opolskie-wschodni-02-01-01593,IK07,16,K2,Sieć Medyczna Vita (fikc.),,,245141
IK-07-01418,szpital wielospecjalistyczny opolskie-wschodni-02-06-01418,IK07,16,K1,Szpital Wojewódzki (fikc.),zatwierdzony,49.7,244690
IK-04-00900,hurtownia wartości/gotówki wielkopolskie-wschodni-32-03-00900,IK04,30,K2,Izba Rozliczeniowa (fikc.),,,244207
IK-10-01966,centrum zarządzania kryzysowego podkarpackie-zachodni-15-01-01966,IK10,18,K1,Starostwo Powiatowe (fikc.),brak,29.4,242206
IK-08-01797,centrum sterowania ruchem dolnośląskie-północny-06-04-01797,IK08,02,K2,Porty Lotnicze (fikc.),,,239586
IK-10-01965,centrum zarządzania kryzysowego dolnośląskie-miejski-17-07-01965,IK10,02,K1,Urząd Gminy (fikc.),zatwierdzony,39.8,238265
IK-01-00342,magazyn/terminal paliw dolnośląskie-miejski-23-06-00342,IK01,02,K2,Gazoprzesył S.A. (fikc.),brak,31.4,235806
IK-10-01930,centrum zarządzania kryzysowego dolnośląskie-południowy-13-01-01930,IK10,02,K1,Urząd Wojewódzki (fikc.),zatwierdzony,66.0,230577
IK-05-00925,magazyn rezerw strategicznych dolnośląskie-wschodni-14-01-00925,IK05,02,K2,Spółdzielnia Spożywcza (fikc.),brak,16.5,229928
IK-01-00372,magazyn/terminal paliw opolskie-centralny-10-02-00372,IK01,16,K2,Operator Przesyłowy S.A. (fikc.),,,229920
IK-07-01387,szpital wielospecjalistyczny dolnośląskie-północny-12-01-01387,IK07,02,K1,Szpital Wojewódzki (fikc.),,,229537
IK-08-01802,centrum sterowania ruchem małopolskie-centralny-10-03-01802,IK08,12,K2,Porty Lotnicze (fikc.),,,228650
IK-10-02018,węzeł teleinformatyczny urzędu dolnośląskie-miejski-17-03-02018,IK10,02,K2,Urząd Gminy (fikc.),brak,27.2,224251
IK-08-01693,most/przeprawa krytyczna kujawsko-pomorskie-centralny-04-01-01693,IK08,04,K2,Zarząd Dróg (fikc.),w aktualizacji,38.9,222489
IK-07-01587,bank krwi / magazyn farmaceutyczny dolnośląskie-centralny-04-01-01587,IK07,02,K2,Sieć Medyczna Vita (fikc.),zatwierdzony,14.9,222229
IK-01-00370,magazyn/terminal paliw dolnośląskie-północny-18-02-00370,IK01,02,K2,Operator Przesyłowy S.A. (fikc.),brak,38.7,218663
IK-10-01955,centrum zarządzania kryzysowego łódzkie-południowy-19-01-01955,IK10,10,K1,Urząd Gminy (fikc.),brak,66.9,218552
IK-01-00362,magazyn/terminal paliw zachodniopomorskie-zachodni-03-05-00362,IK01,32,K2,OSD Południe (fikc.),,,216835
IK-03-00774,węzeł sieci rządowej łódzkie-centralny-04-07-00774,IK03,10,K2,Centrum Informatyki Państwowej (fikc.),,,216592
IK-01-00351,magazyn/terminal paliw świętokrzyskie-południowy-07-05-00351,IK01,26,K2,OSD Zachód (fikc.),zatwierdzony,14.7,216077
IK-08-01772,centrum sterowania ruchem podlaskie-wschodni-08-05-01772,IK08,20,K2,Zarząd Dróg (fikc.),,,215494
IK-01-00040,stacja NN 400/220 kV pomorskie-północny-18-03-00040,IK01,22,K1,Operator Przesyłowy S.A. (fikc.),w aktualizacji,43.8,214693
IK-04-00883,centrum przetwarzania banku dolnośląskie-południowy-07-06-00883,IK04,02,K2,Izba Rozliczeniowa (fikc.),w aktualizacji,3.0,213296
IK-01-00365,magazyn/terminal paliw opolskie-południowy-07-01-00365,IK01,16,K1,Operator Przesyłowy S.A. (fikc.),zatwierdzony,56.2,212704
IK-10-01989,węzeł teleinformatyczny urzędu łódzkie-miejski-05-07-01989,IK10,10,K2,Urząd Wojewódzki (fikc.),brak,55.4,211167
IK-01-00333,magazyn/terminal paliw dolnośląskie-miejski-29-04-00333,IK01,02,K2,Operator Przesyłowy S.A. (fikc.),,,209380
IK-08-01640,węzeł kolejowy opolskie-północny-06-06-01640,IK08,16,K2,Porty Lotnicze (fikc.),zatwierdzony,100.0,209331
IK-07-01422,szpital wielospecjalistyczny opolskie-wschodni-08-06-01422,IK07,16,K2,Szpital Wojewódzki (fikc.),w aktualizacji,15.3,209315
IK-05-00923,magazyn rezerw strategicznych dolnośląskie-zachodni-27-06-00923,IK05,02,K1,Agencja Rezerw (fikc.),brak,68.1,208480
IK-01-00286,elektrociepłownia dolnośląskie-miejski-29-06-00286,IK01,02,K1,Paliwa Krajowe S.A. (fikc.),w aktualizacji,58.9,206025
IK-08-01665,węzeł kolejowy dolnośląskie-południowy-19-06-01665,IK08,02,K1,Porty Lotnicze (fikc.),zatwierdzony,55.6,205728
IK-01-00323,tłocznia gazu opolskie-południowy-07-06-00323,IK01,16,K1,Gazoprzesył S.A. (fikc.),brak,64.5,204870
IK-10-01945,centrum zarządzania kryzysowego łódzkie-wschodni-14-01-01945,IK10,10,K1,Urząd Gminy (fikc.),brak,75.5,203634
IK-04-00868,centrum przetwarzania banku opolskie-wschodni-08-07-00868,IK04,16,K2,Bank Krajowy S.A. (fikc.),w aktualizacji,33.3,203522
IK-01-00306,tłocznia gazu podlaskie-centralny-16-06-00306,IK01,20,K1,Gazoprzesył S.A. (fikc.),zatwierdzony,9.0,200596
IK-06-01235,stacja uzdatniania wody podlaskie-wschodni-08-01-01235,IK06,20,K2,Wodociągi Miejskie (fikc.),zatwierdzony,3.0,199226
IK-04-00898,hurtownia wartości/gotówki opolskie-wschodni-08-01-00898,IK04,16,K2,Bank Krajowy S.A. (fikc.),,,197546
IK-03-00791,system rejestrów państwowych śląskie-wschodni-08-06-00791,IK03,24,K1,Chmura Krajowa Sp. z o.o. (fikc.),brak,49.4,192586
IK-08-01627,węzeł kolejowy zachodniopomorskie-południowy-13-01-01627,IK08,32,K2,Zarząd Dróg (fikc.),brak,41.4,191290
IK-10-01969,centrum zarządzania kryzysowego wielkopolskie-wschodni-08-04-01969,IK10,30,K1,Urząd Wojewódzki (fikc.),zatwierdzony,12.2,189786
IK-07-01590,bank krwi / magazyn farmaceutyczny świętokrzyskie-miejski-05-01-01590,IK07,26,K2,Szpital Wojewódzki (fikc.),brak,19.0,189228
IK-01-00347,magazyn/terminal paliw pomorskie-północny-06-06-00347,IK01,22,K2,OSD Południe (fikc.),brak,55.1,188000
IK-10-02005,węzeł teleinformatyczny urzędu warmińsko-mazurskie-zachodni-21-06-02005,IK10,28,K2,Starostwo Powiatowe (fikc.),,,186317
IK-07-01381,szpital wielospecjalistyczny dolnośląskie-centralny-22-01-01381,IK07,02,K1,Samodzielny Publiczny ZOZ (fikc.),zatwierdzony,61.3,183294
IK-01-00358,magazyn/terminal paliw zachodniopomorskie-wschodni-20-03-00358,IK01,32,K2,OSD Południe (fikc.),,,183276
IK-04-00916,hurtownia wartości/gotówki dolnośląskie-centralny-04-03-00916,IK04,02,K2,Bank Regionalny S.A. (fikc.),,,183145
IK-01-00231,GPZ 110/SN opolskie-zachodni-09-01-00231,IK01,16,K2,Gazoprzesył S.A. (fikc.),,,180474
IK-08-01691,most/przeprawa krytyczna łódzkie-południowy-19-01-01691,IK08,10,K2,Zarząd Dróg (fikc.),brak,4.6,177753
IK-08-01622,węzeł kolejowy opolskie-południowy-01-04-01622,IK08,16,K1,Kolej Krajowa S.A. (fikc.),zatwierdzony,74.2,177597
IK-05-00978,chłodnia składowa dolnośląskie-zachodni-21-01-00978,IK05,02,K2,Sieć Chłodni Polska (fikc.),brak,41.6,177077
IK-08-01664,węzeł kolejowy lubuskie-południowy-01-05-01664,IK08,08,K1,Porty Lotnicze (fikc.),zatwierdzony,22.1,176726
IK-10-02007,węzeł teleinformatyczny urzędu podlaskie-południowy-01-05-02007,IK10,20,K2,Starostwo Powiatowe (fikc.),w aktualizacji,16.9,176273
IK-07-01439,szpital powiatowy podkarpackie-centralny-22-02-01439,IK07,18,K2,Szpital Wojewódzki (fikc.),,,176026
IK-10-01931,centrum zarządzania kryzysowego wielkopolskie-wschodni-14-06-01931,IK10,30,K1,Urząd Gminy (fikc.),brak,49.2,175607
IK-10-02044,węzeł teleinformatyczny urzędu dolnośląskie-północny-06-04-02044,IK10,02,K2,Urząd Gminy (fikc.),brak,53.4,174201
IK-01-00172,GPZ 110/SN zachodniopomorskie-zachodni-09-05-00172,IK01,32,K2,Paliwa Krajowe S.A. (fikc.),zatwierdzony,33.4,171393
IK-08-01765,port morski/rzeczny zachodniopomorskie-południowy-13-04-01765,IK08,32,K2,Kolej Krajowa S.A. (fikc.),brak,43.6,170894
IK-08-01645,węzeł kolejowy podlaskie-wschodni-08-06-01645,IK08,20,K2,Zarząd Dróg (fikc.),brak,89.6,169226
IK-08-01642,węzeł kolejowy śląskie-miejski-05-01-01642,IK08,24,K2,Porty Lotnicze (fikc.),,,166825
IK-08-01688,most/przeprawa krytyczna mazowieckie-wschodni-38-05-01688,IK08,14,K2,Kolej Krajowa S.A. (fikc.),brak,28.9,166063
IK-05-00964,chłodnia składowa mazowieckie-wschodni-38-07-00964,IK05,14,K2,Agencja Rezerw (fikc.),,,165887
IK-06-01061,ujęcie wody opolskie-południowy-07-07-01061,IK06,16,K2,Wodociągi Miejskie (fikc.),zatwierdzony,100.0,165491
IK-09-01879,jednostka ratowniczo-gaśnicza PSP dolnośląskie-miejski-29-07-01879,IK09,02,K2,Komenda Wojewódzka PSP (fikc.),zatwierdzony,54.6,165372
IK-07-01574,bank krwi / magazyn farmaceutyczny pomorskie-wschodni-14-05-01574,IK07,22,K2,Sieć Medyczna Vita (fikc.),,,164854
IK-03-00754,węzeł sieci rządowej dolnośląskie-północny-30-03-00754,IK03,02,K2,Chmura Krajowa Sp. z o.o. (fikc.),,,164746
IK-06-01364,oczyszczalnia ścieków dolnośląskie-północny-30-06-01364,IK06,02,K2,Zakład Wodociągowy Gminny (fikc.),w aktualizacji,30.1,164725
IK-01-00330,tłocznia gazu opolskie-północny-12-06-00330,IK01,16,K1,OSD Zachód (fikc.),,,164365
IK-10-01941,centrum zarządzania kryzysowego dolnośląskie-centralny-28-04-01941,IK10,02,K1,Urząd Gminy (fikc.),brak,75.4,163415
IK-01-00314,tłocznia gazu świętokrzyskie-zachodni-03-06-00314,IK01,26,K1,Paliwa Krajowe S.A. (fikc.),brak,27.0,163018
IK-08-01704,most/przeprawa krytyczna lubelskie-miejski-05-03-01704,IK08,06,K2,Kolej Krajowa S.A. (fikc.),,,162649
IK-07-01391,szpital wielospecjalistyczny mazowieckie-południowy-13-07-01391,IK07,14,K1,Sieć Medyczna Vita (fikc.),zatwierdzony,51.6,160126
IK-08-01712,most/przeprawa krytyczna opolskie-miejski-05-07-01712,IK08,16,K2,Porty Lotnicze (fikc.),,,160041
IK-08-01634,węzeł kolejowy kujawsko-pomorskie-centralny-10-07-01634,IK08,04,K2,Zarząd Dróg (fikc.),,,159568
IK-05-00979,chłodnia składowa śląskie-północny-18-04-00979,IK05,24,K2,Spółdzielnia Spożywcza (fikc.),w aktualizacji,55.9,158963
IK-06-01101,ujęcie wody lubelskie-południowy-07-04-01101,IK06,06,K2,Zakład Wodociągowy Gminny (fikc.),brak,3.0,158863
IK-01-00271,elektrociepłownia opolskie-wschodni-08-01-00271,IK01,16,K1,Paliwa Krajowe S.A. (fikc.),zatwierdzony,78.8,156803
IK-07-01431,szpital powiatowy małopolskie-miejski-17-01-01431,IK07,12,K2,Samodzielny Publiczny ZOZ (fikc.),brak,25.2,155946
IK-08-01759,port lotniczy dolnośląskie-miejski-05-02-01759,IK08,02,K2,Zarząd Dróg (fikc.),zatwierdzony,17.7,155680
IK-07-01394,szpital wielospecjalistyczny opolskie-północny-06-04-01394,IK07,16,K1,Sieć Medyczna Vita (fikc.),,,151591
IK-09-01858,jednostka ratowniczo-gaśnicza PSP łódzkie-centralny-10-04-01858,IK09,10,K2,Komenda Wojewódzka PSP (fikc.),zatwierdzony,68.3,151590
IK-01-00304,tłocznia gazu podlaskie-północny-06-06-00304,IK01,20,K2,Gazoprzesył S.A. (fikc.),zatwierdzony,37.7,148670
IK-08-01652,węzeł kolejowy opolskie-południowy-07-03-01652,IK08,16,K2,Zarząd Dróg (fikc.),,,147514
IK-08-01762,port morski/rzeczny warmińsko-mazurskie-południowy-13-01-01762,IK08,28,K2,Porty Lotnicze (fikc.),brak,28.0,147211
IK-01-00224,GPZ 110/SN opolskie-południowy-07-03-00224,IK01,16,K2,OSD Południe (fikc.),w aktualizacji,26.1,145910
IK-07-01371,szpital wielospecjalistyczny dolnośląskie-północny-24-04-01371,IK07,02,K2,Samodzielny Publiczny ZOZ (fikc.),brak,54.1,145053
IK-07-01389,szpital wielospecjalistyczny opolskie-centralny-10-06-01389,IK07,16,K1,Szpital Wojewódzki (fikc.),zatwierdzony,15.0,144945
IK-08-01635,węzeł kolejowy warmińsko-mazurskie-wschodni-14-04-01635,IK08,28,K2,Zarząd Dróg (fikc.),w aktualizacji,23.0,144746
IK-01-00399,stacja redukcyjna gazu dolnośląskie-centralny-22-06-00399,IK01,02,K2,Paliwa Krajowe S.A. (fikc.),,,144633
IK-11-02051,zakład dużego ryzyka (ZDR) małopolskie-miejski-11-05-02051,IK11,12,K1,Agencja Materiałów Prom. (fikc.),brak,65.1,141468
IK-01-00317,tłocznia gazu opolskie-wschodni-02-01-00317,IK01,16,K2,OSD Zachód (fikc.),,,139378
IK-02-00649,węzeł agregacyjny/RAN hub lubelskie-zachodni-15-04-00649,IK02,06,K2,Telko Beta S.A. (fikc.),brak,82.0,138520
IK-07-01589,bank krwi / magazyn farmaceutyczny dolnośląskie-centralny-04-02-01589,IK07,02,K2,Sieć Medyczna Vita (fikc.),brak,34.1,138105
IK-06-01356,oczyszczalnia ścieków dolnośląskie-centralny-10-02-01356,IK06,02,K2,Zakład Wodociągowy Gminny (fikc.),w aktualizacji,27.9,137740
IK-06-01142,ujęcie wody zachodniopomorskie-centralny-10-05-01142,IK06,32,K2,Zakład Wodociągowy Gminny (fikc.),w aktualizacji,30.4,136674
IK-01-00090,GPZ 110/SN łódzkie-centralny-10-06-00090,IK01,10,K2,Operator Przesyłowy S.A. (fikc.),zatwierdzony,57.5,135109
IK-08-01763,port morski/rzeczny dolnośląskie-centralny-16-03-01763,IK08,02,K2,Zarząd Dróg (fikc.),,,134407
IK-01-00048,GPZ 110/SN lubelskie-wschodni-20-03-00048,IK01,06,K2,Paliwa Krajowe S.A. (fikc.),brak,33.7,134397
IK-06-01210,stacja uzdatniania wody wielkopolskie-miejski-17-04-01210,IK06,30,K2,Wodociągi Miejskie (fikc.),brak,61.1,133449
IK-04-00893,hurtownia wartości/gotówki kujawsko-pomorskie-centralny-10-06-00893,IK04,04,K2,Bank Krajowy S.A. (fikc.),brak,64.0,133408
IK-06-01098,ujęcie wody opolskie-południowy-01-02-01098,IK06,16,K2,Zakład Wodociągowy Gminny (fikc.),,,133265
