node_id,node_name,system_code,system_group,node_type,voivodeship_code,gmina_code,criticality_class,cascade_nodes,cascade_max_wave,cascade_systems,cascade_population,cascade_gminas,cascade_k1_nodes,first_secondary_hour,cascade_index,cascade_tier
IK-03-00750,węzeł sieci rządowej dolnośląskie-centralny-10-04-00750,IK03,ict,węzeł sieci rządowej,02,0210004,K2,2,1,2,0,0,0,0.66,4.03,marginalny
IK-06-01238,stacja uzdatniania wody dolnośląskie-miejski-17-05-01238,IK06,water,stacja uzdatniania wody,02,0217005,K2,2,1,1,24757,2,1,3.13,4.01,marginalny
IK-07-01583,bank krwi / magazyn farmaceutyczny wielkopolskie-centralny-16-02-01583,IK07,health,bank krwi / magazyn farmaceutyczny,30,3016002,K2,0,0,0,66912,1,0,0.0,3.96,marginalny
IK-06-01237,stacja uzdatniania wody lubelskie-północny-18-01-01237,IK06,water,stacja uzdatniania wody,06,0618001,K2,1,1,1,32565,2,0,3.24,3.94,marginalny
IK-06-01149,ujęcie wody dolnośląskie-południowy-25-03-01149,IK06,water,ujęcie wody,02,0225003,K2,2,1,1,29067,3,0,3.38,3.94,marginalny
IK-06-01229,stacja uzdatniania wody kujawsko-pomorskie-miejski-05-06-01229,IK06,water,stacja uzdatniania wody,04,0405006,K2,2,1,1,28919,3,0,3.06,3.93,marginalny
IK-06-01242,stacja uzdatniania wody dolnośląskie-wschodni-14-03-01242,IK06,water,stacja uzdatniania wody,02,0214003,K1,1,1,1,25896,2,1,3.48,3.88,marginalny
IK-06-01139,ujęcie wody zachodniopomorskie-południowy-19-02-01139,IK06,water,ujęcie wody,32,3219002,K2,1,1,1,30996,2,0,3.16,3.85,marginalny
IK-06-01189,stacja uzdatniania wody kujawsko-pomorskie-wschodni-20-01-01189,IK06,water,stacja uzdatniania wody,04,0420001,K2,1,1,1,25320,2,1,3.02,3.85,marginalny
IK-06-01093,ujęcie wody łódzkie-południowy-19-03-01093,IK06,water,ujęcie wody,10,1019003,K2,2,1,1,27226,3,0,3.13,3.83,marginalny
IK-06-01240,stacja uzdatniania wody dolnośląskie-zachodni-09-02-01240,IK06,water,stacja uzdatniania wody,02,0209002,K2,1,1,1,30441,2,0,3.1,3.82,marginalny
IK-06-01204,stacja uzdatniania wody wielkopolskie-centralny-22-04-01204,IK06,water,stacja uzdatniania wody,30,3022004,K2,2,1,1,21252,3,1,3.12,3.81,marginalny
IK-06-01128,ujęcie wody opolskie-centralny-10-03-01128,IK06,water,ujęcie wody,16,1610003,K3,1,1,1,29792,2,0,3.46,3.78,marginalny
IK-01-00323,tłocznia gazu opolskie-południowy-07-06-00323,IK01,energy,tłocznia gazu,16,1607006,K1,1,1,1,24092,2,1,33.7,3.78,marginalny
IK-06-01167,stacja uzdatniania wody dolnośląskie-miejski-05-06-01167,IK06,water,stacja uzdatniania wody,02,0205006,K2,1,1,1,24126,2,1,3.4,3.78,marginalny
IK-06-01195,stacja uzdatniania wody dolnośląskie-zachodni-21-07-01195,IK06,water,stacja uzdatniania wody,02,0221007,K3,1,1,1,29852,2,0,3.05,3.78,marginalny
IK-06-01177,stacja uzdatniania wody opolskie-południowy-01-02-01177,IK06,water,stacja uzdatniania wody,16,1601002,K2,2,1,1,19959,3,1,3.09,3.73,marginalny
IK-06-01136,ujęcie wody lubuskie-zachodni-03-03-01136,IK06,water,ujęcie wody,08,0803003,K3,1,1,1,27782,2,0,3.25,3.66,marginalny
IK-01-00388,stacja redukcyjna gazu dolnośląskie-północny-18-04-00388,IK01,energy,stacja redukcyjna gazu,02,0218004,K2,1,1,1,27380,2,0,51.8,3.64,marginalny
IK-06-01181,stacja uzdatniania wody dolnośląskie-miejski-05-02-01181,IK06,water,stacja uzdatniania wody,02,0205002,K2,2,1,1,18038,2,1,3.16,3.62,marginalny
IK-01-00315,tłocznia gazu opolskie-miejski-11-03-00315,IK01,energy,tłocznia gazu,16,1611003,K1,1,1,1,26841,1,0,35.7,3.61,marginalny
IK-01-00373,magazyn/terminal paliw świętokrzyskie-północny-12-02-00373,IK01,energy,magazyn/terminal paliw,26,2612002,K2,1,1,1,26879,2,0,20.5,3.61,marginalny
IK-06-01192,stacja uzdatniania wody dolnośląskie-zachodni-03-03-01192,IK06,water,stacja uzdatniania wody,02,0203003,K1,2,1,1,17799,3,1,3.01,3.6,marginalny
IK-01-00370,magazyn/terminal paliw dolnośląskie-północny-18-02-00370,IK01,energy,magazyn/terminal paliw,02,0218002,K2,1,1,1,21167,2,1,58.2,3.6,marginalny
IK-01-00312,tłocznia gazu śląskie-północny-36-01-00312,IK01,energy,tłocznia gazu,24,2436001,K1,1,1,1,26420,2,0,24.2,3.58,marginalny
IK-06-01113,ujęcie wody świętokrzyskie-południowy-07-03-01113,IK06,water,ujęcie wody,26,2607003,K3,1,1,1,20844,2,1,3.25,3.58,marginalny
IK-01-00329,tłocznia gazu dolnośląskie-miejski-29-04-00329,IK01,energy,tłocznia gazu,02,0229004,K2,1,1,1,19744,2,1,60.6,3.52,marginalny
IK-06-01100,ujęcie wody dolnośląskie-centralny-28-05-01100,IK06,water,ujęcie wody,02,0228005,K3,2,1,1,16434,2,1,3.21,3.52,marginalny
IK-06-01325,przepompownia wody kujawsko-pomorskie-południowy-13-04-01325,IK06,water,przepompownia wody,04,0413004,K3,0,0,0,59230,1,0,0.0,3.5,marginalny
IK-01-00322,tłocznia gazu lubuskie-południowy-13-04-00322,IK01,energy,tłocznia gazu,08,0813004,K2,1,1,1,24839,2,0,30.7,3.49,marginalny
IK-01-00383,stacja redukcyjna gazu podkarpackie-wschodni-08-06-00383,IK01,energy,stacja redukcyjna gazu,18,1808006,K3,1,1,1,18782,2,1,33.2,3.46,marginalny
IK-06-01145,ujęcie wody mazowieckie-centralny-04-05-01145,IK06,water,ujęcie wody,14,1404005,K2,1,1,1,24002,2,0,3.42,3.44,marginalny
IK-01-00229,GPZ 110/SN opolskie-wschodni-02-07-00229,IK01,energy,GPZ 110/SN,16,1602007,K1,2,2,1,15036,2,1,1.8,3.44,marginalny
IK-06-01232,stacja uzdatniania wody lubelskie-centralny-16-05-01232,IK06,water,stacja uzdatniania wody,06,0616005,K2,1,1,1,23868,2,0,3.3,3.43,marginalny
IK-06-01150,ujęcie wody dolnośląskie-południowy-13-01-01150,IK06,water,ujęcie wody,02,0213001,K1,2,1,1,20483,3,0,3.02,3.43,marginalny
IK-01-00018,stacja NN 400/220 kV opolskie-wschodni-02-02-00018,IK01,energy,stacja NN 400/220 kV,16,1602002,K1,1,1,1,23807,2,0,0.0,3.43,marginalny
IK-01-00360,magazyn/terminal paliw dolnośląskie-południowy-07-02-00360,IK01,energy,magazyn/terminal paliw,02,0207002,K2,1,1,1,23702,2,0,60.0,3.42,marginalny
IK-06-01196,stacja uzdatniania wody małopolskie-centralny-22-06-01196,IK06,water,stacja uzdatniania wody,12,1222006,K1,1,1,1,23653,2,0,3.09,3.42,marginalny
IK-07-01419,szpital wielospecjalistyczny małopolskie-centralny-22-05-01419,IK07,health,szpital wielospecjalistyczny,12,1222005,K1,0,0,0,57566,1,0,0.0,3.41,marginalny
IK-06-01338,oczyszczalnia ścieków wielkopolskie-miejski-17-02-01338,IK06,water,oczyszczalnia ścieków,30,3017002,K3,0,0,0,57476,1,0,0.0,3.4,marginalny
IK-06-01092,ujęcie wody śląskie-centralny-04-03-01092,IK06,water,ujęcie wody,24,2404003,K2,0,0,0,57367,1,0,0.0,3.39,marginalny
IK-06-01206,stacja uzdatniania wody dolnośląskie-południowy-07-07-01206,IK06,water,stacja uzdatniania wody,02,0207007,K2,1,1,1,23093,2,0,3.39,3.38,marginalny
IK-06-01234,stacja uzdatniania wody dolnośląskie-miejski-23-04-01234,IK06,water,stacja uzdatniania wody,02,0223004,K2,2,1,1,14070,3,1,3.38,3.38,marginalny
IK-01-00343,magazyn/terminal paliw lubuskie-południowy-01-01-00343,IK01,energy,magazyn/terminal paliw,08,0801001,K1,1,1,1,17441,1,1,23.04,3.38,marginalny
IK-01-00385,stacja redukcyjna gazu dolnośląskie-północny-18-07-00385,IK01,energy,stacja redukcyjna gazu,02,0218007,K3,1,1,1,23114,2,0,41.0,3.38,marginalny
IK-06-01071,ujęcie wody kujawsko-pomorskie-miejski-23-07-01071,IK06,water,ujęcie wody,04,0423007,K2,1,1,1,17115,2,1,3.16,3.36,marginalny
IK-06-01202,stacja uzdatniania wody małopolskie-miejski-05-01-01202,IK06,water,stacja uzdatniania wody,12,1205001,K2,1,1,1,22555,2,0,3.32,3.35,marginalny
IK-01-00398,stacja redukcyjna gazu podlaskie-centralny-10-05-00398,IK01,energy,stacja redukcyjna gazu,20,2010005,K3,1,1,1,22239,2,0,30.4,3.33,marginalny
IK-01-00375,stacja redukcyjna gazu łódzkie-północny-06-01-00375,IK01,energy,stacja redukcyjna gazu,10,1006001,K3,1,1,1,21904,2,0,61.9,3.31,marginalny
IK-06-01220,stacja uzdatniania wody opolskie-miejski-05-07-01220,IK06,water,stacja uzdatniania wody,16,1605007,K2,1,1,1,15959,2,1,3.44,3.29,marginalny
IK-07-01482,szpital powiatowy małopolskie-południowy-07-02-01482,IK07,health,szpital powiatowy,12,1207002,K3,0,0,0,54988,1,0,0.0,3.25,marginalny
IK-01-00420,stacja redukcyjna gazu opolskie-wschodni-02-07-00420,IK01,energy,stacja redukcyjna gazu,16,1602007,K3,1,1,1,15036,2,1,58.6,3.24,marginalny
IK-01-00189,GPZ 110/SN świętokrzyskie-wschodni-08-04-00189,IK01,energy,GPZ 110/SN,26,2608004,K2,1,1,1,20452,1,0,0.0,3.23,marginalny
IK-06-01193,stacja uzdatniania wody podkarpackie-wschodni-02-01-01193,IK06,water,stacja uzdatniania wody,18,1802001,K2,1,1,1,20283,2,0,3.47,3.22,marginalny
IK-01-00032,stacja NN 400/220 kV śląskie-miejski-11-05-00032,IK01,energy,stacja NN 400/220 kV,24,2411005,K1,1,1,1,20113,2,0,0.0,3.21,marginalny
IK-01-00384,stacja redukcyjna gazu opolskie-miejski-11-04-00384,IK01,energy,stacja redukcyjna gazu,16,1611004,K3,1,1,1,20033,2,0,52.0,3.2,marginalny
IK-06-01212,stacja uzdatniania wody lubelskie-południowy-13-02-01212,IK06,water,stacja uzdatniania wody,06,0613002,K2,1,1,1,19686,2,0,3.52,3.18,marginalny
IK-01-00319,tłocznia gazu dolnośląskie-wschodni-14-02-00319,IK01,energy,tłocznia gazu,02,0214002,K1,1,1,1,19631,2,0,54.5,3.18,marginalny
IK-06-01221,stacja uzdatniania wody dolnośląskie-północny-06-06-01221,IK06,water,stacja uzdatniania wody,02,0206006,K2,1,1,1,19567,2,0,3.18,3.17,marginalny
IK-06-01143,ujęcie wody wielkopolskie-centralny-04-03-01143,IK06,water,ujęcie wody,30,3004003,K1,1,1,1,19450,2,0,3.45,3.17,marginalny
IK-01-00365,magazyn/terminal paliw opolskie-południowy-07-01-00365,IK01,energy,magazyn/terminal paliw,16,1607001,K1,1,1,1,13830,2,1,19.6,3.17,marginalny
IK-01-00417,stacja redukcyjna gazu podkarpackie-południowy-25-06-00417,IK01,energy,stacja redukcyjna gazu,18,1825006,K3,1,1,1,19304,2,0,48.1,3.16,marginalny
IK-01-00048,GPZ 110/SN lubelskie-wschodni-20-03-00048,IK01,energy,GPZ 110/SN,06,0620003,K2,1,1,1,19170,1,0,3.9,3.15,marginalny
IK-06-01127,ujęcie wody śląskie-centralny-04-04-01127,IK06,water,ujęcie wody,24,2404004,K3,1,1,1,13421,2,1,3.08,3.14,marginalny
IK-06-01121,ujęcie wody wielkopolskie-wschodni-02-01-01121,IK06,water,ujęcie wody,30,3002001,K2,1,1,1,19041,2,0,3.38,3.14,marginalny
IK-06-01233,stacja uzdatniania wody dolnośląskie-południowy-07-04-01233,IK06,water,stacja uzdatniania wody,02,0207004,K3,2,1,1,15530,1,0,3.21,3.13,marginalny
IK-01-00414,stacja redukcyjna gazu podkarpackie-wschodni-20-02-00414,IK01,energy,stacja redukcyjna gazu,18,1820002,K3,1,1,1,18511,2,0,52.6,3.11,marginalny
IK-06-01228,stacja uzdatniania wody dolnośląskie-wschodni-20-06-01228,IK06,water,stacja uzdatniania wody,02,0220006,K2,1,1,1,12893,2,1,3.51,3.11,marginalny
IK-06-01085,ujęcie wody opolskie-wschodni-08-04-01085,IK06,water,ujęcie wody,16,1608004,K2,1,1,1,18379,1,0,3.33,3.1,marginalny
IK-03-00781,system rejestrów państwowych zachodniopomorskie-zachodni-21-01-00781,IK03,ict,system rejestrów państwowych,32,3221001,K1,3,1,1,0,0,2,0.61,3.08,marginalny
IK-03-00765,węzeł sieci rządowej opolskie-wschodni-02-05-00765,IK03,ict,węzeł sieci rządowej,16,1602005,K1,3,1,1,0,0,2,0.85,3.08,marginalny
IK-01-00350,magazyn/terminal paliw opolskie-wschodni-02-01-00350,IK01,energy,magazyn/terminal paliw,16,1602001,K2,0,0,0,51836,1,0,0.0,3.07,marginalny
IK-06-01313,przepompownia wody opolskie-wschodni-02-01-01313,IK06,water,przepompownia wody,16,1602001,K3,0,0,0,51836,1,0,0.0,3.07,marginalny
IK-07-01593,bank krwi / magazyn farmaceutyczny opolskie-wschodni-02-01-01593,IK07,health,bank krwi / magazyn farmaceutyczny,16,1602001,K2,0,0,0,51836,1,0,0.0,3.07,marginalny
IK-01-00397,stacja redukcyjna gazu lubelskie-wschodni-02-05-00397,IK01,energy,stacja redukcyjna gazu,06,0602005,K3,1,1,1,10908,2,1,31.7,3.0,marginalny
IK-06-01109,ujęcie wody kujawsko-pomorskie-zachodni-09-07-01109,IK06,water,ujęcie wody,04,0409007,K2,1,1,1,16269,2,0,3.22,2.98,marginalny
IK-07-01403,szpital wielospecjalistyczny podlaskie-miejski-11-04-01403,IK07,health,szpital wielospecjalistyczny,20,2011004,K1,0,0,0,50209,1,0,0.0,2.97,marginalny
IK-01-00347,magazyn/terminal paliw pomorskie-północny-06-06-00347,IK01,energy,magazyn/terminal paliw,22,2206006,K2,1,1,1,10341,1,1,12.45,2.96,marginalny
IK-06-01151,stacja uzdatniania wody dolnośląskie-wschodni-02-06-01151,IK06,water,stacja uzdatniania wody,02,0202006,K1,0,0,0,49877,1,0,0.0,2.95,marginalny
IK-03-00758,węzeł sieci rządowej wielkopolskie-wschodni-26-01-00758,IK03,ict,węzeł sieci rządowej,30,3026001,K2,4,1,1,0,0,1,0.51,2.95,marginalny
IK-06-01200,stacja uzdatniania wody śląskie-wschodni-20-02-01200,IK06,water,stacja uzdatniania wody,24,2420002,K1,1,1,1,15734,2,0,3.4,2.95,marginalny
IK-06-01123,ujęcie wody wielkopolskie-centralny-04-06-01123,IK06,water,ujęcie wody,30,3004006,K3,1,1,1,15449,2,0,3.3,2.93,marginalny
IK-06-01073,ujęcie wody opolskie-zachodni-03-06-01073,IK06,water,ujęcie wody,16,1603006,K2,1,1,1,15417,1,0,3.07,2.93,marginalny
IK-06-01172,stacja uzdatniania wody dolnośląskie-miejski-05-03-01172,IK06,water,stacja uzdatniania wody,02,0205003,K3,2,1,1,6474,1,1,2.15,2.93,marginalny
IK-06-01157,stacja uzdatniania wody świętokrzyskie-wschodni-02-03-01157,IK06,water,stacja uzdatniania wody,26,2602003,K2,1,1,1,9035,1,1,3.48,2.88,marginalny
IK-03-00731,węzeł sieci rządowej warmińsko-mazurskie-wschodni-02-06-00731,IK03,ict,węzeł sieci rządowej,28,2802006,K2,2,1,1,0,0,2,0.61,2.88,marginalny
IK-06-01108,ujęcie wody dolnośląskie-miejski-17-04-01108,IK06,water,ujęcie wody,02,0217004,K2,1,1,1,14435,2,0,3.56,2.87,marginalny
IK-01-00126,GPZ 110/SN opolskie-południowy-01-06-00126,IK01,energy,GPZ 110/SN,16,1601006,K1,1,1,1,8064,1,1,26.0,2.83,marginalny
IK-06-01114,ujęcie wody wielkopolskie-wschodni-08-01-01114,IK06,water,ujęcie wody,30,3008001,K2,1,1,1,13680,2,0,3.1,2.83,marginalny
IK-06-01098,ujęcie wody opolskie-południowy-01-02-01098,IK06,water,ujęcie wody,16,1601002,K2,1,1,1,13637,2,0,3.49,2.82,marginalny
IK-06-01343,oczyszczalnia ścieków świętokrzyskie-centralny-10-06-01343,IK06,water,oczyszczalnia ścieków,26,2610006,K3,0,0,0,47536,1,0,0.0,2.81,marginalny
IK-06-01134,ujęcie wody podlaskie-centralny-16-04-01134,IK06,water,ujęcie wody,20,2016004,K2,1,1,1,13406,1,0,2.56,2.81,marginalny
IK-06-01118,ujęcie wody dolnośląskie-centralny-04-03-01118,IK06,water,ujęcie wody,02,0204003,K2,1,1,1,13388,2,0,3.23,2.81,marginalny
IK-06-01154,stacja uzdatniania wody wielkopolskie-wschodni-32-06-01154,IK06,water,stacja uzdatniania wody,30,3032006,K2,1,1,1,13472,2,0,3.17,2.81,marginalny
IK-01-00301,tłocznia gazu kujawsko-pomorskie-północny-18-03-00301,IK01,energy,tłocznia gazu,04,0418003,K2,1,1,1,12812,2,0,61.2,2.77,marginalny
IK-01-00356,magazyn/terminal paliw kujawsko-pomorskie-centralny-22-03-00356,IK01,energy,magazyn/terminal paliw,04,0422003,K1,1,1,1,6902,1,1,12.27,2.76,marginalny
IK-06-01064,ujęcie wody dolnośląskie-wschodni-02-04-01064,IK06,water,ujęcie wody,02,0202004,K2,2,1,1,9130,2,0,3.42,2.76,marginalny
IK-01-00403,stacja redukcyjna gazu małopolskie-zachodni-15-06-00403,IK01,energy,stacja redukcyjna gazu,12,1215006,K3,0,0,0,46262,1,0,0.0,2.74,marginalny
IK-06-01215,stacja uzdatniania wody dolnośląskie-centralny-22-01-01215,IK06,water,stacja uzdatniania wody,02,0222001,K3,1,1,1,5994,1,1,3.07,2.7,marginalny
IK-06-01146,ujęcie wody dolnośląskie-północny-06-03-01146,IK06,water,ujęcie wody,02,0206003,K2,2,1,1,7786,2,0,3.31,2.68,marginalny
IK-06-01173,stacja uzdatniania wody wielkopolskie-zachodni-27-05-01173,IK06,water,stacja uzdatniania wody,30,3027005,K2,1,1,1,10997,2,0,3.58,2.67,marginalny
IK-01-00084,GPZ 110/SN warmińsko-mazurskie-zachodni-03-03-00084,IK01,energy,GPZ 110/SN,28,2803003,K3,1,1,1,5164,1,1,23.7,2.66,marginalny
IK-01-00133,GPZ 110/SN pomorskie-wschodni-20-05-00133,IK01,energy,GPZ 110/SN,22,2220005,K1,1,1,1,10740,1,0,4.1,2.65,marginalny
IK-01-00318,tłocznia gazu kujawsko-pomorskie-miejski-17-05-00318,IK01,energy,tłocznia gazu,04,0417005,K2,1,1,1,10690,2,0,39.7,2.65,marginalny
IK-01-00351,magazyn/terminal paliw świętokrzyskie-południowy-07-05-00351,IK01,energy,magazyn/terminal paliw,26,2607005,K2,1,1,1,10426,2,0,55.4,2.63,marginalny
IK-01-00386,stacja redukcyjna gazu łódzkie-miejski-23-04-00386,IK01,energy,stacja redukcyjna gazu,10,1023004,K2,1,1,1,10009,2,0,51.8,2.61,marginalny
IK-06-01216,stacja uzdatniania wody opolskie-północny-12-05-01216,IK06,water,stacja uzdatniania wody,16,1612005,K2,1,1,1,9766,1,0,2.58,2.59,marginalny
IK-06-01148,ujęcie wody kujawsko-pomorskie-północny-06-03-01148,IK06,water,ujęcie wody,04,0406003,K2,1,1,1,9587,2,0,3.47,2.58,marginalny
IK-01-00222,GPZ 110/SN lubuskie-centralny-10-01-00222,IK01,energy,GPZ 110/SN,08,0810001,K2,1,1,1,9180,1,0,5.0,2.56,marginalny
IK-01-00051,GPZ 110/SN łódzkie-centralny-16-01-00051,IK01,energy,GPZ 110/SN,10,1016001,K2,1,1,1,9232,1,0,4.0,2.56,marginalny
IK-02-00475,węzeł szkieletowy telekom lubuskie-centralny-10-01-00475,IK02,telecom,węzeł szkieletowy telekom,08,0810001,K2,2,1,1,0,0,1,0.34,2.55,marginalny
IK-02-00465,węzeł szkieletowy telekom dolnośląskie-południowy-19-01-00465,IK02,telecom,węzeł szkieletowy telekom,02,0219001,K1,2,1,1,0,0,1,0.46,2.55,marginalny
IK-03-00783,system rejestrów państwowych wielkopolskie-północny-06-01-00783,IK03,ict,system rejestrów państwowych,30,3006001,K2,2,1,1,0,0,1,0.56,2.55,marginalny
IK-02-00671,węzeł agregacyjny/RAN hub opolskie-południowy-07-03-00671,IK02,telecom,węzeł agregacyjny/RAN hub,16,1607003,K2,2,1,1,0,0,1,0.54,2.55,marginalny
IK-03-00807,system rejestrów państwowych dolnośląskie-zachodni-15-04-00807,IK03,ict,system rejestrów państwowych,02,0215004,K1,2,1,1,0,0,1,0.5,2.55,marginalny
IK-03-00791,system rejestrów państwowych śląskie-wschodni-08-06-00791,IK03,ict,system rejestrów państwowych,24,2408006,K1,2,1,1,0,0,1,0.53,2.55,marginalny
IK-02-00452,węzeł szkieletowy telekom świętokrzyskie-wschodni-08-04-00452,IK02,telecom,węzeł szkieletowy telekom,26,2608004,K2,2,1,1,0,0,1,0.3,2.55,marginalny
IK-03-00706,centrum przetwarzania danych warmińsko-mazurskie-miejski-05-06-00706,IK03,ict,centrum przetwarzania danych,28,2805006,K2,2,1,1,0,0,1,0.81,2.55,marginalny
IK-06-01185,stacja uzdatniania wody zachodniopomorskie-północny-18-01-01185,IK06,water,stacja uzdatniania wody,32,3218001,K1,0,0,0,42970,1,0,0.0,2.54,marginalny
IK-06-01124,ujęcie wody pomorskie-zachodni-15-05-01124,IK06,water,ujęcie wody,22,2215005,K2,1,1,1,8706,2,0,3.11,2.53,marginalny
IK-07-01406,szpital wielospecjalistyczny pomorskie-miejski-17-05-01406,IK07,health,szpital wielospecjalistyczny,22,2217005,K2,0,0,0,42373,1,0,0.0,2.51,marginalny
IK-06-01075,ujęcie wody świętokrzyskie-północny-12-01-01075,IK06,water,ujęcie wody,26,2612001,K3,1,1,1,7411,1,0,2.32,2.46,marginalny
IK-03-00801,system rejestrów państwowych łódzkie-północny-06-04-00801,IK03,ict,system rejestrów państwowych,10,1006004,K2,3,1,1,0,0,0,0.53,2.41,marginalny
IK-03-00773,węzeł sieci rządowej opolskie-północny-12-03-00773,IK03,ict,węzeł sieci rządowej,16,1612003,K2,3,1,1,0,0,0,0.8,2.41,marginalny
IK-07-01393,szpital wielospecjalistyczny dolnośląskie-południowy-25-02-01393,IK07,health,szpital wielospecjalistyczny,02,0225002,K1,0,0,0,40558,1,0,0.0,2.4,marginalny
IK-01-00372,magazyn/terminal paliw opolskie-centralny-10-02-00372,IK01,energy,magazyn/terminal paliw,16,1610002,K2,1,1,1,5722,1,0,22.53,2.36,marginalny
IK-07-01573,bank krwi / magazyn farmaceutyczny dolnośląskie-południowy-01-02-01573,IK07,health,bank krwi / magazyn farmaceutyczny,02,0201002,K3,0,0,0,39929,1,0,0.0,2.36,marginalny
IK-03-00703,centrum przetwarzania danych dolnośląskie-południowy-25-01-00703,IK03,ict,centrum przetwarzania danych,02,0225001,K1,1,1,1,0,0,1,1.0,2.35,marginalny
IK-03-00697,centrum przetwarzania danych świętokrzyskie-zachodni-03-05-00697,IK03,ict,centrum przetwarzania danych,26,2603005,K1,1,1,1,0,0,1,0.98,2.35,marginalny
IK-03-00737,węzeł sieci rządowej opolskie-południowy-01-02-00737,IK03,ict,węzeł sieci rządowej,16,1601002,K1,1,1,1,0,0,1,0.77,2.35,marginalny
IK-02-00602,węzeł agregacyjny/RAN hub świętokrzyskie-północny-12-04-00602,IK02,telecom,węzeł agregacyjny/RAN hub,26,2612004,K3,1,1,1,0,0,1,0.84,2.35,marginalny
IK-02-00621,węzeł agregacyjny/RAN hub dolnośląskie-centralny-22-02-00621,IK02,telecom,węzeł agregacyjny/RAN hub,02,0222002,K3,1,1,1,0,0,1,0.63,2.35,marginalny
IK-02-00607,węzeł agregacyjny/RAN hub łódzkie-miejski-05-04-00607,IK02,telecom,węzeł agregacyjny/RAN hub,10,1005004,K3,1,1,1,0,0,1,0.55,2.35,marginalny
IK-02-00425,węzeł szkieletowy telekom zachodniopomorskie-wschodni-20-03-00425,IK02,telecom,węzeł szkieletowy telekom,32,3220003,K1,1,1,1,0,0,1,0.89,2.35,marginalny
IK-02-00661,węzeł agregacyjny/RAN hub wielkopolskie-wschodni-02-06-00661,IK02,telecom,węzeł agregacyjny/RAN hub,30,3002006,K3,1,1,1,0,0,1,0.8,2.35,marginalny
IK-03-00796,system rejestrów państwowych dolnośląskie-zachodni-21-07-00796,IK03,ict,system rejestrów państwowych,02,0221007,K2,1,1,1,0,0,1,0.71,2.35,marginalny
IK-02-00436,węzeł szkieletowy telekom dolnośląskie-północny-12-04-00436,IK02,telecom,węzeł szkieletowy telekom,02,0212004,K1,1,1,1,0,0,1,0.79,2.35,marginalny
IK-03-00686,centrum przetwarzania danych łódzkie-zachodni-03-01-00686,IK03,ict,centrum przetwarzania danych,10,1003001,K1,1,1,1,0,0,1,0.96,2.35,marginalny
IK-03-00704,centrum przetwarzania danych dolnośląskie-miejski-29-03-00704,IK03,ict,centrum przetwarzania danych,02,0229003,K1,1,1,1,0,0,1,0.69,2.35,marginalny
IK-03-00829,system rejestrów państwowych opolskie-centralny-04-03-00829,IK03,ict,system rejestrów państwowych,16,1604003,K1,1,1,1,0,0,1,0.93,2.35,marginalny
IK-03-00687,centrum przetwarzania danych podkarpackie-południowy-07-05-00687,IK03,ict,centrum przetwarzania danych,18,1807005,K1,1,1,1,0,0,1,0.59,2.35,marginalny
IK-03-00820,system rejestrów państwowych wielkopolskie-zachodni-27-06-00820,IK03,ict,system rejestrów państwowych,30,3027006,K1,1,1,1,0,0,1,0.95,2.35,marginalny
IK-03-00806,system rejestrów państwowych dolnośląskie-zachodni-21-04-00806,IK03,ict,system rejestrów państwowych,02,0221004,K2,1,1,1,0,0,1,0.96,2.35,marginalny
IK-02-00642,węzeł agregacyjny/RAN hub dolnośląskie-północny-30-06-00642,IK02,telecom,węzeł agregacyjny/RAN hub,02,0230006,K2,1,1,1,0,0,1,1.1,2.35,marginalny
IK-02-00568,węzeł agregacyjny/RAN hub dolnośląskie-północny-12-06-00568,IK02,telecom,węzeł agregacyjny/RAN hub,02,0212006,K3,1,1,1,0,0,1,1.08,2.35,marginalny
IK-03-00746,węzeł sieci rządowej lubelskie-zachodni-21-01-00746,IK03,ict,węzeł sieci rządowej,06,0621001,K1,1,1,1,0,0,1,0.92,2.35,marginalny
IK-02-00468,węzeł szkieletowy telekom podkarpackie-wschodni-02-06-00468,IK02,telecom,węzeł szkieletowy telekom,18,1802006,K1,1,1,1,0,0,1,0.4,2.35,marginalny
IK-02-00582,węzeł agregacyjny/RAN hub łódzkie-południowy-01-07-00582,IK02,telecom,węzeł agregacyjny/RAN hub,10,1001007,K2,1,1,1,0,0,1,0.52,2.35,marginalny
IK-02-00585,węzeł agregacyjny/RAN hub dolnośląskie-południowy-07-04-00585,IK02,telecom,węzeł agregacyjny/RAN hub,02,0207004,K3,1,1,1,0,0,1,0.54,2.35,marginalny
IK-02-00450,węzeł szkieletowy telekom zachodniopomorskie-północny-18-01-00450,IK02,telecom,węzeł szkieletowy telekom,32,3218001,K2,1,1,1,0,0,1,0.72,2.35,marginalny
IK-02-00569,węzeł agregacyjny/RAN hub lubuskie-wschodni-08-01-00569,IK02,telecom,węzeł agregacyjny/RAN hub,08,0808001,K3,1,1,1,0,0,1,1.01,2.35,marginalny
IK-02-00543,węzeł agregacyjny/RAN hub wielkopolskie-wschodni-08-04-00543,IK02,telecom,węzeł agregacyjny/RAN hub,30,3008004,K3,1,1,1,0,0,1,1.06,2.35,marginalny
IK-02-00514,węzeł agregacyjny/RAN hub podlaskie-zachodni-15-04-00514,IK02,telecom,węzeł agregacyjny/RAN hub,20,2015004,K2,1,1,1,0,0,1,0.56,2.35,marginalny
