node_id,node_name,system_code,system_group,node_type,voivodeship_code,powiat_code,gmina_code,criticality_class,population_served,fail_hour,wave,cause_node_id,cause_dependency,gmina_name,cause_node_name,fail_time
IK-10-01980,centrum zarządzania kryzysowego dolnośląskie-wschodni-20-04-01980,IK10,admin,centrum zarządzania kryzysowego,02,0220,0220004,K1,1285398,6.43,3,IK-02-00643,telecom,gmina dolnośląskie-wschodni-20-04,węzeł agregacyjny/RAN hub dolnośląskie-centralny-22-02-00643,2026-09-12T12:25+0200
IK-09-01909,baza lotniczego pogotowia opolskie-południowy-01-07-01909,IK09,rescue,baza lotniczego pogotowia,16,1601,1601007,K2,505793,6.58,1,IK-02-00427,telecom,gmina opolskie-południowy-01-07,węzeł szkieletowy telekom opolskie-południowy-01-01-00427,2026-09-12T12:34+0200
IK-07-01569,centrum dializ dolnośląskie-wschodni-20-04-01569,IK07,health,centrum dializ,02,0220,0220004,K2,386,6.67,3,IK-06-01214,water,gmina dolnośląskie-wschodni-20-04,stacja uzdatniania wody dolnośląskie-wschodni-20-01-01214,2026-09-12T12:40+0200
IK-07-01381,szpital wielospecjalistyczny dolnośląskie-centralny-22-01-01381,IK07,health,szpital wielospecjalistyczny,02,0222,0222001,K1,183294,6.9,3,IK-02-00643,telecom,gmina dolnośląskie-centralny-22-01,węzeł agregacyjny/RAN hub dolnośląskie-centralny-22-02-00643,2026-09-12T12:54+0200
IK-04-00855,centrum przetwarzania banku dolnośląskie-północny-18-05-00855,IK04,finance,centrum przetwarzania banku,02,0218,0218005,K2,2057587,7.0,0,,seed,gmina dolnośląskie-północny-18-05,,2026-09-12T13:00+0200
IK-04-00866,centrum przetwarzania banku dolnośląskie-zachodni-21-01-00866,IK04,finance,centrum przetwarzania banku,02,0221,0221001,K2,499209,7.0,0,,seed,gmina dolnośląskie-zachodni-21-01,,2026-09-12T13:00+0200
IK-07-01377,szpital wielospecjalistyczny opolskie-centralny-10-01-01377,IK07,health,szpital wielospecjalistyczny,16,1610,1610001,K1,148846,7.0,0,,seed,gmina opolskie-centralny-10-01,,2026-09-12T13:00+0200
IK-08-01626,węzeł kolejowy opolskie-południowy-07-05-01626,IK08,transport,węzeł kolejowy,16,1607,1607005,K1,331413,7.0,0,,seed,gmina opolskie-południowy-07-05,,2026-09-12T13:00+0200
IK-06-01240,stacja uzdatniania wody dolnośląskie-zachodni-09-02-01240,IK06,water,stacja uzdatniania wody,02,0209,0209002,K2,55234,7.0,1,IK-01-00198,electricity,gmina dolnośląskie-zachodni-09-02,GPZ 110/SN dolnośląskie-zachodni-09-04-00198,2026-09-12T13:00+0200
IK-07-01550,centrum dializ dolnośląskie-centralny-22-05-01550,IK07,health,centrum dializ,02,0222,0222005,K2,889,7.29,3,IK-02-00643,telecom,gmina dolnośląskie-centralny-22-05,węzeł agregacyjny/RAN hub dolnośląskie-centralny-22-02-00643,2026-09-12T13:17+0200
IK-08-01674,most/przeprawa krytyczna dolnośląskie-centralny-22-02-01674,IK08,transport,most/przeprawa krytyczna,02,0222,0222002,K3,173771,7.37,3,IK-02-00643,telecom,gmina dolnośląskie-centralny-22-02,węzeł agregacyjny/RAN hub dolnośląskie-centralny-22-02-00643,2026-09-12T13:22+0200
IK-07-01506,szpital powiatowy dolnośląskie-miejski-29-07-01506,IK07,health,szpital powiatowy,02,0229,0229007,K2,18250,7.42,1,IK-06-01064,water,gmina dolnośląskie-miejski-29-07,ujęcie wody dolnośląskie-wschodni-02-04-01064,2026-09-12T13:25+0200
IK-11-02089,zakład zwiększonego ryzyka (ZZR) dolnośląskie-miejski-05-04-02089,IK11,chemical,zakład zwiększonego ryzyka (ZZR),02,0205,0205004,K3,8582,7.5,2,IK-01-00078,electricity,gmina dolnośląskie-miejski-05-04,GPZ 110/SN dolnośląskie-południowy-19-05-00078,2026-09-12T13:30+0200
IK-06-01206,stacja uzdatniania wody dolnośląskie-południowy-07-07-01206,IK06,water,stacja uzdatniania wody,02,0207,0207007,K2,26793,7.5,1,IK-01-00230,electricity,gmina dolnośląskie-południowy-07-07,GPZ 110/SN dolnośląskie-wschodni-02-06-00230,2026-09-12T13:30+0200
IK-07-01492,szpital powiatowy dolnośląskie-wschodni-02-04-01492,IK07,health,szpital powiatowy,02,0202,0202004,K3,69107,7.5,1,IK-06-01064,water,gmina dolnośląskie-wschodni-02-04,ujęcie wody dolnośląskie-wschodni-02-04-01064,2026-09-12T13:30+0200
IK-07-01438,szpital powiatowy dolnośląskie-wschodni-08-04-01438,IK07,health,szpital powiatowy,02,0208,0208004,K3,30364,7.51,3,IK-02-00580,telecom,gmina dolnośląskie-wschodni-08-04,węzeł agregacyjny/RAN hub dolnośląskie-wschodni-08-04-00580,2026-09-12T13:30+0200
IK-06-01253,przepompownia wody dolnośląskie-zachodni-15-05-01253,IK06,water,przepompownia wody,02,0215,0215005,K3,17295,7.6,1,IK-01-00230,electricity,gmina dolnośląskie-zachodni-15-05,GPZ 110/SN dolnośląskie-wschodni-02-06-00230,2026-09-12T13:36+0200
IK-11-02104,obiekt jądrowy/składowisko odpadów prom. dolnośląskie-centralny-10-05-02104,IK11,chemical,obiekt jądrowy/składowisko odpadów prom.,02,0210,0210005,K1,34627,7.87,3,IK-06-01201,water,gmina dolnośląskie-centralny-10-05,stacja uzdatniania wody dolnośląskie-wschodni-08-07-01201,2026-09-12T13:52+0200
IK-01-00331,magazyn/terminal paliw dolnośląskie-południowy-25-06-00331,IK01,energy,magazyn/terminal paliw,02,0225,0225006,K2,535563,7.9,1,IK-01-00198,electricity,gmina dolnośląskie-południowy-25-06,GPZ 110/SN dolnośląskie-zachodni-09-04-00198,2026-09-12T13:54+0200
IK-02-00472,węzeł szkieletowy telekom dolnośląskie-miejski-17-02-00472,IK02,telecom,węzeł szkieletowy telekom,02,0217,0217002,K2,1833172,8.0,0,,seed,gmina dolnośląskie-miejski-17-02,,2026-09-12T14:00+0200
IK-05-00955,chłodnia składowa dolnośląskie-północny-24-07-00955,IK05,food,chłodnia składowa,02,0224,0224007,K2,178600,8.0,0,,seed,gmina dolnośląskie-północny-24-07,,2026-09-12T14:00+0200
IK-06-01085,ujęcie wody opolskie-wschodni-08-04-01085,IK06,water,ujęcie wody,16,1608,1608004,K2,37385,8.0,0,,seed,gmina opolskie-wschodni-08-04,,2026-09-12T14:00+0200
IK-06-01141,ujęcie wody dolnośląskie-zachodni-09-05-01141,IK06,water,ujęcie wody,02,0209,0209005,K3,138744,8.0,1,IK-01-00198,electricity,gmina dolnośląskie-zachodni-09-05,GPZ 110/SN dolnośląskie-zachodni-09-04-00198,2026-09-12T14:00+0200
IK-03-00804,system rejestrów państwowych dolnośląskie-miejski-05-07-00804,IK03,ict,system rejestrów państwowych,02,0205,0205007,K1,1657347,8.1,2,IK-01-00078,electricity,gmina dolnośląskie-miejski-05-07,GPZ 110/SN dolnośląskie-południowy-19-05-00078,2026-09-12T14:06+0200
IK-05-00930,magazyn rezerw strategicznych dolnośląskie-północny-18-07-00930,IK05,food,magazyn rezerw strategicznych,02,0218,0218007,K1,444776,8.15,1,IK-06-01064,water,gmina dolnośląskie-północny-18-07,ujęcie wody dolnośląskie-wschodni-02-04-01064,2026-09-12T14:09+0200
IK-02-00443,węzeł szkieletowy telekom dolnośląskie-zachodni-15-05-00443,IK02,telecom,węzeł szkieletowy telekom,02,0215,0215005,K2,256925,8.3,1,IK-01-00042,electricity,gmina dolnośląskie-zachodni-15-05,GPZ 110/SN dolnośląskie-północny-18-04-00042,2026-09-12T14:18+0200
IK-03-00745,węzeł sieci rządowej dolnośląskie-zachodni-27-07-00745,IK03,ict,węzeł sieci rządowej,02,0227,0227007,K2,550843,8.38,1,IK-02-00472,telecom,gmina dolnośląskie-zachodni-27-07,węzeł szkieletowy telekom dolnośląskie-miejski-17-02-00472,2026-09-12T14:22+0200
IK-03-00727,węzeł sieci rządowej dolnośląskie-południowy-19-05-00727,IK03,ict,węzeł sieci rządowej,02,0219,0219005,K1,1049626,8.44,1,IK-02-00472,telecom,gmina dolnośląskie-południowy-19-05,węzeł szkieletowy telekom dolnośląskie-miejski-17-02-00472,2026-09-12T14:26+0200
IK-07-01524,szpital powiatowy dolnośląskie-zachodni-27-07-01524,IK07,health,szpital powiatowy,02,0227,0227007,K2,35769,8.52,1,IK-06-01150,water,gmina dolnośląskie-zachodni-27-07,ujęcie wody dolnośląskie-południowy-13-01-01150,2026-09-12T14:31+0200
IK-10-01977,centrum zarządzania kryzysowego dolnośląskie-wschodni-08-06-01977,IK10,admin,centrum zarządzania kryzysowego,02,0208,0208006,K1,490821,8.6,3,IK-03-00804,ict,gmina dolnośląskie-wschodni-08-06,system rejestrów państwowych dolnośląskie-miejski-05-07-00804,2026-09-12T14:36+0200
IK-04-00897,hurtownia wartości/gotówki dolnośląskie-miejski-05-04-00897,IK04,finance,hurtownia wartości/gotówki,02,0205,0205004,K3,334823,8.61,1,IK-02-00472,telecom,gmina dolnośląskie-miejski-05-04,węzeł szkieletowy telekom dolnośląskie-miejski-17-02-00472,2026-09-12T14:36+0200
IK-09-01892,centrum powiadamiania ratunkowego dolnośląskie-południowy-19-04-01892,IK09,rescue,centrum powiadamiania ratunkowego,02,0219,0219004,K1,1170841,8.64,1,IK-02-00472,telecom,gmina dolnośląskie-południowy-19-04,węzeł szkieletowy telekom dolnośląskie-miejski-17-02-00472,2026-09-12T14:38+0200
IK-09-01870,jednostka ratowniczo-gaśnicza PSP dolnośląskie-zachodni-27-02-01870,IK09,rescue,jednostka ratowniczo-gaśnicza PSP,02,0227,0227002,K3,31341,8.65,1,IK-02-00472,telecom,gmina dolnośląskie-zachodni-27-02,węzeł szkieletowy telekom dolnośląskie-miejski-17-02-00472,2026-09-12T14:39+0200
IK-09-01879,jednostka ratowniczo-gaśnicza PSP dolnośląskie-miejski-29-07-01879,IK09,rescue,jednostka ratowniczo-gaśnicza PSP,02,0229,0229007,K2,165372,8.65,2,IK-02-00443,telecom,gmina dolnośląskie-miejski-29-07,węzeł szkieletowy telekom dolnośląskie-zachodni-15-05-00443,2026-09-12T14:39+0200
IK-05-00943,magazyn rezerw strategicznych dolnośląskie-południowy-19-02-00943,IK05,food,magazyn rezerw strategicznych,02,0219,0219002,K1,273430,8.7,2,IK-01-00120,electricity,gmina dolnośląskie-południowy-19-02,GPZ 110/SN dolnośląskie-centralny-28-06-00120,2026-09-12T14:42+0200
IK-05-00950,magazyn rezerw strategicznych dolnośląskie-centralny-04-05-00950,IK05,food,magazyn rezerw strategicznych,02,0204,0204005,K1,130763,8.7,2,IK-01-00217,electricity,gmina dolnośląskie-centralny-04-05,GPZ 110/SN dolnośląskie-wschodni-26-05-00217,2026-09-12T14:42+0200
IK-06-01091,ujęcie wody dolnośląskie-zachodni-09-04-01091,IK06,water,ujęcie wody,02,0209,0209004,K2,80430,8.7,1,IK-01-00198,electricity,gmina dolnośląskie-zachodni-09-04,GPZ 110/SN dolnośląskie-zachodni-09-04-00198,2026-09-12T14:42+0200
IK-10-01940,centrum zarządzania kryzysowego dolnośląskie-miejski-11-03-01940,IK10,admin,centrum zarządzania kryzysowego,02,0211,0211003,K2,710425,8.74,3,IK-03-00804,ict,gmina dolnośląskie-miejski-11-03,system rejestrów państwowych dolnośląskie-miejski-05-07-00804,2026-09-12T14:44+0200
IK-04-00875,centrum przetwarzania banku dolnośląskie-centralny-28-02-00875,IK04,finance,centrum przetwarzania banku,02,0228,0228002,K2,240396,8.76,1,IK-02-00472,telecom,gmina dolnośląskie-centralny-28-02,węzeł szkieletowy telekom dolnośląskie-miejski-17-02-00472,2026-09-12T14:45+0200
IK-04-00849,centrum przetwarzania banku dolnośląskie-miejski-05-07-00849,IK04,finance,centrum przetwarzania banku,02,0205,0205007,K2,260105,8.77,1,IK-02-00472,telecom,gmina dolnośląskie-miejski-05-07,węzeł szkieletowy telekom dolnośląskie-miejski-17-02-00472,2026-09-12T14:46+0200
IK-04-00838,centrum rozliczeniowe dolnośląskie-centralny-04-01-00838,IK04,finance,centrum rozliczeniowe,02,0204,0204001,K2,1382703,8.79,1,IK-02-00472,telecom,gmina dolnośląskie-centralny-04-01,węzeł szkieletowy telekom dolnośląskie-miejski-17-02-00472,2026-09-12T14:47+0200
IK-02-00494,węzeł agregacyjny/RAN hub dolnośląskie-miejski-05-03-00494,IK02,telecom,węzeł agregacyjny/RAN hub,02,0205,0205003,K3,27623,8.98,2,IK-03-00727,ict,gmina dolnośląskie-miejski-05-03,węzeł sieci rządowej dolnośląskie-południowy-19-05-00727,2026-09-12T14:58+0200
IK-03-00759,węzeł sieci rządowej dolnośląskie-północny-18-05-00759,IK03,ict,węzeł sieci rządowej,02,0218,0218005,K2,286483,8.99,2,IK-02-00443,telecom,gmina dolnośląskie-północny-18-05,węzeł szkieletowy telekom dolnośląskie-zachodni-15-05-00443,2026-09-12T14:59+0200
IK-01-00035,stacja NN 400/220 kV opolskie-wschodni-08-06-00035,IK01,energy,stacja NN 400/220 kV,16,1608,1608006,K1,1705209,9.0,0,,seed,gmina opolskie-wschodni-08-06,,2026-09-12T15:00+0200
IK-01-00082,GPZ 110/SN dolnośląskie-zachodni-27-05-00082,IK01,energy,GPZ 110/SN,02,0227,0227005,K2,115602,9.0,0,,seed,gmina dolnośląskie-zachodni-27-05,,2026-09-12T15:00+0200
IK-08-01703,most/przeprawa krytyczna dolnośląskie-wschodni-20-01-01703,IK08,transport,most/przeprawa krytyczna,02,0220,0220001,K2,23073,9.0,0,,seed,gmina dolnośląskie-wschodni-20-01,,2026-09-12T15:00+0200
IK-10-01993,węzeł teleinformatyczny urzędu dolnośląskie-północny-18-05-01993,IK10,admin,węzeł teleinformatyczny urzędu,02,0218,0218005,K2,122776,9.0,0,,seed,gmina dolnośląskie-północny-18-05,,2026-09-12T15:00+0200
IK-01-00056,GPZ 110/SN opolskie-północny-06-01-00056,IK01,energy,GPZ 110/SN,16,1606,1606001,K2,104119,9.0,1,IK-01-00035,electricity,gmina opolskie-północny-06-01,stacja NN 400/220 kV opolskie-wschodni-08-06-00035,2026-09-12T15:00+0200
IK-01-00213,GPZ 110/SN opolskie-północny-12-02-00213,IK01,energy,GPZ 110/SN,16,1612,1612002,K2,29596,9.0,1,IK-01-00035,electricity,gmina opolskie-północny-12-02,stacja NN 400/220 kV opolskie-wschodni-08-06-00035,2026-09-12T15:00+0200
IK-05-01047,zakład przetwórstwa spożywczego dolnośląskie-południowy-13-01-01047,IK05,food,zakład przetwórstwa spożywczego,02,0213,0213001,K3,40767,9.0,1,IK-01-00082,electricity,gmina dolnośląskie-południowy-13-01,GPZ 110/SN dolnośląskie-zachodni-27-05-00082,2026-09-12T15:00+0200
IK-08-01793,centrum sterowania ruchem dolnośląskie-zachodni-27-05-01793,IK08,transport,centrum sterowania ruchem,02,0227,0227005,K3,100971,9.0,1,IK-01-00082,electricity,gmina dolnośląskie-zachodni-27-05,GPZ 110/SN dolnośląskie-zachodni-27-05-00082,2026-09-12T15:00+0200
IK-01-00407,stacja redukcyjna gazu dolnośląskie-zachodni-27-01-00407,IK01,energy,stacja redukcyjna gazu,02,0227,0227001,K3,52682,9.0,1,IK-01-00082,electricity,gmina dolnośląskie-zachodni-27-01,GPZ 110/SN dolnośląskie-zachodni-27-05-00082,2026-09-12T15:00+0200
IK-02-00641,węzeł agregacyjny/RAN hub opolskie-wschodni-02-03-00641,IK02,telecom,węzeł agregacyjny/RAN hub,16,1602,1602003,K3,32836,9.0,2,IK-01-00056,electricity,gmina opolskie-wschodni-02-03,GPZ 110/SN opolskie-północny-06-01-00056,2026-09-12T15:00+0200
IK-05-01008,zakład przetwórstwa spożywczego opolskie-północny-12-07-01008,IK05,food,zakład przetwórstwa spożywczego,16,1612,1612007,K3,61824,9.0,2,IK-01-00213,electricity,gmina opolskie-północny-12-07,GPZ 110/SN opolskie-północny-12-02-00213,2026-09-12T15:00+0200
IK-09-01880,jednostka ratowniczo-gaśnicza PSP dolnośląskie-wschodni-02-01-01880,IK09,rescue,jednostka ratowniczo-gaśnicza PSP,02,0202,0202001,K1,55332,9.06,2,IK-02-00443,telecom,gmina dolnośląskie-wschodni-02-01,węzeł szkieletowy telekom dolnośląskie-zachodni-15-05-00443,2026-09-12T15:03+0200
IK-04-00895,hurtownia wartości/gotówki dolnośląskie-południowy-07-05-00895,IK04,finance,hurtownia wartości/gotówki,02,0207,0207005,K3,264430,9.1,2,IK-01-00192,electricity,gmina dolnośląskie-południowy-07-05,GPZ 110/SN dolnośląskie-wschodni-26-06-00192,2026-09-12T15:06+0200
IK-09-01866,jednostka ratowniczo-gaśnicza PSP dolnośląskie-wschodni-02-06-01866,IK09,rescue,jednostka ratowniczo-gaśnicza PSP,02,0202,0202006,K2,45623,9.12,2,IK-02-00443,telecom,gmina dolnośląskie-wschodni-02-06,węzeł szkieletowy telekom dolnośląskie-zachodni-15-05-00443,2026-09-12T15:07+0200
IK-02-00621,węzeł agregacyjny/RAN hub dolnośląskie-centralny-22-02-00621,IK02,telecom,węzeł agregacyjny/RAN hub,02,0222,0222002,K3,22669,9.15,2,IK-03-00745,ict,gmina dolnośląskie-centralny-22-02,węzeł sieci rządowej dolnośląskie-zachodni-27-07-00745,2026-09-12T15:09+0200
IK-10-02033,węzeł teleinformatyczny urzędu dolnośląskie-wschodni-08-05-02033,IK10,admin,węzeł teleinformatyczny urzędu,02,0208,0208005,K3,84032,9.18,3,IK-03-00804,ict,gmina dolnośląskie-wschodni-08-05,system rejestrów państwowych dolnośląskie-miejski-05-07-00804,2026-09-12T15:10+0200
IK-02-00673,węzeł agregacyjny/RAN hub dolnośląskie-południowy-19-03-00673,IK02,telecom,węzeł agregacyjny/RAN hub,02,0219,0219003,K2,69995,9.18,2,IK-03-00727,ict,gmina dolnośląskie-południowy-19-03,węzeł sieci rządowej dolnośląskie-południowy-19-05-00727,2026-09-12T15:10+0200
IK-11-02050,zakład dużego ryzyka (ZDR) dolnośląskie-wschodni-08-04-02050,IK11,chemical,zakład dużego ryzyka (ZDR),02,0208,0208004,K2,37260,9.27,2,IK-06-01240,water,gmina dolnośląskie-wschodni-08-04,stacja uzdatniania wody dolnośląskie-zachodni-09-02-01240,2026-09-12T15:16+0200
IK-04-00870,centrum przetwarzania banku dolnośląskie-zachodni-27-07-00870,IK04,finance,centrum przetwarzania banku,02,0227,0227007,K1,229835,9.38,2,IK-03-00745,ict,gmina dolnośląskie-zachodni-27-07,węzeł sieci rządowej dolnośląskie-zachodni-27-07-00745,2026-09-12T15:22+0200
IK-07-01413,szpital wielospecjalistyczny dolnośląskie-północny-18-02-01413,IK07,health,szpital wielospecjalistyczny,02,0218,0218002,K1,354495,9.4,2,IK-02-00443,telecom,gmina dolnośląskie-północny-18-02,węzeł szkieletowy telekom dolnośląskie-zachodni-15-05-00443,2026-09-12T15:24+0200
IK-08-01621,węzeł kolejowy dolnośląskie-północny-18-07-01621,IK08,transport,węzeł kolejowy,02,0218,0218007,K2,288934,9.55,2,IK-02-00443,telecom,gmina dolnośląskie-północny-18-07,węzeł szkieletowy telekom dolnośląskie-zachodni-15-05-00443,2026-09-12T15:33+0200
IK-10-01972,centrum zarządzania kryzysowego opolskie-północny-06-04-01972,IK10,admin,centrum zarządzania kryzysowego,16,1606,1606004,K1,402207,9.75,3,IK-02-00641,telecom,gmina opolskie-północny-06-04,węzeł agregacyjny/RAN hub opolskie-wschodni-02-03-00641,2026-09-12T15:45+0200
IK-02-00536,węzeł agregacyjny/RAN hub dolnośląskie-północny-12-04-00536,IK02,telecom,węzeł agregacyjny/RAN hub,02,0212,0212004,K3,45841,9.9,1,IK-01-00198,electricity,gmina dolnośląskie-północny-12-04,GPZ 110/SN dolnośląskie-zachodni-09-04-00198,2026-09-12T15:54+0200
IK-01-00121,GPZ 110/SN dolnośląskie-zachodni-27-07-00121,IK01,energy,GPZ 110/SN,02,0227,0227007,K1,92731,10.0,0,,seed,gmina dolnośląskie-zachodni-27-07,,2026-09-12T16:00+0200
IK-01-00327,tłocznia gazu dolnośląskie-zachodni-15-01-00327,IK01,energy,tłocznia gazu,02,0215,0215001,K2,188694,10.0,0,,seed,gmina dolnośląskie-zachodni-15-01,,2026-09-12T16:00+0200
IK-02-00578,węzeł agregacyjny/RAN hub dolnośląskie-zachodni-03-03-00578,IK02,telecom,węzeł agregacyjny/RAN hub,02,0203,0203003,K3,64896,10.0,0,,seed,gmina dolnośląskie-zachodni-03-03,,2026-09-12T16:00+0200
IK-03-00718,centrum przetwarzania danych dolnośląskie-centralny-10-04-00718,IK03,ict,centrum przetwarzania danych,02,0210,0210004,K1,1014833,10.0,0,,seed,gmina dolnośląskie-centralny-10-04,,2026-09-12T16:00+0200
IK-06-01181,stacja uzdatniania wody dolnośląskie-miejski-05-02-01181,IK06,water,stacja uzdatniania wody,02,0205,0205002,K2,65607,10.0,0,,seed,gmina dolnośląskie-miejski-05-02,,2026-09-12T16:00+0200
IK-06-01211,stacja uzdatniania wody dolnośląskie-północny-12-03-01211,IK06,water,stacja uzdatniania wody,02,0212,0212003,K2,52492,10.0,0,,seed,gmina dolnośląskie-północny-12-03,,2026-09-12T16:00+0200
IK-06-01273,przepompownia wody dolnośląskie-centralny-16-07-01273,IK06,water,przepompownia wody,02,0216,0216007,K3,8003,10.0,0,,seed,gmina dolnośląskie-centralny-16-07,,2026-09-12T16:00+0200
IK-06-01358,oczyszczalnia ścieków dolnośląskie-północny-24-03-01358,IK06,water,oczyszczalnia ścieków,02,0224,0224003,K3,88602,10.0,0,,seed,gmina dolnośląskie-północny-24-03,,2026-09-12T16:00+0200
IK-08-01776,centrum sterowania ruchem dolnośląskie-wschodni-02-06-01776,IK08,transport,centrum sterowania ruchem,02,0202,0202006,K3,130348,10.0,0,,seed,gmina dolnośląskie-wschodni-02-06,,2026-09-12T16:00+0200
IK-02-00630,węzeł agregacyjny/RAN hub dolnośląskie-północny-12-04-00630,IK02,telecom,węzeł agregacyjny/RAN hub,02,0212,0212004,K3,43935,10.0,1,IK-01-00198,electricity,gmina dolnośląskie-północny-12-04,GPZ 110/SN dolnośląskie-zachodni-09-04-00198,2026-09-12T16:00+0200
IK-07-01586,bank krwi / magazyn farmaceutyczny opolskie-północny-06-01-01586,IK07,health,bank krwi / magazyn farmaceutyczny,16,1606,1606001,K3,204110,10.12,3,IK-02-00641,telecom,gmina opolskie-północny-06-01,węzeł agregacyjny/RAN hub opolskie-wschodni-02-03-00641,2026-09-12T16:07+0200
IK-07-01408,szpital wielospecjalistyczny dolnośląskie-wschodni-08-06-01408,IK07,health,szpital wielospecjalistyczny,02,0208,0208006,K1,156994,10.18,3,IK-02-00673,telecom,gmina dolnośląskie-wschodni-08-06,węzeł agregacyjny/RAN hub dolnośląskie-południowy-19-03-00673,2026-09-12T16:10+0200
IK-05-00926,magazyn rezerw strategicznych dolnośląskie-miejski-05-07-00926,IK05,food,magazyn rezerw strategicznych,02,0205,0205007,K2,613329,10.2,2,IK-01-00238,electricity,gmina dolnośląskie-miejski-05-07,GPZ 110/SN dolnośląskie-południowy-01-06-00238,2026-09-12T16:12+0200
IK-06-01089,ujęcie wody opolskie-północny-12-02-01089,IK06,water,ujęcie wody,16,1612,1612002,K3,98012,10.2,2,IK-01-00213,electricity,gmina opolskie-północny-12-02,GPZ 110/SN opolskie-północny-12-02-00213,2026-09-12T16:12+0200
IK-08-01641,węzeł kolejowy opolskie-północny-06-04-01641,IK08,transport,węzeł kolejowy,16,1606,1606004,K1,363635,10.3,3,IK-02-00641,telecom,gmina opolskie-północny-06-04,węzeł agregacyjny/RAN hub opolskie-wschodni-02-03-00641,2026-09-12T16:18+0200
IK-07-01488,szpital powiatowy opolskie-północny-06-07-01488,IK07,health,szpital powiatowy,16,1606,1606007,K3,43371,10.37,3,IK-02-00641,telecom,gmina opolskie-północny-06-07,węzeł agregacyjny/RAN hub opolskie-wschodni-02-03-00641,2026-09-12T16:22+0200
IK-07-01394,szpital wielospecjalistyczny opolskie-północny-06-04-01394,IK07,health,szpital wielospecjalistyczny,16,1606,1606004,K1,151591,10.45,3,IK-02-00641,telecom,gmina opolskie-północny-06-04,węzeł agregacyjny/RAN hub opolskie-wschodni-02-03-00641,2026-09-12T16:27+0200
IK-07-01428,szpital powiatowy opolskie-północny-06-01-01428,IK07,health,szpital powiatowy,16,1606,1606001,K2,82999,10.49,3,IK-02-00641,telecom,gmina opolskie-północny-06-01,węzeł agregacyjny/RAN hub opolskie-wschodni-02-03-00641,2026-09-12T16:29+0200
IK-07-01614,bank krwi / magazyn farmaceutyczny opolskie-północny-06-04-01614,IK07,health,bank krwi / magazyn farmaceutyczny,16,1606,1606004,K2,228882,10.49,3,IK-02-00641,telecom,gmina opolskie-północny-06-04,węzeł agregacyjny/RAN hub opolskie-wschodni-02-03-00641,2026-09-12T16:29+0200
IK-08-01650,węzeł kolejowy opolskie-wschodni-02-03-01650,IK08,transport,węzeł kolejowy,16,1602,1602003,K2,418444,10.49,3,IK-02-00641,telecom,gmina opolskie-wschodni-02-03,węzeł agregacyjny/RAN hub opolskie-wschodni-02-03-00641,2026-09-12T16:29+0200
IK-10-02036,węzeł teleinformatyczny urzędu dolnośląskie-południowy-25-06-02036,IK10,admin,węzeł teleinformatyczny urzędu,02,0225,0225006,K3,203804,10.49,2,IK-02-00536,telecom,gmina dolnośląskie-południowy-25-06,węzeł agregacyjny/RAN hub dolnośląskie-północny-12-04-00536,2026-09-12T16:29+0200
IK-02-00464,węzeł szkieletowy telekom dolnośląskie-południowy-19-04-00464,IK02,telecom,węzeł szkieletowy telekom,02,0219,0219004,K1,1074360,10.7,2,IK-01-00078,electricity,gmina dolnośląskie-południowy-19-04,GPZ 110/SN dolnośląskie-południowy-19-05-00078,2026-09-12T16:42+0200
IK-07-01470,szpital powiatowy dolnośląskie-północny-18-06-01470,IK07,health,szpital powiatowy,02,0218,0218006,K2,72138,10.89,2,IK-06-01206,water,gmina dolnośląskie-północny-18-06,stacja uzdatniania wody dolnośląskie-południowy-07-07-01206,2026-09-12T16:53+0200
IK-01-00277,elektrociepłownia dolnośląskie-południowy-07-03-00277,IK01,energy,elektrociepłownia,02,0207,0207003,K2,95968,11.0,0,,seed,gmina dolnośląskie-południowy-07-03,,2026-09-12T17:00+0200
IK-06-01277,przepompownia wody dolnośląskie-wschodni-26-06-01277,IK06,water,przepompownia wody,02,0226,0226006,K3,21958,11.0,0,,seed,gmina dolnośląskie-wschodni-26-06,,2026-09-12T17:00+0200
IK-06-01363,oczyszczalnia ścieków dolnośląskie-zachodni-03-02-01363,IK06,water,oczyszczalnia ścieków,02,0203,0203002,K2,43523,11.0,0,,seed,gmina dolnośląskie-zachodni-03-02,,2026-09-12T17:00+0200
IK-07-01405,szpital wielospecjalistyczny dolnośląskie-południowy-13-03-01405,IK07,health,szpital wielospecjalistyczny,02,0213,0213003,K1,193753,11.0,0,,seed,gmina dolnośląskie-południowy-13-03,,2026-09-12T17:00+0200
IK-07-01518,szpital powiatowy opolskie-południowy-07-05-01518,IK07,health,szpital powiatowy,16,1607,1607005,K2,167722,11.0,0,,seed,gmina opolskie-południowy-07-05,,2026-09-12T17:00+0200
IK-08-01743,most/przeprawa krytyczna dolnośląskie-zachodni-15-03-01743,IK08,transport,most/przeprawa krytyczna,02,0215,0215003,K2,101377,11.0,0,,seed,gmina dolnośląskie-zachodni-15-03,,2026-09-12T17:00+0200
IK-10-01961,centrum zarządzania kryzysowego dolnośląskie-centralny-16-05-01961,IK10,admin,centrum zarządzania kryzysowego,02,0216,0216005,K1,567183,11.0,0,,seed,gmina dolnośląskie-centralny-16-05,,2026-09-12T17:00+0200
