node_id,node_name,system_code,system_group,node_type,voivodeship_code,gmina_code,criticality_class,cascade_nodes,cascade_max_wave,cascade_systems,cascade_population,cascade_gminas,cascade_k1_nodes,first_secondary_hour,cascade_index,cascade_tier,backup_type,autonomy_hours,single_source_power,on_ci_register,spo10_agreement,operator_name,in_flood_zone,fragility_score,spof_reason
IK-01-00042,GPZ 110/SN dolnośląskie-północny-18-04-00042,IK01,energy,GPZ 110/SN,02,0218004,K2,11,2,7,71135,4,2,0.0,19.79,istotny,dual_feed,0.0,0,1,0,Operator Przesyłowy S.A. (fikc.),1,42.16,skutki w 7 systemach; w strefie zalewowej
IK-01-00127,GPZ 110/SN warmińsko-mazurskie-zachodni-15-06-00127,IK01,energy,GPZ 110/SN,28,2815006,K1,12,3,8,31355,4,3,2.9,19.78,istotny,dual_feed,0.0,0,1,1,OSD Południe (fikc.),0,50.0,skutki w 8 systemach
IK-01-00125,GPZ 110/SN łódzkie-miejski-11-02-00125,IK01,energy,GPZ 110/SN,10,1011002,K2,13,2,6,80768,8,4,2.0,19.6,istotny,dual_feed,0.0,0,1,1,Operator Przesyłowy S.A. (fikc.),0,45.68,skutki w 6 systemach
IK-01-00055,GPZ 110/SN pomorskie-miejski-17-06-00055,IK01,energy,GPZ 110/SN,22,2217006,K1,7,2,7,84018,3,1,0.0,19.42,istotny,dual_feed,0.0,0,1,1,OSD Zachód (fikc.),0,49.52,skutki w 7 systemach
IK-01-00231,GPZ 110/SN opolskie-zachodni-09-01-00231,IK01,energy,GPZ 110/SN,16,1609001,K2,12,3,7,65870,4,1,0.0,19.34,istotny,dual_feed,0.0,0,0,0,Gazoprzesył S.A. (fikc.),0,40.92,skutki w 7 systemach; poza rejestrem IK
IK-01-00069,GPZ 110/SN dolnośląskie-centralny-22-04-00069,IK01,energy,GPZ 110/SN,02,0222004,K2,12,2,7,53577,5,3,2.5,19.28,istotny,dual_feed,0.0,0,0,0,Operator Przesyłowy S.A. (fikc.),1,45.92,skutki w 7 systemach; poza rejestrem IK; w strefie zalewowej
IK-01-00194,GPZ 110/SN łódzkie-zachodni-21-05-00194,IK01,energy,GPZ 110/SN,10,1021005,K2,12,3,7,48942,5,3,0.0,19.01,istotny,dual_feed,0.0,0,1,1,OSD Zachód (fikc.),0,45.12,skutki w 7 systemach
IK-01-00166,GPZ 110/SN warmińsko-mazurskie-centralny-04-05-00166,IK01,energy,GPZ 110/SN,28,2804005,K3,11,2,6,82327,6,3,0.0,18.96,istotny,dual_feed,0.0,0,0,1,OSD Południe (fikc.),0,34.56,skutki w 6 systemach; poza rejestrem IK
IK-01-00101,GPZ 110/SN śląskie-miejski-17-03-00101,IK01,energy,GPZ 110/SN,24,2417003,K2,11,2,6,79811,7,3,0.0,18.82,istotny,dual_feed,0.0,0,1,1,OSD Zachód (fikc.),0,42.44,skutki w 6 systemach
IK-01-00221,GPZ 110/SN opolskie-miejski-05-01-00221,IK01,energy,GPZ 110/SN,16,1605001,K2,14,3,6,63668,4,4,0.0,18.79,istotny,dual_feed,0.0,0,1,1,Paliwa Krajowe S.A. (fikc.),0,38.84,skutki w 6 systemach
IK-01-00059,GPZ 110/SN podlaskie-miejski-05-03-00059,IK01,energy,GPZ 110/SN,20,2005003,K2,11,2,7,59769,5,1,0.0,18.78,istotny,dual_feed,0.0,0,1,1,Paliwa Krajowe S.A. (fikc.),0,38.36,skutki w 7 systemach
IK-01-00039,stacja NN 400/220 kV wielkopolskie-południowy-01-03-00039,IK01,energy,stacja NN 400/220 kV,30,3001003,K1,12,4,7,39140,4,4,0.0,18.76,istotny,dual_feed,0.0,0,1,1,Operator Przesyłowy S.A. (fikc.),0,53.12,skutki w 7 systemach
IK-01-00224,GPZ 110/SN opolskie-południowy-07-03-00224,IK01,energy,GPZ 110/SN,16,1607003,K2,13,4,6,64621,6,4,0.0,18.65,istotny,dual_feed,0.0,0,1,0,OSD Południe (fikc.),0,41.72,skutki w 6 systemach
IK-01-00116,GPZ 110/SN opolskie-zachodni-03-06-00116,IK01,energy,GPZ 110/SN,16,1603006,K3,15,3,6,68018,5,2,0.0,18.58,istotny,dual_feed,0.0,0,1,1,Operator Przesyłowy S.A. (fikc.),1,34.599999999999994,skutki w 6 systemach; w strefie zalewowej
IK-01-00185,GPZ 110/SN opolskie-południowy-07-04-00185,IK01,energy,GPZ 110/SN,16,1607004,K2,15,2,6,36450,5,7,0.0,18.38,istotny,dual_feed,0.0,0,1,0,Paliwa Krajowe S.A. (fikc.),1,42.16,skutki w 6 systemach; w strefie zalewowej
IK-01-00195,GPZ 110/SN zachodniopomorskie-północny-12-04-00195,IK01,energy,GPZ 110/SN,32,3212004,K2,12,3,6,71476,5,1,0.0,17.85,istotny,dual_feed,0.0,0,1,1,OSD Południe (fikc.),0,44.24,skutki w 6 systemach
IK-01-00064,GPZ 110/SN lubelskie-wschodni-20-03-00064,IK01,energy,GPZ 110/SN,06,0620003,K1,9,3,6,60234,3,4,0.0,17.59,istotny,dual_feed,0.0,0,1,1,Operator Przesyłowy S.A. (fikc.),0,49.52,skutki w 6 systemach
IK-01-00214,GPZ 110/SN opolskie-miejski-11-06-00214,IK01,energy,GPZ 110/SN,16,1611006,K2,9,3,6,59151,3,4,0.0,17.53,istotny,dual_feed,0.0,0,1,1,OSD Zachód (fikc.),0,44.12,skutki w 6 systemach
IK-01-00007,stacja NN 400/220 kV kujawsko-pomorskie-miejski-11-01-00007,IK01,energy,stacja NN 400/220 kV,04,0411001,K1,10,3,6,64626,7,2,0.0,17.39,istotny,dual_feed,0.0,0,1,1,OSD Zachód (fikc.),0,54.16,skutki w 6 systemach
IK-01-00200,GPZ 110/SN zachodniopomorskie-południowy-01-01-00200,IK01,energy,GPZ 110/SN,32,3201001,K2,6,2,4,148966,4,0,0.0,17.28,istotny,dual_feed,0.0,0,1,1,OSD Południe (fikc.),0,44.080000000000005,skutki w 4 systemach; 148 966 mieszkańców bez usług
IK-01-00031,stacja NN 400/220 kV małopolskie-miejski-11-01-00031,IK01,energy,stacja NN 400/220 kV,12,1211001,K1,10,3,5,99901,7,0,0.0,16.99,istotny,dual_feed,0.0,0,1,1,Operator Przesyłowy S.A. (fikc.),0,48.44,skutki w 5 systemach
IK-01-00065,GPZ 110/SN śląskie-wschodni-14-04-00065,IK01,energy,GPZ 110/SN,24,2414004,K2,10,2,6,57723,7,2,0.0,16.98,istotny,dual_feed,0.0,0,1,1,OSD Zachód (fikc.),0,42.88,skutki w 6 systemach
IK-01-00174,GPZ 110/SN opolskie-północny-06-01-00174,IK01,energy,GPZ 110/SN,16,1606001,K1,13,3,6,44959,4,2,0.5,16.82,istotny,dual_feed,0.0,0,1,1,Gazoprzesył S.A. (fikc.),0,49.84,skutki w 6 systemach
IK-01-00212,GPZ 110/SN pomorskie-centralny-04-05-00212,IK01,energy,GPZ 110/SN,22,2204005,K1,9,2,6,45344,4,3,3.8,16.38,istotny,dual_feed,0.0,0,1,1,Paliwa Krajowe S.A. (fikc.),0,51.72,skutki w 6 systemach
IK-01-00227,GPZ 110/SN podkarpackie-wschodni-08-06-00227,IK01,energy,GPZ 110/SN,18,1808006,K1,16,3,5,18782,2,9,2.8,16.38,istotny,dual_feed,0.0,0,1,1,OSD Zachód (fikc.),0,49.16,skutki w 5 systemach
IK-01-00106,GPZ 110/SN śląskie-północny-06-01-00106,IK01,energy,GPZ 110/SN,24,2406001,K2,9,3,7,16678,3,2,0.0,16.17,istotny,dual_feed,0.0,0,1,0,Paliwa Krajowe S.A. (fikc.),0,46.12,skutki w 7 systemach
IK-01-00182,GPZ 110/SN małopolskie-południowy-01-07-00182,IK01,energy,GPZ 110/SN,12,1201007,K2,9,2,5,89348,6,0,1.1,16.16,istotny,dual_feed,0.0,0,1,1,OSD Południe (fikc.),0,43.72,skutki w 5 systemach
IK-01-00205,GPZ 110/SN dolnośląskie-północny-06-03-00205,IK01,energy,GPZ 110/SN,02,0206003,K2,11,2,6,34696,4,3,0.0,16.15,istotny,dual_feed,0.0,0,0,1,Paliwa Krajowe S.A. (fikc.),0,42.16,skutki w 6 systemach; poza rejestrem IK
IK-01-00093,GPZ 110/SN podkarpackie-północny-24-04-00093,IK01,energy,GPZ 110/SN,18,1824004,K2,11,2,6,31883,4,3,2.3,15.98,istotny,dual_feed,0.0,0,0,0,Operator Przesyłowy S.A. (fikc.),0,43.8,skutki w 6 systemach; poza rejestrem IK
IK-01-00058,GPZ 110/SN podlaskie-miejski-17-04-00058,IK01,energy,GPZ 110/SN,20,2017004,K2,9,2,6,47795,5,1,0.0,15.86,istotny,dual_feed,0.0,0,1,1,Operator Przesyłowy S.A. (fikc.),0,43.48,skutki w 6 systemach
IK-01-00223,GPZ 110/SN pomorskie-centralny-16-06-00223,IK01,energy,GPZ 110/SN,22,2216006,K2,7,2,4,115315,6,1,0.0,15.82,istotny,dual_feed,0.0,0,0,0,Operator Przesyłowy S.A. (fikc.),0,46.760000000000005,skutki w 4 systemach; 115 315 mieszkańców bez usług; poza rejestrem IK
IK-01-00155,GPZ 110/SN opolskie-zachodni-03-03-00155,IK01,energy,GPZ 110/SN,16,1603003,K1,11,2,6,23461,3,4,2.1,15.81,istotny,dual_feed,0.0,0,1,0,OSD Zachód (fikc.),0,50.56,skutki w 6 systemach
IK-01-00070,GPZ 110/SN opolskie-południowy-01-02-00070,IK01,energy,GPZ 110/SN,16,1601002,K2,11,2,6,26157,4,3,0.0,15.64,istotny,dual_feed,0.0,0,1,1,OSD Południe (fikc.),1,45.6,skutki w 6 systemach; w strefie zalewowej
IK-01-00142,GPZ 110/SN wielkopolskie-wschodni-14-01-00142,IK01,energy,GPZ 110/SN,30,3014001,K2,10,2,4,100329,6,1,0.0,15.53,istotny,dual_feed,0.0,0,1,1,Gazoprzesył S.A. (fikc.),0,44.84,skutki w 4 systemach; 100 329 mieszkańców bez usług
IK-01-00230,GPZ 110/SN dolnośląskie-wschodni-02-06-00230,IK01,energy,GPZ 110/SN,02,0202006,K1,7,2,4,107261,6,1,0.9,15.34,istotny,dual_feed,0.0,0,1,1,Gazoprzesył S.A. (fikc.),1,50.8,skutki w 4 systemach; 107 261 mieszkańców bez usług; w strefie zalewowej
IK-01-00040,stacja NN 400/220 kV pomorskie-północny-18-03-00040,IK01,energy,stacja NN 400/220 kV,22,2218003,K1,14,3,5,12805,2,8,0.0,15.29,istotny,dual_feed,0.0,0,1,0,Operator Przesyłowy S.A. (fikc.),0,54.6,skutki w 5 systemach
IK-01-00150,GPZ 110/SN świętokrzyskie-centralny-10-04-00150,IK01,energy,GPZ 110/SN,26,2610004,K2,9,2,4,98363,5,1,0.0,15.21,istotny,dual_feed,0.0,0,1,0,Paliwa Krajowe S.A. (fikc.),0,43.24,skutki w 4 systemach
IK-01-00086,GPZ 110/SN lubuskie-południowy-01-02-00086,IK01,energy,GPZ 110/SN,08,0801002,K1,9,3,6,24279,2,3,1.1,15.13,istotny,dual_feed,0.0,0,1,1,OSD Zachód (fikc.),0,47.6,skutki w 6 systemach
IK-01-00141,GPZ 110/SN śląskie-zachodni-33-06-00141,IK01,energy,GPZ 110/SN,24,2433006,K2,6,2,4,100694,5,2,0.0,15.09,istotny,dual_feed,0.0,0,1,1,OSD Zachód (fikc.),0,38.52,skutki w 4 systemach; 100 694 mieszkańców bez usług
IK-01-00177,GPZ 110/SN opolskie-południowy-01-03-00177,IK01,energy,GPZ 110/SN,16,1601003,K2,12,3,6,10079,2,3,7.0,14.89,istotny,dual_feed,0.0,0,1,1,Gazoprzesył S.A. (fikc.),0,40.92,skutki w 6 systemach
IK-01-00191,GPZ 110/SN pomorskie-północny-18-02-00191,IK01,energy,GPZ 110/SN,22,2218002,K1,13,2,5,12805,2,7,1.9,14.76,istotny,dual_feed,0.0,0,1,1,OSD Południe (fikc.),0,48.04,skutki w 5 systemach
IK-01-00076,GPZ 110/SN łódzkie-miejski-11-02-00076,IK01,energy,GPZ 110/SN,10,1011002,K2,7,2,4,77716,6,4,1.7,14.59,istotny,dual_feed,0.0,0,1,1,Operator Przesyłowy S.A. (fikc.),0,44.6,skutki w 4 systemach
IK-01-00083,GPZ 110/SN kujawsko-pomorskie-zachodni-09-07-00083,IK01,energy,GPZ 110/SN,04,0409007,K1,9,2,5,56795,6,1,0.0,14.57,istotny,dual_feed,0.0,0,1,1,Operator Przesyłowy S.A. (fikc.),0,48.24,skutki w 5 systemach
IK-01-00219,GPZ 110/SN kujawsko-pomorskie-południowy-07-05-00219,IK01,energy,GPZ 110/SN,04,0407005,K1,5,1,5,74660,3,0,0.0,14.5,istotny,dual_feed,0.0,0,1,1,Paliwa Krajowe S.A. (fikc.),0,52.6,skutki w 5 systemach
IK-01-00004,stacja NN 400/220 kV opolskie-północny-06-03-00004,IK01,energy,stacja NN 400/220 kV,16,1606003,K1,10,3,5,29306,4,5,0.0,14.48,istotny,dual_feed,0.0,0,0,1,Paliwa Krajowe S.A. (fikc.),0,50.03999999999999,skutki w 5 systemach; poza rejestrem IK
IK-01-00115,GPZ 110/SN zachodniopomorskie-miejski-17-03-00115,IK01,energy,GPZ 110/SN,32,3217003,K2,8,2,4,76497,4,2,0.0,14.05,istotny,dual_feed,0.0,0,1,1,OSD Zachód (fikc.),0,41.96,skutki w 4 systemach
IK-01-00157,GPZ 110/SN lubelskie-centralny-22-03-00157,IK01,energy,GPZ 110/SN,06,0622003,K2,8,3,5,49404,4,1,0.0,13.94,istotny,dual_feed,0.0,0,0,0,Paliwa Krajowe S.A. (fikc.),0,39.44,skutki w 5 systemach; poza rejestrem IK
IK-02-00480,węzeł szkieletowy telekom podlaskie-miejski-11-06-00480,IK02,telecom,węzeł szkieletowy telekom,20,2011006,K2,16,2,5,0,0,5,0.28,13.93,istotny,genset,10.7,1,1,0,Telko Gamma S.A. (fikc.),0,63.970000000000006,skutki w 5 systemach; jedno źródło zasilania
IK-01-00072,GPZ 110/SN kujawsko-pomorskie-zachodni-15-04-00072,IK01,energy,GPZ 110/SN,04,0415004,K2,6,2,5,43251,3,3,1.8,13.84,istotny,dual_feed,0.0,0,1,0,Paliwa Krajowe S.A. (fikc.),0,42.96,skutki w 5 systemach
IK-01-00228,GPZ 110/SN lubelskie-południowy-13-06-00228,IK01,energy,GPZ 110/SN,06,0613006,K2,9,2,4,73739,5,1,0.0,13.76,istotny,dual_feed,0.0,0,1,1,OSD Południe (fikc.),0,44.52,skutki w 4 systemach
IK-01-00131,GPZ 110/SN kujawsko-pomorskie-centralny-16-07-00131,IK01,energy,GPZ 110/SN,04,0416007,K2,7,2,3,97467,7,3,0.0,13.61,istotny,dual_feed,0.0,0,0,0,OSD Zachód (fikc.),0,40.28,skutki w 3 systemach; poza rejestrem IK
IK-06-01079,ujęcie wody mazowieckie-miejski-11-01-01079,IK06,water,ujęcie wody,14,1411001,K1,2,1,2,156475,2,0,2.49,13.29,istotny,genset,2.2,1,1,1,Wodociągi Miejskie (fikc.),0,73.1,156 475 mieszkańców bez usług; jedno źródło zasilania
IK-01-00130,GPZ 110/SN świętokrzyskie-wschodni-02-04-00130,IK01,energy,GPZ 110/SN,26,2602004,K1,8,2,5,25134,3,2,0.0,12.83,istotny,dual_feed,0.0,0,1,1,Paliwa Krajowe S.A. (fikc.),0,54.6,skutki w 5 systemach
IK-01-00237,GPZ 110/SN lubelskie-wschodni-02-02-00237,IK01,energy,GPZ 110/SN,06,0602002,K1,6,2,4,49502,6,4,1.5,12.73,istotny,dual_feed,0.0,0,1,1,OSD Południe (fikc.),0,48.0,skutki w 4 systemach
IK-01-00056,GPZ 110/SN opolskie-północny-06-01-00056,IK01,energy,GPZ 110/SN,16,1606001,K2,9,2,4,43243,3,3,0.0,12.62,istotny,dual_feed,0.0,0,1,0,Operator Przesyłowy S.A. (fikc.),1,38.76,skutki w 4 systemach; w strefie zalewowej
IK-01-00163,GPZ 110/SN dolnośląskie-wschodni-02-06-00163,IK01,energy,GPZ 110/SN,02,0202006,K2,5,2,4,67461,2,1,1.7,12.59,istotny,dual_feed,0.0,0,1,1,OSD Zachód (fikc.),1,44.88,skutki w 4 systemach; w strefie zalewowej
IK-01-00170,GPZ 110/SN dolnośląskie-miejski-23-04-00170,IK01,energy,GPZ 110/SN,02,0223004,K2,8,2,5,19497,3,2,0.0,12.5,istotny,dual_feed,0.0,0,1,0,Paliwa Krajowe S.A. (fikc.),0,43.92,skutki w 5 systemach
IK-01-00050,GPZ 110/SN wielkopolskie-zachodni-15-06-00050,IK01,energy,GPZ 110/SN,30,3015006,K1,6,2,5,25359,3,2,0.0,12.45,istotny,dual_feed,0.0,0,1,1,OSD Zachód (fikc.),0,51.24,skutki w 5 systemach
IK-01-00164,GPZ 110/SN warmińsko-mazurskie-północny-18-04-00164,IK01,energy,GPZ 110/SN,28,2818004,K1,5,1,4,63978,4,1,0.0,12.38,istotny,dual_feed,0.0,0,1,1,Gazoprzesył S.A. (fikc.),0,47.16,skutki w 4 systemach
IK-01-00144,GPZ 110/SN lubelskie-północny-06-06-00144,IK01,energy,GPZ 110/SN,06,0606006,K3,10,2,4,48448,5,0,0.0,12.12,istotny,dual_feed,0.0,0,1,0,OSD Południe (fikc.),0,37.44,skutki w 4 systemach
IK-01-00216,GPZ 110/SN łódzkie-południowy-07-04-00216,IK01,energy,GPZ 110/SN,10,1007004,K3,3,1,3,102016,3,0,0.0,12.09,istotny,dual_feed,0.0,0,1,1,Operator Przesyłowy S.A. (fikc.),0,36.64,skutki w 3 systemach; 102 016 mieszkańców bez usług
IK-01-00145,GPZ 110/SN kujawsko-pomorskie-wschodni-08-07-00145,IK01,energy,GPZ 110/SN,04,0408007,K3,7,3,5,17721,2,1,0.9,11.86,istotny,dual_feed,0.0,0,1,0,OSD Południe (fikc.),0,36.56,skutki w 5 systemach
IK-01-00178,GPZ 110/SN śląskie-zachodni-21-03-00178,IK01,energy,GPZ 110/SN,24,2421003,K1,6,3,5,15125,3,2,0.0,11.84,istotny,dual_feed,0.0,0,1,1,Paliwa Krajowe S.A. (fikc.),0,48.56,skutki w 5 systemach
IK-01-00199,GPZ 110/SN opolskie-południowy-01-03-00199,IK01,energy,GPZ 110/SN,16,1601003,K1,8,2,5,13644,2,1,6.8,11.82,istotny,dual_feed,0.0,0,1,1,Paliwa Krajowe S.A. (fikc.),1,49.4,skutki w 5 systemach; w strefie zalewowej
IK-01-00094,GPZ 110/SN zachodniopomorskie-centralny-10-05-00094,IK01,energy,GPZ 110/SN,32,3210005,K2,9,2,4,25050,3,3,1.4,11.54,istotny,dual_feed,0.0,0,0,1,Paliwa Krajowe S.A. (fikc.),0,42.0,skutki w 4 systemach; poza rejestrem IK
IK-01-00091,GPZ 110/SN dolnośląskie-południowy-13-02-00091,IK01,energy,GPZ 110/SN,02,0213002,K2,8,2,4,31549,5,2,0.0,11.39,istotny,dual_feed,0.0,0,1,0,Gazoprzesył S.A. (fikc.),0,40.08,skutki w 4 systemach
IK-01-00067,GPZ 110/SN śląskie-północny-24-02-00067,IK01,energy,GPZ 110/SN,24,2424002,K2,6,2,4,49520,5,0,0.0,11.39,istotny,dual_feed,0.0,0,1,1,OSD Zachód (fikc.),0,44.72,skutki w 4 systemach
IK-01-00148,GPZ 110/SN dolnośląskie-wschodni-02-06-00148,IK01,energy,GPZ 110/SN,02,0202006,K1,4,1,4,49877,1,1,3.8,11.35,istotny,dual_feed,0.0,0,1,1,OSD Południe (fikc.),1,47.32,skutki w 4 systemach; w strefie zalewowej
IK-01-00045,GPZ 110/SN opolskie-południowy-07-06-00045,IK01,energy,GPZ 110/SN,16,1607006,K2,5,2,4,37957,3,2,1.8,11.18,istotny,dual_feed,0.0,0,0,0,OSD Południe (fikc.),1,46.88,skutki w 4 systemach; poza rejestrem IK; w strefie zalewowej
IK-01-00186,GPZ 110/SN opolskie-zachodni-03-07-00186,IK01,energy,GPZ 110/SN,16,1603007,K3,5,2,5,16767,2,0,0.0,11.08,istotny,dual_feed,0.0,0,0,0,Operator Przesyłowy S.A. (fikc.),1,33.52,skutki w 5 systemach; poza rejestrem IK; w strefie zalewowej
IK-01-00171,GPZ 110/SN opolskie-północny-12-06-00171,IK01,energy,GPZ 110/SN,16,1612006,K2,7,2,4,23819,3,3,0.0,11.07,istotny,dual_feed,0.0,0,1,1,OSD Południe (fikc.),1,46.12,skutki w 4 systemach; w strefie zalewowej
IK-01-00089,GPZ 110/SN podkarpackie-południowy-07-01-00089,IK01,energy,GPZ 110/SN,18,1807001,K1,3,1,3,84727,2,0,0.0,11.06,istotny,dual_feed,0.0,0,1,1,OSD Południe (fikc.),0,54.6,skutki w 3 systemach
IK-02-00474,węzeł szkieletowy telekom zachodniopomorskie-centralny-10-04-00474,IK02,telecom,węzeł szkieletowy telekom,32,3210004,K1,9,2,4,0,0,6,0.24,11.06,istotny,genset,6.9,0,1,1,Telko Beta S.A. (fikc.),0,49.76,skutki w 4 systemach
IK-02-00471,węzeł szkieletowy telekom opolskie-wschodni-02-04-00471,IK02,telecom,węzeł szkieletowy telekom,16,1602004,K1,12,2,4,0,0,4,0.34,10.99,istotny,genset,5.4,1,0,0,Telko Beta S.A. (fikc.),0,73.0,skutki w 4 systemach; jedno źródło zasilania; poza rejestrem IK
IK-02-00448,węzeł szkieletowy telekom kujawsko-pomorskie-północny-06-06-00448,IK02,telecom,węzeł szkieletowy telekom,04,0406006,K3,13,2,4,0,0,3,0.33,10.85,istotny,genset,7.3,1,1,1,Telko Alfa S.A. (fikc.),0,58.52,skutki w 4 systemach; jedno źródło zasilania
IK-01-00085,GPZ 110/SN kujawsko-pomorskie-północny-12-03-00085,IK01,energy,GPZ 110/SN,04,0412003,K2,5,1,3,63764,4,1,0.0,10.55,istotny,dual_feed,0.0,0,1,0,OSD Zachód (fikc.),0,44.92,skutki w 3 systemach
IK-01-00104,GPZ 110/SN opolskie-miejski-05-04-00104,IK01,energy,GPZ 110/SN,16,1605004,K1,4,2,3,66907,3,1,0.0,10.54,istotny,dual_feed,0.0,0,1,1,Gazoprzesył S.A. (fikc.),1,47.08,skutki w 3 systemach; w strefie zalewowej
IK-02-00439,węzeł szkieletowy telekom dolnośląskie-północny-24-05-00439,IK02,telecom,węzeł szkieletowy telekom,02,0224005,K1,11,2,4,0,0,3,0.39,10.46,istotny,genset,7.4,1,1,1,Telko Alfa S.A. (fikc.),1,76.34,skutki w 4 systemach; jedno źródło zasilania; w strefie zalewowej
IK-01-00099,GPZ 110/SN dolnośląskie-wschodni-02-05-00099,IK01,energy,GPZ 110/SN,02,0202005,K3,6,2,4,21868,2,2,1.0,10.42,istotny,dual_feed,0.0,0,0,1,Operator Przesyłowy S.A. (fikc.),0,36.76,skutki w 4 systemach; poza rejestrem IK
IK-02-00457,węzeł szkieletowy telekom podkarpackie-południowy-13-03-00457,IK02,telecom,węzeł szkieletowy telekom,18,1813003,K1,13,2,3,0,0,7,0.27,10.37,istotny,genset,8.0,1,1,0,Telko Alfa S.A. (fikc.),0,75.49,skutki w 3 systemach; jedno źródło zasilania
IK-01-00090,GPZ 110/SN łódzkie-centralny-10-06-00090,IK01,energy,GPZ 110/SN,10,1010006,K2,5,2,4,30924,4,0,1.7,10.1,istotny,dual_feed,0.0,0,1,0,Operator Przesyłowy S.A. (fikc.),0,44.0,skutki w 4 systemach
IK-01-00235,GPZ 110/SN dolnośląskie-miejski-29-06-00235,IK01,energy,GPZ 110/SN,02,0229006,K1,5,2,4,19744,2,2,0.0,10.1,istotny,dual_feed,0.0,0,0,1,Paliwa Krajowe S.A. (fikc.),0,48.8,skutki w 4 systemach; poza rejestrem IK
IK-01-00152,GPZ 110/SN opolskie-wschodni-02-07-00152,IK01,energy,GPZ 110/SN,16,1602007,K1,4,2,4,22270,2,2,1.4,10.05,istotny,dual_feed,0.0,0,1,1,OSD Zachód (fikc.),1,47.760000000000005,skutki w 4 systemach; w strefie zalewowej
IK-02-00447,węzeł szkieletowy telekom małopolskie-miejski-05-01-00447,IK02,telecom,węzeł szkieletowy telekom,12,1205001,K1,7,2,4,0,0,4,0.35,10.0,istotny,genset,11.2,1,0,1,Telko Alfa S.A. (fikc.),0,75.11,skutki w 4 systemach; jedno źródło zasilania; poza rejestrem IK
IK-02-00428,węzeł szkieletowy telekom lubelskie-miejski-05-01-00428,IK02,telecom,węzeł szkieletowy telekom,06,0605001,K1,8,2,4,0,0,3,0.29,9.86,istotny,genset,7.7,0,1,0,Telko Gamma S.A. (fikc.),0,52.8,skutki w 4 systemach
IK-01-00066,GPZ 110/SN świętokrzyskie-południowy-13-01-00066,IK01,energy,GPZ 110/SN,26,2613001,K2,6,2,4,11834,2,2,0.0,9.83,istotny,dual_feed,0.0,0,1,1,Gazoprzesył S.A. (fikc.),0,43.48,skutki w 4 systemach
IK-01-00074,GPZ 110/SN warmińsko-mazurskie-centralny-10-01-00074,IK01,energy,GPZ 110/SN,28,2810001,K3,6,2,4,21578,4,0,0.0,9.74,istotny,dual_feed,0.0,0,1,0,Gazoprzesył S.A. (fikc.),0,36.44,skutki w 4 systemach
IK-01-00098,GPZ 110/SN lubuskie-miejski-05-02-00098,IK01,energy,GPZ 110/SN,08,0805002,K2,5,2,3,37493,4,3,0.0,9.67,istotny,dual_feed,0.0,0,1,1,Paliwa Krajowe S.A. (fikc.),0,39.28,skutki w 3 systemach
IK-01-00197,GPZ 110/SN kujawsko-pomorskie-centralny-04-03-00197,IK01,energy,GPZ 110/SN,04,0404003,K2,4,2,4,26381,3,0,0.0,9.63,istotny,dual_feed,0.0,0,1,1,Operator Przesyłowy S.A. (fikc.),0,46.2,skutki w 4 systemach
IK-01-00143,GPZ 110/SN dolnośląskie-centralny-10-05-00143,IK01,energy,GPZ 110/SN,02,0210005,K2,3,2,3,59816,3,0,2.1,9.59,istotny,dual_feed,0.0,0,1,0,Operator Przesyłowy S.A. (fikc.),1,44.12,skutki w 3 systemach; w strefie zalewowej
IK-01-00153,GPZ 110/SN opolskie-zachodni-03-02-00153,IK01,energy,GPZ 110/SN,16,1603002,K2,5,2,4,16778,2,0,0.0,9.26,istotny,dual_feed,0.0,0,0,0,Operator Przesyłowy S.A. (fikc.),1,40.2,skutki w 4 systemach; poza rejestrem IK; w strefie zalewowej
IK-01-00149,GPZ 110/SN podkarpackie-południowy-07-03-00149,IK01,energy,GPZ 110/SN,18,1807003,K2,5,1,4,9076,1,1,0.0,9.14,istotny,dual_feed,0.0,0,1,1,Operator Przesyłowy S.A. (fikc.),0,43.4,skutki w 4 systemach
IK-02-00444,węzeł szkieletowy telekom wielkopolskie-północny-12-04-00444,IK02,telecom,węzeł szkieletowy telekom,30,3012004,K1,6,2,4,0,0,2,0.37,9.13,istotny,genset,12.4,1,1,1,Telko Beta S.A. (fikc.),0,72.3,skutki w 4 systemach; jedno źródło zasilania
IK-02-00421,węzeł szkieletowy telekom mazowieckie-zachodni-15-05-00421,IK02,telecom,węzeł szkieletowy telekom,14,1415005,K1,6,2,4,0,0,1,0.3,8.8,istotny,genset,6.8,1,1,1,Telko Beta S.A. (fikc.),0,76.98,skutki w 4 systemach; jedno źródło zasilania
IK-02-00438,węzeł szkieletowy telekom dolnośląskie-północny-06-01-00438,IK02,telecom,węzeł szkieletowy telekom,02,0206001,K1,4,1,4,0,0,2,0.55,8.73,istotny,genset,11.3,1,0,1,Telko Gamma S.A. (fikc.),1,77.25,skutki w 4 systemach; jedno źródło zasilania; poza rejestrem IK; w strefie zalewowej
IK-01-00088,GPZ 110/SN opolskie-południowy-07-03-00088,IK01,energy,GPZ 110/SN,16,1607003,K2,4,2,3,36117,2,1,3.6,8.72,istotny,dual_feed,0.0,0,1,1,Paliwa Krajowe S.A. (fikc.),1,46.96,skutki w 3 systemach; w strefie zalewowej
